Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	1000c_1 Spectral Count	1000c_2 Spectral Count	1000c_3 Spectral Count	1000c_4 Spectral Count	16hpf_1 Spectral Count	16hpf_2 Spectral Count	16hpf_3 Spectral Count	16hpf_4 Spectral Count	256c_1 Spectral Count	256c_2 Spectral Count	256c_3 Spectral Count	256c_4 Spectral Count	28hpf_1 Spectral Count	28hpf_2 Spectral Count	28hpf_3 Spectral Count	28hpf_4 Spectral Count	3dpf_1 Spectral Count	3dpf_2 Spectral Count	3dpf_3 Spectral Count	3dpf_4 Spectral Count	4c_1 Spectral Count	4c_2 Spectral Count	4c_3 Spectral Count	4c_4 Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_3 Spectral Count	5dpf_4 Spectral Count	Bud_1 Spectral Count	Bud_2 Spectral Count	Bud_3 Spectral Count	Bud_4 Spectral Count	Dome_1 Spectral Count	Dome_2 Spectral Count	Dome_3 Spectral Count	Dome_4 Spectral Count	Oblong_1 Spectral Count	Oblong_2 Spectral Count	Oblong_3 Spectral Count	Oblong_4 Spectral Count	1000c_1 Unique Spectral Count	1000c_2 Unique Spectral Count	1000c_3 Unique Spectral Count	1000c_4 Unique Spectral Count	16hpf_1 Unique Spectral Count	16hpf_2 Unique Spectral Count	16hpf_3 Unique Spectral Count	16hpf_4 Unique Spectral Count	256c_1 Unique Spectral Count	256c_2 Unique Spectral Count	256c_3 Unique Spectral Count	256c_4 Unique Spectral Count	28hpf_1 Unique Spectral Count	28hpf_2 Unique Spectral Count	28hpf_3 Unique Spectral Count	28hpf_4 Unique Spectral Count	3dpf_1 Unique Spectral Count	3dpf_2 Unique Spectral Count	3dpf_3 Unique Spectral Count	3dpf_4 Unique Spectral Count	4c_1 Unique Spectral Count	4c_2 Unique Spectral Count	4c_3 Unique Spectral Count	4c_4 Unique Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_3 Unique Spectral Count	5dpf_4 Unique Spectral Count	Bud_1 Unique Spectral Count	Bud_2 Unique Spectral Count	Bud_3 Unique Spectral Count	Bud_4 Unique Spectral Count	Dome_1 Unique Spectral Count	Dome_2 Unique Spectral Count	Dome_3 Unique Spectral Count	Dome_4 Unique Spectral Count	Oblong_1 Unique Spectral Count	Oblong_2 Unique Spectral Count	Oblong_3 Unique Spectral Count	Oblong_4 Unique Spectral Count	1000c_1 Total Spectral Count	1000c_2 Total Spectral Count	1000c_3 Total Spectral Count	1000c_4 Total Spectral Count	16hpf_1 Total Spectral Count	16hpf_2 Total Spectral Count	16hpf_3 Total Spectral Count	16hpf_4 Total Spectral Count	256c_1 Total Spectral Count	256c_2 Total Spectral Count	256c_3 Total Spectral Count	256c_4 Total Spectral Count	28hpf_1 Total Spectral Count	28hpf_2 Total Spectral Count	28hpf_3 Total Spectral Count	28hpf_4 Total Spectral Count	3dpf_1 Total Spectral Count	3dpf_2 Total Spectral Count	3dpf_3 Total Spectral Count	3dpf_4 Total Spectral Count	4c_1 Total Spectral Count	4c_2 Total Spectral Count	4c_3 Total Spectral Count	4c_4 Total Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_3 Total Spectral Count	5dpf_4 Total Spectral Count	Bud_1 Total Spectral Count	Bud_2 Total Spectral Count	Bud_3 Total Spectral Count	Bud_4 Total Spectral Count	Dome_1 Total Spectral Count	Dome_2 Total Spectral Count	Dome_3 Total Spectral Count	Dome_4 Total Spectral Count	Oblong_1 Total Spectral Count	Oblong_2 Total Spectral Count	Oblong_3 Total Spectral Count	Oblong_4 Total Spectral Count	1000c_1 Intensity	1000c_2 Intensity	1000c_3 Intensity	1000c_4 Intensity	16hpf_1 Intensity	16hpf_2 Intensity	16hpf_3 Intensity	16hpf_4 Intensity	256c_1 Intensity	256c_2 Intensity	256c_3 Intensity	256c_4 Intensity	28hpf_1 Intensity	28hpf_2 Intensity	28hpf_3 Intensity	28hpf_4 Intensity	3dpf_1 Intensity	3dpf_2 Intensity	3dpf_3 Intensity	3dpf_4 Intensity	4c_1 Intensity	4c_2 Intensity	4c_3 Intensity	4c_4 Intensity	5dpf_1 Intensity	5dpf_2 Intensity	5dpf_3 Intensity	5dpf_4 Intensity	Bud_1 Intensity	Bud_2 Intensity	Bud_3 Intensity	Bud_4 Intensity	Dome_1 Intensity	Dome_2 Intensity	Dome_3 Intensity	Dome_4 Intensity	Oblong_1 Intensity	Oblong_2 Intensity	Oblong_3 Intensity	Oblong_4 Intensity	1000c_1 MaxLFQ Intensity	1000c_2 MaxLFQ Intensity	1000c_3 MaxLFQ Intensity	1000c_4 MaxLFQ Intensity	16hpf_1 MaxLFQ Intensity	16hpf_2 MaxLFQ Intensity	16hpf_3 MaxLFQ Intensity	16hpf_4 MaxLFQ Intensity	256c_1 MaxLFQ Intensity	256c_2 MaxLFQ Intensity	256c_3 MaxLFQ Intensity	256c_4 MaxLFQ Intensity	28hpf_1 MaxLFQ Intensity	28hpf_2 MaxLFQ Intensity	28hpf_3 MaxLFQ Intensity	28hpf_4 MaxLFQ Intensity	3dpf_1 MaxLFQ Intensity	3dpf_2 MaxLFQ Intensity	3dpf_3 MaxLFQ Intensity	3dpf_4 MaxLFQ Intensity	4c_1 MaxLFQ Intensity	4c_2 MaxLFQ Intensity	4c_3 MaxLFQ Intensity	4c_4 MaxLFQ Intensity	5dpf_1 MaxLFQ Intensity	5dpf_2 MaxLFQ Intensity	5dpf_3 MaxLFQ Intensity	5dpf_4 MaxLFQ Intensity	Bud_1 MaxLFQ Intensity	Bud_2 MaxLFQ Intensity	Bud_3 MaxLFQ Intensity	Bud_4 MaxLFQ Intensity	Dome_1 MaxLFQ Intensity	Dome_2 MaxLFQ Intensity	Dome_3 MaxLFQ Intensity	Dome_4 MaxLFQ Intensity	Oblong_1 MaxLFQ Intensity	Oblong_2 MaxLFQ Intensity	Oblong_3 MaxLFQ Intensity	Oblong_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q642H9|RS4X_DANRE	Q642H9	RS4X_DANRE	rps4x	263	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4	1.0	0.999	19	743	743	743	15	14	15	18	24	22	25	20	13	13	18	13	24	22	25	23	24	22	21	28	12	12	16	12	21	21	21	26	16	16	15	18	15	13	22	22	16	14	17	19	15	14	15	18	24	22	25	20	13	13	18	13	24	22	25	23	24	22	21	28	12	12	16	12	21	21	21	26	16	16	15	18	15	13	22	22	16	14	17	19	15	14	15	18	24	22	25	20	13	13	18	13	24	22	25	23	24	22	21	28	12	12	16	12	21	21	21	26	16	16	15	18	15	13	22	22	16	14	17	19	4.6640445E9	4.6603387E9	4.7800376E9	4.8476114E9	1.45306266E10	1.45036657E10	1.9974613E10	1.82998835E10	4.8430879E9	5.3791186E9	6.5005051E9	4.4253476E9	1.68102779E10	1.79438408E10	1.67120978E10	1.81708349E10	1.0659455E10	9.6477962E9	7.6116925E9	9.5835832E9	4.5319695E9	4.2997253E9	4.6963169E9	3.40999168E9	8.3305221E9	6.3980129E9	8.3182787E9	9.0605343E9	8.9580544E9	9.499734E9	9.3436068E9	9.2741704E9	7.4965852E9	7.0216156E9	8.0328755E9	8.3307028E9	5.7621617E9	5.0501965E9	5.7429622E9	6.7218156E9	1.03016147E9	9.7460403E8	1.00594893E9	9.410896E8	2.47319757E9	2.45105434E9	2.99785754E9	2.91639757E9	9.8821875E8	9.8851846E8	9.4586797E8	8.8691098E8	2.57942118E9	2.52625869E9	3.01266406E9	3.06270131E9	1.71305958E9	1.73005299E9	1.64396506E9	1.60625037E9	8.6621446E8	8.4951027E8	7.6853498E8	7.8761619E8	1.46746125E9	1.29415091E9	1.42130381E9	1.47414413E9	1.54101555E9	1.55598003E9	1.70329766E9	1.62059008E9	1.36731264E9	1.41240128E9	1.29380019E9	1.2063383E9	1.02290502E9	9.994569E8	1.2644329E9	1.29228019E9	
sp|Q642J5|RFOX1_DANRE	Q642J5	RFOX1_DANRE	rbfox1	373	Danio rerio	2:Experimental evidence at transcript level	RNA binding protein fox-1 homolog 1	1.0	0.999	7	5	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	4	0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2069694E7	2.938485E7	1.7466936E7	8.5624712E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7071272E7	3.39677E7	2.0191072E7	3.553354E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q642M9|DHDH_DANRE	Q642M9	DHDH_DANRE	dhdh	334	Danio rerio	2:Experimental evidence at transcript level	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	1.0	0.999	6	29	29	29	2	1	0	0	2	0	0	1	1	2	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	3	0	1	1	1	0	1	2	3	1	1	0	1	2	1	0	0	2	0	0	1	1	2	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	3	0	1	1	1	0	1	2	3	1	1	0	1	2	1	0	0	2	0	0	1	1	2	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	3	0	1	1	1	0	1	2	3	1	1	0	1	1.4094276E7	4.1747976E7	0.0	0.0	3.156946E7	0.0	0.0	1.23301064E8	3.4204948E7	5.6936504E7	0.0	1.7840566E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.439355E7	1.6270251E7	0.0	0.0	0.0	0.0	1.7179426E7	3.9717888E7	0.0	0.0	2.0691824E7	0.0	0.0	0.0	6.998376E7	1.62349408E8	2.715804E7	4.9253692E7	0.0	1.8480066E7	4.2887196E7	2.706209E7	0.0	0.0	2.500017E7	0.0	0.0	3.0651656E7	3.7106676E7	3.8163852E7	0.0	3.3173484E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.676396E7	3.0253576E7	0.0	0.0	0.0	0.0	1.8190104E7	1.9826594E7	0.0	0.0	2.0691824E7	0.0	0.0	0.0	3.3638256E7	2.8349038E7	5.049878E7	3.2543966E7	0.0	1.8480066E7	
sp|Q66HT8|ADPRS_DANRE	Q66HT8	ADPRS_DANRE	adprs	370	Danio rerio	2:Experimental evidence at transcript level	ADP-ribosylhydrolase ARH3	0.9997	0.9888	3	6	6	6	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	1.6213875E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6406902E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66HV4|COPB_DANRE	Q66HV4	COPB_DANRE	copb1	953	Danio rerio	2:Experimental evidence at transcript level	Coatomer subunit beta	1.0	0.999	41	613	613	613	11	12	13	10	13	11	13	14	15	12	17	18	16	15	12	9	22	15	22	17	7	9	14	12	24	29	32	26	12	8	14	11	15	11	15	18	13	12	21	23	11	12	13	10	13	11	13	14	15	12	17	18	16	15	12	9	22	15	22	17	7	9	14	12	24	29	32	26	12	8	14	11	15	11	15	18	13	12	21	23	11	12	13	10	13	11	13	14	15	12	17	18	16	15	12	9	22	15	22	17	7	9	14	12	24	29	32	26	12	8	14	11	15	11	15	18	13	12	21	23	2.59332045E9	4.33445472E8	6.483431E8	6.4423597E8	3.14172704E8	8.6049101E8	6.3588166E8	9.1974074E8	6.2676435E8	5.5979174E8	8.1425773E8	6.3705952E8	1.16066022E9	1.1659264E9	7.3103443E8	4.1714928E8	1.21061312E9	1.24363187E9	1.65859072E9	1.25980608E9	6.830144E8	7.2985882E8	6.8167213E8	5.07777568E8	1.35131418E9	2.06268646E9	2.05997914E9	1.67003264E9	7.535351E8	5.8454618E8	7.15832E8	2.71877888E8	6.1878003E8	4.7395984E8	6.8804934E8	9.3710259E8	3.74742976E8	9.9460973E8	1.39564147E9	1.13684915E9	1.9557512E8	1.9849464E8	2.01238624E8	1.47863536E8	1.34566912E8	1.71301728E8	1.94660112E8	1.79840688E8	2.33420896E8	2.3221848E8	1.75902064E8	1.8516256E8	2.65648208E8	2.90500416E8	2.85212032E8	2.82092768E8	2.62221072E8	2.59738496E8	2.34677344E8	2.6214616E8	1.79198336E8	1.65080848E8	1.525084E8	1.69171616E8	2.24134576E8	2.69212128E8	2.80225344E8	2.5113144E8	2.3358176E8	1.62646256E8	1.9529344E8	1.5923624E8	1.63216032E8	1.58283664E8	1.78321344E8	1.63544672E8	1.43942432E8	2.30300656E8	2.19449232E8	2.26644576E8	
sp|Q66HW4|GLMP_DANRE	Q66HW4	GLMP_DANRE	glmp	407	Danio rerio	2:Experimental evidence at transcript level	Glycosylated lysosomal membrane protein	1.0	0.999	8	268	268	268	10	9	9	9	9	11	2	2	8	12	10	10	5	6	8	6	0	0	1	0	7	10	12	13	0	0	0	2	9	10	4	3	10	8	10	9	8	11	8	7	10	9	9	9	9	11	2	2	8	12	10	10	5	6	8	6	0	0	1	0	7	10	12	13	0	0	0	2	9	10	4	3	10	8	10	9	8	11	8	7	10	9	9	9	9	11	2	2	8	12	10	10	5	6	8	6	0	0	1	0	7	10	12	13	0	0	0	2	9	10	4	3	10	8	10	9	8	11	8	7	1.4428009E9	1.41264486E9	1.35729984E9	1.59628147E9	1.09862067E9	9.3168333E8	4.46135168E8	7.2070208E8	1.81892608E9	2.09429696E9	1.78034406E9	1.63623245E9	7.764464E8	6.3345549E8	1.44359578E9	1.4925559E9	0.0	0.0	4.5377832E7	0.0	2.3777303E9	2.08673344E9	2.02655693E9	2.0951712E9	0.0	0.0	0.0	6.732904E7	1.08618726E9	1.0665145E9	1.23182856E8	8.6975334E8	1.8859817E9	1.80914138E9	1.79126707E9	1.69717862E9	1.18084838E9	1.49762278E9	1.11040909E9	1.13862669E9	5.23878656E8	5.14779552E8	5.5021984E8	6.0105293E8	3.6956416E8	3.66549216E8	4.11564288E8	5.35324E8	7.3336179E8	6.7868333E8	6.3231699E8	5.32993888E8	3.00940032E8	2.11785088E8	5.61192E8	5.716471E8	0.0	0.0	4.4370056E7	0.0	8.3029549E8	7.7063731E8	6.0636333E8	6.5467693E8	0.0	0.0	0.0	3.9117216E7	4.70402784E8	4.6297408E8	3.49636512E8	5.908464E8	6.1230227E8	5.7123603E8	6.7103616E8	6.2490048E8	6.2886125E8	6.211191E8	4.61435648E8	4.50970752E8	
sp|Q66HX0|S35B1_DANRE	Q66HX0	S35B1_DANRE	slc35b1	329	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 35 member B1	0.9253	0.9937	2	4	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66HX8|GDAP2_DANRE	Q66HX8	GDAP2_DANRE	gdap2	504	Danio rerio	2:Experimental evidence at transcript level	Ganglioside-induced differentiation-associated protein 2	0.9989	0.99	2	56	56	56	1	1	2	2	1	2	0	1	0	1	2	2	2	2	1	2	2	1	2	2	0	0	1	2	1	1	3	3	1	1	1	2	2	0	1	1	2	1	2	2	1	1	2	2	1	2	0	1	0	1	2	2	2	2	1	2	2	1	2	2	0	0	1	2	1	1	3	3	1	1	1	2	2	0	1	1	2	1	2	2	1	1	2	2	1	2	0	1	0	1	2	2	2	2	1	2	2	1	2	2	0	0	1	2	1	1	3	3	1	1	1	2	2	0	1	1	2	1	2	2	2.79159616E8	2.65642832E8	5.556297E8	5.5837824E8	9.1741011E8	1.72230323E9	0.0	1.80533056E9	0.0	0.0	4.76334112E8	3.60649248E8	4.995472E8	1.15594854E9	1.6860631E9	2.57799603E9	1.09434445E9	4.5592352E8	9.2536154E8	9.2363802E8	0.0	0.0	3.10774016E8	5.478E8	2.79040352E8	1.88919584E8	7.5994426E8	8.0695725E8	9.6787002E8	6.3708115E8	1.01552704E9	1.1053367E9	9.0687616E8	0.0	5.396992E8	7.6184563E8	5.3160128E8	0.0	2.3544824E8	8.0007904E8	2.62597776E8	2.49882912E8	3.32710528E8	3.29913888E8	8.6298246E8	1.01724134E9	0.0	9.8776102E8	0.0	0.0	2.86646368E8	3.21909344E8	8.1899526E8	6.9161434E8	1.58603328E9	1.42746522E9	6.5884806E8	7.4747526E8	5.5270694E8	5.5261312E8	0.0	0.0	2.92336576E8	3.22544416E8	4.57479744E8	3.0972896E8	4.27811648E8	4.64056448E8	5.6410016E8	5.9928474E8	9.552784E8	6.1948915E8	5.35319744E8	0.0	5.07680224E8	4.58308736E8	5.0006272E8	0.0	3.86011552E8	4.75914624E8	
sp|Q66HY7|IF4E3_DANRE	Q66HY7	IF4E3_DANRE	eif4e3	224	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 4E type 3	0.994	0.9978	2	9	9	9	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	4.64214048E8	0.0	0.0	0.0	0.0	0.0	0.0	2.797849E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2505224E7	5.8440476E7	2.87736896E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64214048E8	0.0	0.0	0.0	0.0	0.0	0.0	2.797849E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2505224E7	5.8440476E7	2.87736896E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66HY8|PDXD1_DANRE	Q66HY8	PDXD1_DANRE	pdxdc1	751	Danio rerio	2:Experimental evidence at transcript level	Pyridoxal-dependent decarboxylase domain-containing protein 1	1.0	0.999	20	128	128	128	4	5	4	3	0	0	1	0	4	6	11	8	0	0	0	0	1	0	0	1	5	7	13	13	1	2	3	2	1	2	3	0	2	1	4	3	4	4	5	5	4	5	4	3	0	0	1	0	4	6	11	8	0	0	0	0	1	0	0	1	5	7	13	13	1	2	3	2	1	2	3	0	2	1	4	3	4	4	5	5	4	5	4	3	0	0	1	0	4	6	11	8	0	0	0	0	1	0	0	1	5	7	13	13	1	2	3	2	1	2	3	0	2	1	4	3	4	4	5	5	1.26523104E8	1.8619648E8	7.0174816E7	7.9044056E7	0.0	0.0	0.0	0.0	1.021622E8	1.01130168E8	2.53453312E8	2.08985056E8	0.0	0.0	0.0	0.0	2.7074594E7	0.0	0.0	1.4392058E7	2.42404272E8	4.47569184E8	3.22752608E8	1.25455264E8	0.0	4.153466E7	8.2614624E7	0.0	7888694.0	1.39773232E8	0.0	0.0	0.0	2.8788328E7	8.501696E7	1.04382912E8	3.1156544E8	3.90979776E8	7.085004E7	1.52216672E8	5.0870228E7	7.0095648E7	7.7802456E7	6.3969264E7	0.0	0.0	0.0	0.0	6.3757736E7	7.0769632E7	8.5283656E7	7.0212584E7	0.0	0.0	0.0	0.0	6.66034E7	0.0	0.0	3.5404408E7	1.19076136E8	1.20900856E8	9.1875672E7	6.1149972E7	0.0	4.3093968E7	4.3091328E7	0.0	3.7082828E7	4.6644904E7	0.0	0.0	0.0	0.0	4.4299644E7	3.529224E7	8.780556E7	5.6179172E7	7.350992E7	6.1209444E7	
sp|Q66HZ2|RIMKB_DANRE	Q66HZ2	RIMKB_DANRE	rimklb	405	Danio rerio	2:Experimental evidence at transcript level	Beta-citrylglutamate synthase B	1.0	0.999	7	18	18	18	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	3	3	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	3	3	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	3	3	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6028928E7	0.0	0.0	3.5895428E7	3.579284E7	0.0	0.0	0.0	0.0	4.8856388E7	7.6174144E7	6.669942E7	1.04356448E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5895428E7	2.9258496E7	0.0	0.0	0.0	0.0	0.0	4.122456E7	6.045008E7	9.7059048E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66I12|CCD47_DANRE	Q66I12	CCD47_DANRE	ccdc47	486	Danio rerio	2:Experimental evidence at transcript level	PAT complex subunit CCDC47	1.0	0.999	22	304	304	304	6	8	4	5	8	7	6	2	7	6	8	7	14	14	9	11	8	13	10	11	7	6	6	6	12	6	8	11	6	7	4	4	9	4	5	6	6	8	8	11	6	8	4	5	8	7	6	2	7	6	8	7	14	14	9	11	8	13	10	11	7	6	6	6	12	6	8	11	6	7	4	4	9	4	5	6	6	8	8	11	6	8	4	5	8	7	6	2	7	6	8	7	14	14	9	11	8	13	10	11	7	6	6	6	12	6	8	11	6	7	4	4	9	4	5	6	6	8	8	11	1.84746752E8	2.40477616E8	2.29039264E8	2.2259952E8	3.3134672E8	3.72230976E8	7.4732691E8	2.6818032E8	2.5070032E8	9.0668216E7	8.4990131E8	2.769888E8	1.49240666E9	1.56865459E9	2.1671447E9	2.34369024E9	5.15717824E8	6.9398349E8	1.36522048E9	9.216247E8	3.13877184E8	9.8732192E7	2.31281312E8	1.95976528E8	4.4825744E8	2.85941824E8	4.89884832E8	5.7873446E8	2.13538912E8	3.64333632E8	1.38639776E8	2.11679552E8	4.19379904E8	3.50479104E8	1.40381344E8	5.5284006E8	1.33322736E8	2.18177088E8	3.35708864E8	6.5532429E8	7.3221272E7	1.00925352E8	1.1494996E8	1.51430688E8	9.5714592E7	1.38511904E8	2.05232208E8	1.9230408E8	9.3106984E7	5.1655452E7	9.930964E7	1.05475848E8	3.05814816E8	3.1806992E8	3.42745792E8	1.98815248E8	2.8421728E8	1.57260736E8	2.49000992E8	2.3674048E8	1.67575952E8	5.6283352E7	1.06619864E8	1.45138208E8	1.35702512E8	1.19503904E8	1.75080192E8	1.91077632E8	7.747452E7	9.8471784E7	1.08526648E8	1.51292224E8	1.23480112E8	1.73053104E8	8.5210248E7	1.06306368E8	1.0158632E8	6.9990928E7	1.344152E8	1.66056464E8	
sp|Q66I14|SPS3_DANRE	Q66I14	SPS3_DANRE	sephs3	447	Danio rerio	2:Experimental evidence at transcript level	Selenide, water dikinase 3	1.0	0.999	9	33	33	33	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	2	0	0	0	3	2	6	2	0	1	0	0	1	0	3	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	2	0	0	0	3	2	6	2	0	1	0	0	1	0	3	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	2	0	0	0	3	2	6	2	0	1	0	0	1	0	3	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	3.6010756E7	0.0	0.0	0.0	1.0155793E7	4.6607744E7	0.0	0.0	0.0	0.0	4.138388E7	0.0	0.0	3.3533068E7	0.0	0.0	0.0	0.0	0.0	3.2002906E7	5.372414E7	7.7064824E7	2.4326544E7	0.0	0.0	0.0	0.0	0.0	0.0	2.5022068E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6010756E7	0.0	0.0	0.0	1.0155793E7	0.0	0.0	0.0	0.0	0.0	4.138388E7	0.0	0.0	3.617346E7	0.0	0.0	0.0	0.0	0.0	2.6272696E7	5.372414E7	2.6970068E7	2.0515436E7	0.0	0.0	0.0	0.0	0.0	0.0	1.5158862E7	0.0	0.0	0.0	0.0	0.0	
