Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	170928_MW_1 Spectral Count	170928_MW_2 Spectral Count	170928_MW_3 Spectral Count	170928_MW_4 Spectral Count	170928_MW_5 Spectral Count	170928_MW_6 Spectral Count	170928_MW_1 Unique Spectral Count	170928_MW_2 Unique Spectral Count	170928_MW_3 Unique Spectral Count	170928_MW_4 Unique Spectral Count	170928_MW_5 Unique Spectral Count	170928_MW_6 Unique Spectral Count	170928_MW_1 Total Spectral Count	170928_MW_2 Total Spectral Count	170928_MW_3 Total Spectral Count	170928_MW_4 Total Spectral Count	170928_MW_5 Total Spectral Count	170928_MW_6 Total Spectral Count	170928_MW_1 Intensity	170928_MW_2 Intensity	170928_MW_3 Intensity	170928_MW_4 Intensity	170928_MW_5 Intensity	170928_MW_6 Intensity	170928_MW_1 MaxLFQ Intensity	170928_MW_2 MaxLFQ Intensity	170928_MW_3 MaxLFQ Intensity	170928_MW_4 MaxLFQ Intensity	170928_MW_5 MaxLFQ Intensity	170928_MW_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6NV31|WDR82_DANRE	Q6NV31	WDR82_DANRE	wdr82	313	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 82	1.0	0.999	1	3	3	3	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0.0	0.0	2.1076964E7	0.0	2.1877124E7	0.0	0.0	0.0	2.1076964E7	0.0	2.1877124E7	0.0	
sp|Q6NVC5|MIRO1_DANRE	Q6NVC5	MIRO1_DANRE	rhot1a	619	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial Rho GTPase 1-A	0.9981	0.9888	2	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0.0	1.1727621E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWC6|CPSF6_DANRE	Q6NWC6	CPSF6_DANRE	cpsf6	545	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 6	1.0	0.9972	4	11	11	11	0	1	1	3	3	3	0	1	1	3	3	3	0	1	1	3	3	3	0.0	0.0	0.0	1727629.6	0.0	9046303.0	0.0	0.0	0.0	3091196.8	0.0	3852564.5	
sp|Q6NWD4|TIM50_DANRE	Q6NWD4	TIM50_DANRE	timm50	387	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit TIM50	0.9495	0.9986	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	Danio rerio	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.999	27	156	153	202	22	32	27	21	24	30	22	30	27	21	23	30	32	38	33	28	32	39	2.20693786E9	3.84622234E9	3.50098662E9	3.02329165E9	2.96960819E9	4.06809958E9	1.04747731E9	1.40829005E9	1.73029965E9	1.34361562E9	1.35268429E9	1.5961769E9	
sp|Q6NWH2|MRPB_DANRE	Q6NWH2	MRPB_DANRE	marcksl1b	207	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-B	0.4898	0.9725	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWH5|TMM11_DANRE	Q6NWH5	TMM11_DANRE	tmem11	187	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 11, mitochondrial	0.9644	0.999	1	8	8	8	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	8978319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NWK2|AP2MA_DANRE	Q6NWK2	AP2MA_DANRE	ap2m1a	436	Danio rerio	2:Experimental evidence at transcript level	AP-2 complex subunit mu-A	1.0	0.999	8	34	0	34	7	7	4	8	3	5	0	0	0	0	0	0	7	7	4	8	3	5	3.64788832E8	5.5335795E8	2.35783584E8	3.28581792E8	1.64917072E8	3.09152224E8	2.10091024E8	1.92870112E8	2.0314216E8	1.89517264E8	1.64917072E8	1.81022336E8	sp|Q7ZW98|AP2MB_DANRE
sp|Q6NWL1|PD10B_DANRE	Q6NWL1	PD10B_DANRE	pdcd10b	210	Danio rerio	1:Experimental evidence at protein level	Programmed cell death protein 10-B	0.7271	0.9899	1	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6PHH3|PD10A_DANRE
sp|Q6NWL4|CNOT9_DANRE	Q6NWL4	CNOT9_DANRE	cnot9	298	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 9	0.9268	0.9924	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NX08|WDR12_DANRE	Q6NX08	WDR12_DANRE	wdr12	422	Danio rerio	2:Experimental evidence at transcript level	Ribosome biogenesis protein wdr12	0.8786	0.9963	1	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0.0	0.0	0.0	5954357.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NX89|IF5A1_DANRE	Q6NX89	IF5A1_DANRE	eif5a	155	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.9834	2	8	8	8	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1.32689432E8	1.37898688E8	1.39501456E8	8.072976E7	1.46807856E8	6.6253448E7	1.28375528E8	1.37898688E8	1.39501456E8	8.072976E7	1.46807856E8	6.6253448E7	
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	Danio rerio	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 homolog	1.0	0.999	17	52	52	52	4	9	12	11	7	9	4	9	12	11	7	9	4	9	12	11	7	9	4.17956832E8	5.3975981E8	3.46121696E8	4.69775136E8	1.92368848E8	6.6046374E8	1.32622392E8	1.91205568E8	1.13338072E8	1.77607152E8	1.23792064E8	2.04719712E8	
sp|Q6NY64|2ABD_DANRE	Q6NY64	2ABD_DANRE	ppp2r2d	447	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.0	0.999	2	17	17	17	3	1	2	3	3	5	3	1	2	3	3	5	3	1	2	3	3	5	2325487.8	2.5505876E7	1.8918848E7	5.4866516E7	5.2400516E7	6760215.0	3057381.8	3.3533268E7	2.4873122E7	1.1702185E7	6.8892384E7	8887838.0	
sp|Q6NY98|MCE1_DANRE	Q6NY98	MCE1_DANRE	rngtt	598	Danio rerio	2:Experimental evidence at transcript level	mRNA-capping enzyme	0.916	0.9975	1	4	4	4	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	5704719.5	0.0	0.0	0.0	5233700.5	0.0	5704719.5	0.0	0.0	0.0	5233700.5	0.0	
sp|Q6NYD4|MAK16_DANRE	Q6NYD4	MAK16_DANRE	mak16	303	Danio rerio	2:Experimental evidence at transcript level	Protein MAK16 homolog	0.9381	0.9982	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NYD7|OCAD1_DANRE	Q6NYD7	OCAD1_DANRE	ociad1	266	Danio rerio	2:Experimental evidence at transcript level	OCIA domain-containing protein 1	0.9969	0.9931	2	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	2688810.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	Danio rerio	2:Experimental evidence at transcript level	Protein RCC2 homolog	1.0	0.999	8	33	33	33	4	8	3	7	5	6	4	8	3	7	5	6	4	8	3	7	5	6	0.0	1.58421088E8	9.7706128E7	2.4177584E8	1.84471232E8	2.2868632E8	0.0	5.0200024E7	5.2790692E7	8.0356992E7	6.0165892E7	6.7079764E7	
sp|Q6NYG8|DPYD_DANRE	Q6NYG8	DPYD_DANRE	dpyd	1022	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidine dehydrogenase [NADP(+)]	0.9952	0.9975	2	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NYL3|ECHP_DANRE	Q6NYL3	ECHP_DANRE	ehhadh	718	Danio rerio	2:Experimental evidence at transcript level	Peroxisomal bifunctional enzyme	0.999	0.999	2	7	7	7	1	1	3	0	1	1	1	1	3	0	1	1	1	1	3	0	1	1	1.0166452E7	0.0	4.1883844E7	0.0	2690894.2	0.0	1.92544E7	0.0	1.0178693E7	0.0	5096326.0	0.0	
sp|Q6NYL5|ALAT2_DANRE	Q6NYL5	ALAT2_DANRE	gpt2l	549	Danio rerio	2:Experimental evidence at transcript level	Alanine aminotransferase 2-like	1.0	0.999	4	15	15	15	2	2	3	3	4	1	2	2	3	3	4	1	2	2	3	3	4	1	5.4653926E8	6.3608595E8	3.4038352E7	8.378329E8	5.9249152E8	6.378137E8	3.97633664E8	4.20226656E8	3.83240608E8	6.2115117E8	3.70790336E8	4.12776096E8	
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	Danio rerio	2:Experimental evidence at transcript level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.0	0.999	10	51	51	51	5	10	10	11	8	7	5	10	10	11	8	7	5	10	10	11	8	7	4.5150624E8	7.302135E8	6.9064845E8	8.754057E8	5.843065E8	7.0398656E8	1.563288E8	1.78645888E8	1.83245392E8	1.92586112E8	1.54449056E8	1.74911376E8	
sp|Q6NYY9|VMP1_DANRE	Q6NYY9	VMP1_DANRE	vmp1	406	Danio rerio	2:Experimental evidence at transcript level	Vacuole membrane protein 1	0.9562	0.9988	1	3	3	3	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NZ06|ILF2_DANRE	Q6NZ06	ILF2_DANRE	ilf2	387	Danio rerio	2:Experimental evidence at transcript level	Interleukin enhancer-binding factor 2 homolog	1.0	0.999	12	100	100	100	15	17	18	13	16	21	15	17	18	13	16	21	15	17	18	13	16	21	1.10884326E9	1.05764275E9	9.1145696E8	1.15417741E9	7.0452147E8	9.8211603E8	3.28276096E8	2.72870432E8	2.55341232E8	2.80450528E8	2.62563584E8	2.76418464E8	
sp|Q6NZ07|NCLN_DANRE	Q6NZ07	NCLN_DANRE	ncln	572	Danio rerio	2:Experimental evidence at transcript level	BOS complex subunit ncln	1.0	0.999	4	5	5	5	3	0	1	0	0	1	3	0	1	0	0	1	3	0	1	0	0	1	4.1626788E7	4.1149472E7	4.4925692E7	2.0288052E7	0.0	5.9968048E7	3.6158848E7	3.940654E7	4.3022816E7	3.5613132E7	0.0	3.7157456E7	
sp|Q6NZ09|ADRM1_DANRE	Q6NZ09	ADRM1_DANRE	adrm1b	410	Danio rerio	1:Experimental evidence at protein level	Proteasomal ubiquitin receptor ADRM1	1.0	0.999	3	13	13	13	2	4	3	1	2	1	2	4	3	1	2	1	2	4	3	1	2	1	3.8568192E7	9.6272592E7	3.9748104E7	2.5049902E7	4.2732272E7	2.1810304E7	2.125773E7	4.146474E7	4.3292824E7	2.7283842E7	4.6543116E7	2.3755338E7	
sp|Q6NZ22|MET14_DANRE	Q6NZ22	MET14_DANRE	mettl14	455	Danio rerio	2:Experimental evidence at transcript level	N6-adenosine-methyltransferase non-catalytic subunit	0.5885	0.9814	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NZS4|RTCB_DANRE	Q6NZS4	RTCB_DANRE	rtcb	505	Danio rerio	2:Experimental evidence at transcript level	RNA-splicing ligase RtcB homolog	0.9959	0.9605	3	5	5	5	0	1	0	0	3	1	0	1	0	0	3	1	0	1	0	0	3	1	0.0	1.3684478E7	0.0	0.0	2.088208E7	0.0	0.0	1.3684478E7	0.0	0.0	1.7176154E7	0.0	
sp|Q6P036|S2533_DANRE	Q6P036	S2533_DANRE	slc25a33	314	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 25 member 33	0.9606	0.9964	1	3	0	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	6709594.5	0.0	2.0522258E7	0.0	0.0	0.0	6709594.5	0.0	2.0522258E7	0.0	0.0	0.0	
sp|Q6P0B1|CELF2_DANRE	Q6P0B1	CELF2_DANRE	celf2	514	Danio rerio	2:Experimental evidence at transcript level	CUGBP Elav-like family member 2	1.0	0.999	5	12	8	12	0	2	2	2	4	2	0	1	2	1	3	1	0	2	2	2	4	2	0.0	1.02839568E8	2.6186168E7	9.3142584E7	7.1959928E7	7.60686E7	0.0	3.7319072E7	1.8324114E7	5.5943992E7	3.014801E7	3.50349E7	
sp|Q6P0C7|SCAM5_DANRE	Q6P0C7	SCAM5_DANRE	scamp5	230	Danio rerio	2:Experimental evidence at transcript level	Secretory carrier-associated membrane protein 5	0.9986	0.9985	2	6	6	6	0	0	1	2	1	2	0	0	1	2	1	2	0	0	1	2	1	2	0.0	1.4632605E7	0.0	2.6060656E7	0.0	0.0	0.0	1.4632605E7	0.0	2.6060656E7	0.0	0.0	
sp|Q6P0D9|CIAO1_DANRE	Q6P0D9	CIAO1_DANRE	ciao1	330	Danio rerio	2:Experimental evidence at transcript level	Probable cytosolic iron-sulfur protein assembly protein ciao1	0.9552	0.9987	1	4	4	4	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0.0	2.422509E7	0.0	0.0	3.4211476E7	0.0	0.0	2.422509E7	0.0	0.0	3.4211476E7	0.0	
sp|Q6P0G6|MYL1_DANRE	Q6P0G6	MYL1_DANRE	myl1	190	Danio rerio	2:Experimental evidence at transcript level	Myosin, light chain 1, alkali; skeletal, fast	1.0	0.999	13	139	139	139	22	27	24	19	24	23	22	27	24	19	24	23	22	27	24	19	24	23	2.90929536E9	5.3005256E9	3.54528922E9	3.18154368E9	3.18020378E9	4.02797389E9	1.12210714E9	1.82665101E9	1.36611712E9	1.2451223E9	1.23629862E9	1.39811955E9	
sp|Q6P0H6|CSN4_DANRE	Q6P0H6	CSN4_DANRE	cops4	406	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 4	1.0	0.9969	3	7	7	7	1	0	3	1	2	0	1	0	3	1	2	0	1	0	3	1	2	0	0.0	0.0	7.5886874E8	0.0	2.07859824E8	0.0	0.0	0.0	7.5886874E8	0.0	2.07859824E8	0.0	
sp|Q6P0V6|RL8_DANRE	Q6P0V6	RL8_DANRE	rpl8	257	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	1.0	0.999	8	52	52	52	8	11	8	7	10	8	8	11	8	7	10	8	8	11	8	7	10	8	8.9048448E8	1.0157552E9	6.3947078E8	4.97658432E8	1.17403149E9	7.452528E8	4.41429664E8	4.76264544E8	4.05418752E8	3.87316608E8	6.1566893E8	3.51316128E8	
sp|Q6P121|HYCCI_DANRE	Q6P121	HYCCI_DANRE	hycc1	518	Danio rerio	2:Experimental evidence at transcript level	Hyccin	0.9971	0.993	2	3	3	3	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	5827606.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P135|TMUB1_DANRE	Q6P135	TMUB1_DANRE	tmub1	292	Danio rerio	2:Experimental evidence at transcript level	Transmembrane and ubiquitin-like domain-containing protein 1	0.4681	0.9701	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P268|PDCL3_DANRE	Q6P268	PDCL3_DANRE	pdcl3	239	Danio rerio	2:Experimental evidence at transcript level	Phosducin-like protein 3	0.3113	0.9434	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	4124832.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P2T0|TM38A_DANRE	Q6P2T0	TM38A_DANRE	tmem38a	295	Danio rerio	2:Experimental evidence at transcript level	Trimeric intracellular cation channel type A	1.0	0.9989	4	6	6	6	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	6.8820256E7	4622228.5	0.0	0.0	0.0	2401269.0	0.0	4622228.5	0.0	0.0	0.0	2401269.0	
sp|Q6P2U9|CSN3_DANRE	Q6P2U9	CSN3_DANRE	cops3	423	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 3	1.0	0.999	6	20	20	20	4	3	3	3	4	3	4	3	3	3	4	3	4	3	3	3	4	3	1.25601808E8	6.5050936E7	6.7302368E7	8.3946696E7	1.09848512E8	1.45578208E8	1.095728E8	6.5050936E7	5.9048708E7	6.8155744E7	4.4371988E7	8.7332528E7	
sp|Q6P3H7|RBBP4_DANRE	Q6P3H7	RBBP4_DANRE	rbbp4	424	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP4	1.0	0.999	7	11	11	25	1	3	1	3	1	2	1	3	1	3	1	2	2	7	3	5	3	5	9.6356584E7	2.05839776E8	0.0	1.9486944E8	1.72206448E8	2.0093208E8	9.6356584E7	1.83247216E8	0.0	1.82296256E8	1.72206448E8	1.83992016E8	
sp|Q6P3J5|EF2_DANRE	Q6P3J5	EF2_DANRE	eef2b	858	Danio rerio	1:Experimental evidence at protein level	Elongation factor 2b	1.0	0.999	55	855	855	855	140	148	146	100	155	166	140	148	146	100	155	166	140	148	146	100	155	166	1.38488832E10	1.55992607E10	1.34904371E10	1.4212438E10	1.49330299E10	1.743599E10	1.14404186E9	1.28182618E9	1.27702733E9	1.16680486E9	1.14828173E9	1.40027571E9	
sp|Q6P3L0|MVP_DANRE	Q6P3L0	MVP_DANRE	mvp	863	Danio rerio	2:Experimental evidence at transcript level	Major vault protein	1.0	0.999	13	49	49	49	7	8	9	9	8	8	7	8	9	9	8	8	7	8	9	9	8	8	3.6845172E7	1.9708288E8	1.49967456E8	1.8296336E8	2.4238664E8	2.10650016E8	1.7182422E7	6.3427164E7	7.0868568E7	5.6241648E7	8.4522E7	8.7879664E7	
sp|Q6P3L6|DH12A_DANRE	Q6P3L6	DH12A_DANRE	hsd17b12a	319	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase-A	1.0	0.999	4	14	6	14	3	2	3	1	4	1	2	1	1	0	2	0	3	2	3	1	4	1	6190967.0	7.3426816E7	6.0424936E7	0.0	2.3670916E7	2.9306596E7	1.978897E7	2.5277994E7	3.7809984E7	0.0	4.0041316E7	1.639204E7	
sp|Q6P5L3|RL19_DANRE	Q6P5L3	RL19_DANRE	rpl19	196	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	2	5	5	5	0	2	1	0	1	1	0	2	1	0	1	1	0	2	1	0	1	1	0.0	1.86136816E8	1.9409936E8	1.57750624E8	2.319496E8	1.19700768E8	0.0	1.86136816E8	1.9409936E8	1.57750624E8	2.319496E8	1.19700768E8	
sp|Q6P5L8|HSDL2_DANRE	Q6P5L8	HSDL2_DANRE	hsdl2	415	Danio rerio	2:Experimental evidence at transcript level	Hydroxysteroid dehydrogenase-like protein 2	1.0	0.999	14	73	73	73	8	12	13	15	12	13	8	12	13	15	12	13	8	12	13	15	12	13	4.11429728E8	7.1926707E8	6.1185715E8	1.11855526E9	8.3152678E8	5.539047E8	1.51706688E8	2.69938304E8	2.53906032E8	2.7643456E8	2.6389376E8	2.69644064E8	
sp|Q6P698|PLSL_DANRE	Q6P698	PLSL_DANRE	lcp1	624	Danio rerio	1:Experimental evidence at protein level	Plastin-2	0.8414	0.9532	3	1	1	9	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	3	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P6Y1|RELCH_DANRE	Q6P6Y1	RELCH_DANRE	relch	1189	Danio rerio	2:Experimental evidence at transcript level	RAB11-binding protein RELCH homolog	0.9551	0.9987	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P7E4|PDLI7_DANRE	Q6P7E4	PDLI7_DANRE	pdlim7	419	Danio rerio	2:Experimental evidence at transcript level	PDZ and LIM domain protein 7	1.0	0.999	5	24	24	24	4	3	3	4	7	3	4	3	3	4	7	3	4	3	3	4	7	3	1.54966768E8	1.59645152E8	1.81824928E8	2.34233232E8	2.79660416E8	2.10349056E8	1.35178176E8	1.59645152E8	1.81824928E8	2.34233232E8	2.75465056E8	1.73509552E8	
sp|Q6PBI5|RS25_DANRE	Q6PBI5	RS25_DANRE	rps25	124	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25	1.0	0.9985	3	14	14	14	1	3	3	2	3	2	1	3	3	2	3	2	1	3	3	2	3	2	6.9532504E7	1.14452032E8	1.42586544E8	3.4325236E7	8.7626096E7	3.3689052E7	6.1705952E7	6.4872072E7	7.8703912E7	3.588228E7	7.502148E7	5.7271448E7	
sp|Q6PBK3|RS28_DANRE	Q6PBK3	RS28_DANRE	rps28	69	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS28	0.9376	0.9982	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PBP3|PXL2A_DANRE	Q6PBP3	PXL2A_DANRE	prxl2a	212	Danio rerio	2:Experimental evidence at transcript level	Peroxiredoxin-like 2A	1.0	0.9939	2	4	4	4	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	1	0	1.9249346E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PBS3|SYWC_DANRE	Q6PBS3	SYWC_DANRE	wars	463	Danio rerio	2:Experimental evidence at transcript level	Tryptophan--tRNA ligase, cytoplasmic	0.9995	0.9989	3	5	5	5	0	1	0	1	2	1	0	1	0	1	2	1	0	1	0	1	2	1	0.0	0.0	0.0	9430234.0	2.7032946E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PBW5|RP65A_DANRE	Q6PBW5	RP65A_DANRE	rpe65a	531	Danio rerio	2:Experimental evidence at transcript level	Retinoid isomerohydrolase	1.0	0.999	26	166	166	166	30	28	26	29	24	29	30	28	26	29	24	29	30	28	26	29	24	29	5.3110067E9	5.9545656E9	4.9850993E9	4.7966551E9	3.1238487E9	4.148192E9	9.7716218E8	1.00587405E9	9.2906701E8	8.5475155E8	6.0558662E8	7.2267149E8	
sp|Q6PBX5|MTND_DANRE	Q6PBX5	MTND_DANRE	adi1	181	Danio rerio	2:Experimental evidence at transcript level	Acireductone dioxygenase	0.4175	0.9635	1	2	2	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PBY0|GNB5B_DANRE	Q6PBY0	GNB5B_DANRE	gnb5b	395	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein subunit beta-5b	1.0	0.999	6	14	6	14	4	4	1	1	2	2	2	2	0	0	1	1	4	4	1	1	2	2	1.02381064E8	7.1087856E7	2.0401048E7	4.1793392E7	2.729879E7	4.1114348E7	1.9749944E7	4.85067E7	2.7116042E7	5.5549664E7	0.0	4.9675884E7	
sp|Q6PBY1|RS3A_DANRE	Q6PBY1	RS3A_DANRE	rps3a	267	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS1	1.0	0.999	17	111	111	111	12	26	12	19	23	19	12	26	12	19	23	19	12	26	12	19	23	19	1.34148877E9	1.87182605E9	1.0705737E9	1.28783693E9	2.15685504E9	1.54090803E9	2.41133712E8	3.29115744E8	2.7431264E8	2.66374672E8	3.53442848E8	2.76975392E8	
sp|Q6PBY7|TPC13_DANRE	Q6PBY7	TPC13_DANRE	trappc13	412	Danio rerio	2:Experimental evidence at transcript level	Trafficking protein particle complex subunit 13	1.0	0.9989	2	7	7	7	1	2	0	1	2	1	1	2	0	1	2	1	1	2	0	1	2	1	1.8611036E7	1.477471E7	0.0	1.0493792E7	2.4580608E7	4.0425372E7	1.8611036E7	1.477471E7	0.0	1.0493792E7	2.4580608E7	4.0425372E7	
sp|Q6PC14|RL23_DANRE	Q6PC14	RL23_DANRE	rpl23	140	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	1.0	0.999	3	15	15	15	3	5	2	2	2	1	3	5	2	2	2	1	3	5	2	2	2	1	4.4099208E7	1.73959456E8	2.09690544E8	9.0867248E7	1.68325392E8	5.9273092E7	7.392068E7	6.6736364E7	1.21469344E8	8.7865088E7	1.03116384E8	5.7314772E7	
sp|Q6PC19|SSU72_DANRE	Q6PC19	SSU72_DANRE	ssu72	194	Danio rerio	2:Experimental evidence at transcript level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	0.6684	0.9867	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PC29|143G1_DANRE	Q6PC29	143G1_DANRE	ywhag1	247	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein gamma-1	1.0	0.999	13	50	50	124	7	9	9	7	10	8	7	9	9	7	10	8	16	25	18	19	24	22	1.28725594E9	1.53984282E9	1.92212864E9	1.41176602E9	1.57204045E9	1.33561459E9	5.9881293E8	5.8702726E8	7.6548614E8	5.0020752E8	6.1508915E8	5.00520032E8	
sp|Q6PC30|CSN5_DANRE	Q6PC30	CSN5_DANRE	cops5	334	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 5	0.4171	0.9635	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	5075157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PC54|SN25B_DANRE	Q6PC54	SN25B_DANRE	snap25b	203	Danio rerio	2:Experimental evidence at transcript level	Synaptosomal-associated protein 25-B	1.0	0.999	9	11	11	53	1	2	1	2	2	3	1	2	1	2	2	3	5	11	11	10	8	8	9.1755168E7	1.26733704E8	1.3174392E8	1.69673088E8	0.0	1.1050136E8	9.1755168E7	1.10528736E8	1.3174392E8	1.33260872E8	0.0	1.0071984E8	
