Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	Hp_1 Spectral Count	Hp_2 Spectral Count	Hp_3 Spectral Count	Mx_1 Spectral Count	Mx_2 Spectral Count	Mx_3 Spectral Count	T_1 Spectral Count	T_2 Spectral Count	T_3 Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	Hp_1 Unique Spectral Count	Hp_2 Unique Spectral Count	Hp_3 Unique Spectral Count	Mx_1 Unique Spectral Count	Mx_2 Unique Spectral Count	Mx_3 Unique Spectral Count	T_1 Unique Spectral Count	T_2 Unique Spectral Count	T_3 Unique Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	Hp_1 Total Spectral Count	Hp_2 Total Spectral Count	Hp_3 Total Spectral Count	Mx_1 Total Spectral Count	Mx_2 Total Spectral Count	Mx_3 Total Spectral Count	T_1 Total Spectral Count	T_2 Total Spectral Count	T_3 Total Spectral Count	C_1 Intensity	C_2 Intensity	C_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	Hp_1 Intensity	Hp_2 Intensity	Hp_3 Intensity	Mx_1 Intensity	Mx_2 Intensity	Mx_3 Intensity	T_1 Intensity	T_2 Intensity	T_3 Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Hp_1 MaxLFQ Intensity	Hp_2 MaxLFQ Intensity	Hp_3 MaxLFQ Intensity	Mx_1 MaxLFQ Intensity	Mx_2 MaxLFQ Intensity	Mx_3 MaxLFQ Intensity	T_1 MaxLFQ Intensity	T_2 MaxLFQ Intensity	T_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q49HM9|GRK7A_DANRE	Q49HM9	GRK7A_DANRE	grk7a	549	Danio rerio	1:Experimental evidence at protein level	Rhodopsin kinase grk7a	1.0	0.9989	4	28	28	28	1	1	3	2	1	2	2	2	2	0	3	3	2	2	2	1	1	3	2	1	2	2	2	2	0	3	3	2	2	2	1	1	3	2	1	2	2	2	2	0	3	3	2	2	2	3.5335528E7	3.9142728E7	4.6655308E7	4.7920208E7	4.870294E7	3.3444484E7	3.8409916E7	4.9823492E7	5.9179608E7	0.0	1.15153624E8	1.11921632E8	5.256248E7	4.0806288E7	6.1441776E7	3.9124436E7	3.6984348E7	4.529588E7	3.3237208E7	3.9022048E7	3.703062E7	4.252848E7	3.9960348E7	4.6979848E7	0.0	3.659492E7	4.2093744E7	4.23985E7	3.2852662E7	4.9882252E7	
sp|Q4H4B6|SCRIB_DANRE	Q4H4B6	SCRIB_DANRE	scrib	1724	Danio rerio	1:Experimental evidence at protein level	Protein scribble homolog	1.0	0.9908	4	13	13	13	0	1	1	1	2	0	0	2	0	1	2	1	1	1	0	0	1	1	1	2	0	0	2	0	1	2	1	1	1	0	0	1	1	1	2	0	0	2	0	1	2	1	1	1	0	0.0	5522509.5	3250636.8	3366916.8	6447595.0	0.0	0.0	8479360.0	0.0	1.5511038E7	7028532.0	1.1192313E7	4415070.0	0.0	1.5803513E7	0.0	8650325.0	5091719.0	1740448.2	1.0099357E7	0.0	0.0	1.3281864E7	0.0	0.0	1.1009322E7	4349625.0	2282266.2	0.0	8169253.5	
sp|Q4KME6|GGYF2_DANRE	Q4KME6	GGYF2_DANRE	gigyf2	1329	Danio rerio	2:Experimental evidence at transcript level	GRB10-interacting GYF protein 2	1.0	0.999	7	17	17	17	0	3	1	1	1	1	0	2	1	0	1	1	1	2	2	0	3	1	1	1	1	0	2	1	0	1	1	1	2	2	0	3	1	1	1	1	0	2	1	0	1	1	1	2	2	1.06434672E8	1.73174992E8	1.53128592E8	1.53119312E8	1.82658384E8	1.2791092E8	1.4681096E8	2.08294624E8	2.6532762E7	0.0	2531735.5	1.51747376E8	1.33111096E8	2.21631872E8	1.8997456E8	7.5669488E7	1.07482728E8	1.03741216E8	8.8714616E7	1.07869816E8	8.64328E7	1.0437492E8	1.27118608E8	1.23925176E8	0.0	9.7837344E7	9.9932824E7	9.3265496E7	1.33995888E8	1.38556832E8	
sp|Q4QRF4|H32_DANRE	Q4QRF4	H32_DANRE	zgc:113984	136	Danio rerio	2:Experimental evidence at transcript level	Histone H3.2	1.0	0.999	13	223	103	223	13	26	14	12	6	8	11	10	12	38	12	12	16	12	21	5	19	6	5	2	4	4	4	5	16	5	6	3	6	13	13	26	14	12	6	8	11	10	12	38	12	12	16	12	21	7.0720004E10	2.8365484E10	5.1264356E10	6.8811596E10	3.25022269E10	4.9930342E10	6.5425318E10	3.02304195E10	5.1841397E10	1.23016364E11	2.63333007E10	4.7568564E10	6.7416273E10	4.2561896E10	5.1052311E10	4.07627E10	3.0730668E10	2.51661865E10	2.17701478E10	1.66419968E10	1.69627617E10	1.90641132E10	1.55673866E10	2.1937068E10	1.98049104E11	1.40744888E10	1.49197158E10	2.70388613E10	2.27759186E10	4.0745144E10	
sp|Q4QRJ7|EIF2A_DANRE	Q4QRJ7	EIF2A_DANRE	eif2a	580	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 2A	0.999	0.9973	2	6	6	6	0	0	0	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	1	1	1	0	0	0	2	0	0	0.0	0.0	0.0	6297208.5	0.0	0.0	2.68821E7	5215318.5	1.1599784E7	0.0	0.0	0.0	1.1497202E7	0.0	0.0	0.0	0.0	0.0	6711834.5	0.0	0.0	2.8652092E7	5558709.5	1.2363546E7	0.0	0.0	0.0	5158601.0	0.0	0.0	
sp|Q4QRK0|MAP11_DANRE	Q4QRK0	MAP11_DANRE	metap1	386	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1	1.0	0.9989	7	20	20	20	4	0	1	5	0	1	1	0	0	1	0	0	5	0	2	4	0	1	5	0	1	1	0	0	1	0	0	5	0	2	4	0	1	5	0	1	1	0	0	1	0	0	5	0	2	5.2175404E7	1.3817853E7	3.4200216E7	5.723462E7	0.0	8704956.0	3.0893608E7	2.7064246E7	0.0	9325650.0	0.0	0.0	5.5783584E7	0.0	2.4725216E7	1.8631016E7	1.3832356E7	1.6829738E7	2.0611608E7	0.0	1.099246E7	1.7257706E7	2.7092652E7	0.0	0.0	0.0	0.0	1.9506426E7	0.0	2.4751166E7	
sp|Q4TVV3|DDX46_DANRE	Q4TVV3	DDX46_DANRE	ddx46	1018	Danio rerio	2:Experimental evidence at transcript level	Probable ATP-dependent RNA helicase DDX46	0.9736	0.9865	2	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	1810267.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4U0S5|PAF1_DANRE	Q4U0S5	PAF1_DANRE	paf1	503	Danio rerio	1:Experimental evidence at protein level	RNA polymerase II-associated factor 1 homolog	0.9986	0.9987	1	12	12	12	0	1	1	1	2	1	0	1	1	0	1	1	0	2	0	0	1	1	1	2	1	0	1	1	0	1	1	0	2	0	0	1	1	1	2	1	0	1	1	0	1	1	0	2	0	0.0	6769896.5	3443662.2	683237.6	9967312.0	2660773.2	0.0	7839129.5	2338748.0	0.0	1.0292267E7	3533119.0	0.0	4328844.0	0.0	0.0	6769896.5	3443662.2	683237.6	8006753.5	2660773.2	0.0	7839129.5	2338748.0	0.0	1.0292267E7	3533119.0	0.0	3296043.8	0.0	
sp|Q4V8U5|ANO10_DANRE	Q4V8U5	ANO10_DANRE	ano10	646	Danio rerio	2:Experimental evidence at transcript level	Anoctamin-10	0.333	0.9691	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5629390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4VBI7|STX18_DANRE	Q4VBI7	STX18_DANRE	stx18	314	Danio rerio	2:Experimental evidence at transcript level	Syntaxin-18	0.905	0.9983	1	6	6	6	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0.0	6451330.5	0.0	547105.2	0.0	845150.4	0.0	0.0	0.0	0.0	0.0	609377.5	479428.62	0.0	5398608.0	0.0	6451330.5	0.0	547105.2	0.0	845150.4	0.0	0.0	0.0	0.0	0.0	609377.5	479428.62	0.0	5398608.0	
sp|Q4VBT1|FA1B1_DANRE	Q4VBT1	FA1B1_DANRE	fabp1b.1	128	Danio rerio	2:Experimental evidence at transcript level	Fatty acid binding protein 1-B.1	1.0	0.999	5	125	125	125	8	6	5	9	8	9	12	10	8	8	7	8	10	9	8	8	6	5	9	8	9	12	10	8	8	7	8	10	9	8	8	6	5	9	8	9	12	10	8	8	7	8	10	9	8	4.25198912E8	1.7374208E8	4.13619296E8	4.88797248E8	2.05369392E8	3.8928224E8	4.61828096E8	2.05474832E8	3.26677248E8	2.57345392E8	7.751396E7	3.73329984E8	4.94750656E8	1.89982464E8	2.8956896E8	2.10675056E8	1.01856792E8	1.53139584E8	2.11380144E8	1.009366E8	1.56375168E8	2.16460624E8	9.6398928E7	1.393192E8	2.92061088E8	1.15395696E8	1.608248E8	2.25436176E8	9.3483152E7	1.48061728E8	
sp|Q4VBV9|NIT2_DANRE	Q4VBV9	NIT2_DANRE	nit2	277	Danio rerio	2:Experimental evidence at transcript level	Omega-amidase NIT2	0.7673	0.9952	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	2684944.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502A3|UBAD2_DANRE	Q502A3	UBAD2_DANRE	ubald2	172	Danio rerio	2:Experimental evidence at transcript level	UBA-like domain-containing protein 2	0.3061	0.9652	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502B0|RM41_DANRE	Q502B0	RM41_DANRE	mrpl41	135	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein mL41	0.939	0.999	1	3	3	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	4608428.0	0.0	0.0	3073391.5	0.0	0.0	3841539.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4608428.0	0.0	0.0	3073391.5	0.0	0.0	3841539.8	0.0	0.0	0.0	0.0	
sp|Q502D1|GLOD5_DANRE	Q502D1	GLOD5_DANRE	glod5	163	Danio rerio	2:Experimental evidence at transcript level	Glyoxalase domain-containing protein 5	0.7591	0.995	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5870996.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502J0|PCAT2_DANRE	Q502J0	PCAT2_DANRE	lpcat2	529	Danio rerio	2:Experimental evidence at transcript level	Lysophosphatidylcholine acyltransferase 2	1.0	0.999	4	32	32	32	2	3	2	1	3	3	3	1	0	1	2	3	2	2	4	2	3	2	1	3	3	3	1	0	1	2	3	2	2	4	2	3	2	1	3	3	3	1	0	1	2	3	2	2	4	4.445364E7	2.7010932E7	4.8064296E7	3079096.5	2.017493E7	1.4387464E7	3.525698E7	0.0	0.0	2.8137778E7	1.945732E7	1.8545978E7	9736707.0	3187930.8	3.4658164E7	1.5602203E7	1.8468328E7	1.6842718E7	9428132.0	1.6552213E7	1.2399545E7	1.4852572E7	0.0	0.0	2.5410848E7	1.7571644E7	9934074.0	1.0505513E7	9761380.0	1.9382184E7	
sp|Q503K9|S100Z_DANRE	Q503K9	S100Z_DANRE	s100z	99	Danio rerio	1:Experimental evidence at protein level	Protein S100-Z	0.9999	0.9989	1	6	6	6	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	0.0	1407963.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0534752E7	0.0	0.0	899231.06	0.0	8417908.0	0.0	2060913.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5394814.5	0.0	0.0	1316254.2	0.0	3524500.8	
sp|Q503V0|CHMP6_DANRE	Q503V0	CHMP6_DANRE	chmp6	206	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 6	0.9996	0.9903	3	4	4	4	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0.0	4825103.0	0.0	0.0	2567729.8	3993821.0	4339299.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4091135.2	0.0	4825103.0	0.0	0.0	0.0	3993821.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4091135.2	
sp|Q503V9|ENDUB_DANRE	Q503V9	ENDUB_DANRE	endoub	282	Danio rerio	2:Experimental evidence at transcript level	Uridylate-specific endoribonuclease B	1.0	0.9986	4	9	9	9	0	1	0	2	1	2	1	0	0	0	0	0	1	0	1	0	1	0	2	1	2	1	0	0	0	0	0	1	0	1	0	1	0	2	1	2	1	0	0	0	0	0	1	0	1	6.59909E7	2.974444E7	2.750416E7	7.9119064E7	3.191032E7	2.8118416E7	7.7326248E7	0.0	0.0	0.0	0.0	0.0	5.5740576E7	0.0	3.1650862E7	5.3401268E7	2.8198028E7	2.3746854E7	6.5469788E7	2.4734756E7	2.5801126E7	6.7575968E7	0.0	0.0	0.0	0.0	0.0	5.5740576E7	0.0	3.0569356E7	
sp|Q52PJ5|DPYL3_DANRE	Q52PJ5	DPYL3_DANRE	dpysl3	567	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidinase-related protein 3	1.0	0.999	16	89	89	89	11	4	4	9	4	4	8	5	5	10	3	3	12	4	3	11	4	4	9	4	4	8	5	5	10	3	3	12	4	3	11	4	4	9	4	4	8	5	5	10	3	3	12	4	3	2.19510672E8	1.16774072E8	9.489316E7	2.16576288E8	1.19135952E8	9.0194832E7	1.53075408E8	5.709802E7	1.15040744E8	1.38590096E8	7.4719296E7	7.0163232E7	2.26554608E8	1.40530768E8	1.00195232E8	6.485242E7	4.0082764E7	3.881624E7	5.3690976E7	4.0582672E7	3.7605976E7	5.3562088E7	4.53148E7	3.9749416E7	6.1788512E7	4.4794812E7	3.5914252E7	5.9573172E7	4.3152412E7	2.770851E7	
sp|Q561X9|DHRS6_DANRE	Q561X9	DHRS6_DANRE	bdh2	245	Danio rerio	2:Experimental evidence at transcript level	Dehydrogenase/reductase SDR family member 6	0.6145	0.9901	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q566Y8|MGN_DANRE	Q566Y8	MGN_DANRE	magoh	147	Danio rerio	2:Experimental evidence at transcript level	Protein mago nashi homolog	1.0	0.9987	3	7	7	7	3	0	1	2	0	0	0	0	0	0	0	0	1	0	0	3	0	1	2	0	0	0	0	0	0	0	0	1	0	0	3	0	1	2	0	0	0	0	0	0	0	0	1	0	0	4.491896E7	2741538.8	5462580.5	2.2861934E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7661898.0	1.1643414E7	0.0	7456876.0	1.216832E7	3001145.0	5979852.5	1.1936284E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8387431.0	1.2745971E7	0.0	8162995.0	
sp|Q567B1|OTU1_DANRE	Q567B1	OTU1_DANRE	yod1	301	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin thioesterase OTU1	0.9999	0.9984	2	3	3	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.0	0.0	6128825.0	6460529.5	0.0	0.0	0.0	0.0	0.0	0.0	9107308.0	0.0	0.0	0.0	6523268.5	0.0	0.0	6128825.0	6460529.5	0.0	0.0	0.0	0.0	0.0	0.0	9107308.0	0.0	0.0	0.0	6523268.5	
sp|Q567V6|EIF3K_DANRE	Q567V6	EIF3K_DANRE	eif3k	219	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit K	0.6191	0.9903	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2530343.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q568F6|PURA2_DANRE	Q568F6	PURA2_DANRE	adss2	455	Danio rerio	2:Experimental evidence at transcript level	Adenylosuccinate synthetase isozyme 2	1.0	0.9987	6	14	14	16	0	0	2	2	1	1	0	1	0	0	1	1	3	0	2	0	0	2	2	1	1	0	1	0	0	1	1	3	0	2	0	0	2	2	2	1	0	1	0	0	1	1	3	0	3	0.0	2523381.0	5948351.0	3811783.0	1541958.8	0.0	0.0	0.0	0.0	0.0	2023135.1	1596638.8	4242548.5	0.0	1.1153795E7	0.0	2294224.8	2298969.2	1688964.2	1418937.0	0.0	0.0	0.0	0.0	0.0	1839407.8	3228711.8	1700667.6	0.0	8805421.0	
sp|Q568V3|FBX50_DANRE	Q568V3	FBX50_DANRE	nccrp1	237	Danio rerio	2:Experimental evidence at transcript level	F-box only protein 50	1.0	0.9979	5	24	24	24	2	1	1	4	0	2	2	0	1	2	1	2	3	1	2	2	1	1	4	0	2	2	0	1	2	1	2	3	1	2	2	1	1	4	0	2	2	0	1	2	1	2	3	1	2	2.1690398E7	1.0157987E7	1.2993676E7	1.0594549E7	0.0	1.9154466E7	1.894569E7	0.0	1.2455969E7	1.001581E7	1.7954208E7	2.9862624E7	2.3625454E7	7407477.5	2.0133058E7	1.3092976E7	6098346.5	1.4346293E7	1.2998945E7	0.0	1.1562705E7	1.1298907E7	0.0	1.1742053E7	9441752.0	1.692516E7	2.3871016E7	1.4108021E7	6982916.5	1.2068662E7	
sp|Q568W0|SELW_DANRE	Q568W0	SELW_DANRE	selenow	86	Danio rerio	3:Protein inferred from homology	Selenoprotein W	0.7424	0.9945	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.3475014E7	0.0	0.0	8425148.0	0.0	0.0	0.0	0.0	0.0	1.3313436E7	0.0	0.0	0.0	0.0	0.0	1.3475014E7	0.0	0.0	8425148.0	0.0	0.0	0.0	0.0	0.0	1.3313436E7	0.0	0.0	
sp|Q56A35|ARP2B_DANRE	Q56A35	ARP2B_DANRE	actr2b	394	Danio rerio	2:Experimental evidence at transcript level	Actin-related protein 2-B	1.0	0.9986	3	24	0	24	3	1	1	1	2	2	2	1	2	2	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	2	2	1	2	2	1	1	3	1	1	4.68548672E8	1.63314272E8	5.5357178E8	5.002552E8	1.68747568E8	5.07254464E8	4.34220256E8	1.9892384E8	4.85740256E8	3.73848064E8	1.6915264E8	5.7868749E8	4.94013088E8	1.65492576E8	3.59461504E8	4.16890112E8	1.63314272E8	4.17830304E8	5.4247808E8	2.29686608E8	3.8432656E8	4.1112032E8	1.9892384E8	4.85897568E8	3.98778144E8	1.6915264E8	5.7868749E8	5.30966112E8	1.65492576E8	3.59461504E8	sp|Q7SXW6|ARP2A_DANRE
sp|Q58EB4|HIBCH_DANRE	Q58EB4	HIBCH_DANRE	hibch	382	Danio rerio	2:Experimental evidence at transcript level	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.0	0.999	3	5	5	5	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	8991902.0	0.0	0.0	2644993.0	0.0	0.0	2840467.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4205522.5	0.0	0.0	2945545.5	0.0	0.0	3163232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	Danio rerio	1:Experimental evidence at protein level	Glial fibrillary acidic protein	1.0	0.999	28	317	306	333	13	40	16	14	27	18	17	28	16	27	24	12	15	27	23	12	39	16	14	26	17	16	27	15	26	23	12	14	26	23	14	42	17	15	28	20	17	29	16	27	26	13	16	29	24	1.9099456E9	4.3211843E9	2.48644685E9	1.84598272E9	4.4280356E9	2.51206477E9	2.17104154E9	4.356524E9	2.13006285E9	2.72598272E9	3.59584486E9	2.18352E9	1.82039616E9	5.1312312E9	2.56210739E9	3.9280144E8	9.172288E8	5.3744634E8	3.68123232E8	8.6907232E8	4.94593632E8	3.87345664E8	9.9359923E8	4.938152E8	4.47477312E8	8.7144307E8	4.84673056E8	3.69337344E8	9.7558714E8	4.87457536E8	
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	Danio rerio	2:Experimental evidence at transcript level	Erlin-1	1.0	0.999	6	31	21	31	1	3	2	1	2	2	2	3	2	1	1	2	2	3	4	1	2	1	1	1	1	2	2	1	1	0	1	2	2	3	1	3	2	1	2	2	2	3	2	1	1	2	2	3	4	3.5003492E7	2.7037414E7	2.3471648E7	1.2931998E7	4.6327496E7	2.1465476E7	5.5218988E7	3.8896248E7	1.1374213E7	7105185.5	2.4700904E7	2.7426512E7	1.2420121E7	2.7638722E7	3.2006778E7	9612391.0	1.5079842E7	1.4224861E7	7648168.0	1.8827536E7	1.420136E7	1.2985034E7	1.9654014E7	1.2307248E7	2.2504752E7	2.6727138E7	1.6871336E7	7122115.0	1.849243E7	1.1622785E7	
sp|Q5BJA5|H2B1_DANRE	Q5BJA5	H2B1_DANRE	zgc:112234	124	Danio rerio	2:Experimental evidence at transcript level	Histone H2B 1/2	1.0	0.999	14	521	0	521	37	28	29	43	29	28	37	32	43	52	26	33	43	25	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	28	29	43	29	28	37	32	43	52	26	33	43	25	36	4.659048E10	2.05602345E10	3.5257008E10	5.5776285E10	2.41571553E10	3.5947094E10	5.0646168E10	2.03367506E10	2.99821138E10	7.3909199E10	1.4072193E10	3.7298348E10	5.29891E10	2.061875E10	3.8546145E10	1.67407012E10	8.6336645E9	1.00132035E10	2.02432819E10	7.6793846E9	9.8520986E9	2.11782758E10	9.1902966E9	8.8489738E9	3.04222802E10	6.0687319E9	1.00500838E10	2.05132124E10	7.20083E9	1.22245376E10	sp|Q6PC60|H2B3_DANRE
sp|Q5CZR5|AEP1_DANRE	Q5CZR5	AEP1_DANRE	aep1	315	Danio rerio	1:Experimental evidence at protein level	Aerolysin-like protein	1.0	0.9986	6	13	13	13	3	0	0	4	0	0	2	0	0	1	0	0	3	0	0	3	0	0	4	0	0	2	0	0	1	0	0	3	0	0	3	0	0	4	0	0	2	0	0	1	0	0	3	0	0	4.2734692E7	0.0	6863094.5	8.3028576E7	0.0	0.0	5.1164984E7	0.0	0.0	2.3616466E7	0.0	0.0	5.7860592E7	0.0	3156951.0	2.044362E7	0.0	2.397459E7	2.5550902E7	0.0	0.0	2.791695E7	0.0	0.0	2.1055312E7	0.0	0.0	2.3352196E7	0.0	2814586.5	
sp|Q5CZV0|TM182_DANRE	Q5CZV0	TM182_DANRE	tmem182a	248	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 182	0.9956	0.9989	1	5	5	5	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1867892.4	0.0	2602988.0	0.0	0.0	1703108.1	0.0	0.0	0.0	0.0	0.0	2016212.5	0.0	0.0	2344079.8	1867892.4	0.0	2602988.0	0.0	0.0	1703108.1	0.0	0.0	0.0	0.0	0.0	2016212.5	0.0	0.0	2344079.8	
sp|Q5D016|PFD1_DANRE	Q5D016	PFD1_DANRE	pfdn1	122	Danio rerio	2:Experimental evidence at transcript level	Prefoldin subunit 1	0.9991	0.9989	2	4	4	4	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8057164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
