Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_1 Intensity	5dpf_2 Intensity	Indistinguishable Proteins
sp|Q2QCI8|MED12_DANRE	Q2QCI8	MED12_DANRE	med12	2173	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 12	1.0	0.9935	6	9	9	9	4	5	4	5	4	5	3.9467248E8	9.9046566E8	
sp|Q2YDR3|IMPA3_DANRE	Q2YDR3	IMPA3_DANRE	bpnt2	341	Danio rerio	2:Experimental evidence at transcript level	Inositol monophosphatase 3	1.0	0.999	11	38	38	38	24	14	24	14	24	14	2.27166976E9	1.4262135E9	
sp|Q32LQ4|BHMT1_DANRE	Q32LQ4	BHMT1_DANRE	bhmt	400	Danio rerio	2:Experimental evidence at transcript level	Betaine--homocysteine S-methyltransferase 1	1.0	0.999	42	846	846	846	430	416	430	416	430	416	2.78253404E11	2.25592738E11	
sp|Q32LT7|TTYH3_DANRE	Q32LT7	TTYH3_DANRE	ttyh3b	560	Danio rerio	2:Experimental evidence at transcript level	Protein tweety homolog 3	0.9987	0.999	3	5	5	5	4	1	4	1	4	1	2.74793728E8	5.6228952E7	
sp|Q32LT9|P2011_DANRE	Q32LT9	P2011_DANRE	pm20d1.1	515	Danio rerio	2:Experimental evidence at transcript level	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.1	0.9638	0.9989	1	1	1	1	1	0	1	0	1	0	2.934524E7	0.0	
sp|Q32LU1|MIRO2_DANRE	Q32LU1	MIRO2_DANRE	rhot2	617	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial Rho GTPase 2	1.0	0.999	5	11	9	11	6	5	5	4	6	5	3.15845792E8	2.04050656E8	
sp|Q32LU7|PTCD3_DANRE	Q32LU7	PTCD3_DANRE	ptcd3	667	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein mS39	0.9951	0.9989	2	3	3	3	2	1	2	1	2	1	1.4150032E8	8.7416416E7	
sp|Q32PL1|PP1R7_DANRE	Q32PL1	PP1R7_DANRE	ppp1r7	345	Danio rerio	2:Experimental evidence at transcript level	Protein phosphatase 1 regulatory subunit 7	1.0	0.999	23	83	83	83	42	41	42	41	42	41	7.2198303E9	5.1290547E9	
sp|Q32PR0|T55BA_DANRE	Q32PR0	T55BA_DANRE	tmem55ba	270	Danio rerio	2:Experimental evidence at transcript level	Type I phosphatidylinositol 4,5-bisphosphate 4-phosphatase-A	0.3965	0.9572	1	1	0	1	0	1	0	0	0	1	0.0	5.6109768E7	sp|Q66I51|T55BB_DANRE
sp|Q32PV0|GULP1_DANRE	Q32PV0	GULP1_DANRE	gulp1	300	Danio rerio	2:Experimental evidence at transcript level	PTB domain-containing engulfment adapter protein 1	0.9975	0.9776	3	22	22	22	10	12	10	12	10	12	1.10886851E10	9.259307E9	
sp|Q32PW3|TAF2_DANRE	Q32PW3	TAF2_DANRE	taf2	1191	Danio rerio	2:Experimental evidence at transcript level	Transcription initiation factor TFIID subunit 2	0.4329	0.963	1	1	1	1	1	0	1	0	1	0	0.0	0.0	
sp|Q3B736|ATGA1_DANRE	Q3B736	ATGA1_DANRE	atg101	218	Danio rerio	2:Experimental evidence at transcript level	Autophagy-related protein 101	1.0	0.999	6	8	8	8	7	1	7	1	7	1	2.39341072E8	6.402738E7	
sp|Q3B752|KTHY_DANRE	Q3B752	KTHY_DANRE	dtymk	212	Danio rerio	2:Experimental evidence at transcript level	Thymidylate kinase	1.0	0.999	6	13	13	13	8	5	8	5	8	5	3.82723872E8	2.59545584E8	
sp|Q3B7H1|GALD1_DANRE	Q3B7H1	GALD1_DANRE	gatd1	213	Danio rerio	2:Experimental evidence at transcript level	Glutamine amidotransferase-like class 1 domain-containing protein 1	1.0	0.999	8	22	22	22	12	10	12	10	12	10	2.20355251E9	1.24638579E9	
sp|Q3B7Q7|NUBP2_DANRE	Q3B7Q7	NUBP2_DANRE	nubp2	268	Danio rerio	2:Experimental evidence at transcript level	Cytosolic Fe-S cluster assembly factor nubp2	0.6534	0.9635	2	4	4	4	2	2	2	2	2	2	3.69768192E8	9.4863024E7	
sp|Q3KRG3|TSR2_DANRE	Q3KRG3	TSR2_DANRE	tsr2	181	Danio rerio	2:Experimental evidence at transcript level	Pre-rRNA-processing protein TSR2 homolog	1.0	0.999	3	5	5	5	2	3	2	3	2	3	1.8486912E8	2.769304E8	
sp|Q3LSS0|C19L2_DANRE	Q3LSS0	C19L2_DANRE	cwf19l2	960	Danio rerio	2:Experimental evidence at transcript level	CWF19-like protein 2	0.9996	0.9989	3	4	4	4	2	2	2	2	2	2	8.4701024E7	6.0530152E7	
sp|Q498P2|RT35_DANRE	Q498P2	RT35_DANRE	mrps35	330	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein mS35	0.833	0.9941	1	2	2	2	1	1	1	1	1	1	2798732.8	2259177.8	
sp|Q49HM9|GRK7A_DANRE	Q49HM9	GRK7A_DANRE	grk7a	549	Danio rerio	1:Experimental evidence at protein level	Rhodopsin kinase grk7a	1.0	0.999	20	52	50	52	26	26	25	25	26	26	2.20226918E9	1.73562163E9	
sp|Q4G3H4|IKKA_DANRE	Q4G3H4	IKKA_DANRE	chuk	758	Danio rerio	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit alpha	0.9704	0.9873	4	8	6	8	4	4	3	3	4	4	2.92313664E8	7.1090016E7	
sp|Q4H4B6|SCRIB_DANRE	Q4H4B6	SCRIB_DANRE	scrib	1724	Danio rerio	1:Experimental evidence at protein level	Protein scribble homolog	1.0	0.999	12	20	20	20	12	8	12	8	12	8	6.9477248E8	2.66340288E8	
sp|Q4KM14|TSP1L_DANRE	Q4KM14	TSP1L_DANRE	trnau1apl	316	Danio rerio	2:Experimental evidence at transcript level	tRNA selenocysteine 1-associated protein 1-like	1.0	0.999	10	32	32	32	18	14	18	14	18	14	3.81411763E9	4.7647058E9	
sp|Q4KMC8|ALDCA_DANRE	Q4KMC8	ALDCA_DANRE	aldoca	364	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase C-A	1.0	0.999	16	62	37	143	36	26	23	14	75	68	3.14448466E10	2.32716227E10	
sp|Q4KMD7|STPAP_DANRE	Q4KMD7	STPAP_DANRE	tut1	797	Danio rerio	2:Experimental evidence at transcript level	Speckle targeted PIP5K1A-regulated poly(A) polymerase	0.9998	0.9984	4	6	6	6	4	2	4	2	4	2	2.45485216E8	7.3778576E7	
sp|Q4KME6|GGYF2_DANRE	Q4KME6	GGYF2_DANRE	gigyf2	1329	Danio rerio	2:Experimental evidence at transcript level	GRB10-interacting GYF protein 2	1.0	0.999	7	14	14	14	9	5	9	5	9	5	3.5824224E8	2.33023408E8	
sp|Q4QRF4|H32_DANRE	Q4QRF4	H32_DANRE	zgc:113984	136	Danio rerio	2:Experimental evidence at transcript level	Histone H3.2	1.0	0.999	15	310	12	310	173	137	7	5	173	137	2.22439588E11	1.45599627E11	
sp|Q4QRF7|LEG1B_DANRE	Q4QRF7	LEG1B_DANRE	leg1b	364	Danio rerio	1:Experimental evidence at protein level	Protein leg1b	0.9865	0.9987	5	1	1	18	1	0	1	0	13	5	2.30842352E8	0.0	
sp|Q4QRJ7|EIF2A_DANRE	Q4QRJ7	EIF2A_DANRE	eif2a	580	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 2A	1.0	0.999	20	68	68	68	41	27	41	27	41	27	4.4604805E9	3.15338189E9	
sp|Q4QRK0|MAP11_DANRE	Q4QRK0	MAP11_DANRE	metap1	386	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1	1.0	0.999	22	104	104	104	58	46	58	46	58	46	5.5704274E9	3.72049306E9	
sp|Q4TVV3|DDX46_DANRE	Q4TVV3	DDX46_DANRE	ddx46	1018	Danio rerio	2:Experimental evidence at transcript level	Probable ATP-dependent RNA helicase DDX46	1.0	0.9983	6	8	8	8	3	5	3	5	3	5	1.8234624E8	2.054924E8	
sp|Q4U0S5|PAF1_DANRE	Q4U0S5	PAF1_DANRE	paf1	503	Danio rerio	1:Experimental evidence at protein level	RNA polymerase II-associated factor 1 homolog	0.9943	0.9986	2	3	3	3	2	1	2	1	2	1	4.3221684E7	1.1281532E7	
sp|Q4V8T0|MIOX_DANRE	Q4V8T0	MIOX_DANRE	miox	278	Danio rerio	2:Experimental evidence at transcript level	Inositol oxygenase	1.0	0.999	4	5	5	5	4	1	4	1	4	1	1.48778496E8	2.8435648E7	
sp|Q4V8U5|ANO10_DANRE	Q4V8U5	ANO10_DANRE	ano10	646	Danio rerio	2:Experimental evidence at transcript level	Anoctamin-10	1.0	0.999	9	21	21	21	11	10	11	10	11	10	5.936791E8	3.55743936E8	
sp|Q4V8W7|UBTD1_DANRE	Q4V8W7	UBTD1_DANRE	ubtd1	227	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin domain-containing protein 1	0.9973	0.999	4	7	3	7	4	3	2	1	4	3	8.9058989E8	1.02976048E8	
sp|Q4V8X0|TPRA1_DANRE	Q4V8X0	TPRA1_DANRE	tpra1	378	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein adipocyte-associated 1 homolog	0.5461	0.9762	1	9	9	9	6	3	6	3	6	3	1.07324141E9	7.043143E8	
sp|Q4V8X4|ACBD6_DANRE	Q4V8X4	ACBD6_DANRE	acbd6	300	Danio rerio	2:Experimental evidence at transcript level	Acyl-CoA-binding domain-containing protein 6	1.0	0.999	6	10	10	10	6	4	6	4	6	4	5.3883162E8	3.70553664E8	
sp|Q4V8Y6|ERGI1_DANRE	Q4V8Y6	ERGI1_DANRE	ergic1	290	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 1	0.9499	0.9979	2	5	5	5	3	2	3	2	3	2	7.591284E7	3.9441324E7	
sp|Q4V909|CCD22_DANRE	Q4V909	CCD22_DANRE	ccdc22	639	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 22	1.0	0.9987	5	8	8	8	4	4	4	4	4	4	1.62385728E8	9.3178904E7	
sp|Q4V920|PACN1_DANRE	Q4V920	PACN1_DANRE	pacsin1b	445	Danio rerio	1:Experimental evidence at protein level	Protein kinase C and casein kinase substrate in neurons protein 1	1.0	0.999	14	31	31	31	16	15	16	15	16	15	1.19904333E9	4.8292784E8	
sp|Q4V9P6|ADAL_DANRE	Q4V9P6	ADAL_DANRE	adal	348	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase-like protein	1.0	0.999	12	27	27	27	16	11	16	11	16	11	1.40948864E9	6.7183194E8	
sp|Q4V9P9|NOL11_DANRE	Q4V9P9	NOL11_DANRE	nol11	708	Danio rerio	2:Experimental evidence at transcript level	Nucleolar protein 11-like	1.0	0.999	13	22	22	22	12	10	12	10	12	10	1.00371411E9	5.3794304E8	
sp|Q4VBI2|IR3IP_DANRE	Q4VBI2	IR3IP_DANRE	ier3ip1	82	Danio rerio	3:Protein inferred from homology	Immediate early response 3-interacting protein 1	0.9805	0.999	2	3	3	3	2	1	2	1	2	1	6.9533552E7	3.125615E7	
sp|Q4VBI7|STX18_DANRE	Q4VBI7	STX18_DANRE	stx18	314	Danio rerio	2:Experimental evidence at transcript level	Syntaxin-18	1.0	0.999	4	4	4	4	2	2	2	2	2	2	8.61768E7	1.5895716E7	
sp|Q4VBS4|MAP12_DANRE	Q4VBS4	MAP12_DANRE	metap1d	338	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1D, mitochondrial	0.9998	0.9982	3	3	3	3	3	0	3	0	3	0	1.56018832E8	0.0	
sp|Q4VBT1|FA1B1_DANRE	Q4VBT1	FA1B1_DANRE	fabp1b.1	128	Danio rerio	2:Experimental evidence at transcript level	Fatty acid binding protein 1-B.1	1.0	0.999	7	274	274	274	135	139	135	139	135	139	1.01262344E11	7.0010765E10	
sp|Q4VBV9|NIT2_DANRE	Q4VBV9	NIT2_DANRE	nit2	277	Danio rerio	2:Experimental evidence at transcript level	Omega-amidase NIT2	1.0	0.999	18	64	64	64	38	26	38	26	38	26	5.2950047E9	2.80523418E9	
sp|Q4VBW0|MTX3_DANRE	Q4VBW0	MTX3_DANRE	mtx3	313	Danio rerio	2:Experimental evidence at transcript level	Metaxin-3	0.5437	0.976	1	2	2	2	1	1	1	1	1	1	1.0620448E7	1.2266734E7	
sp|Q4VSN1|DUSTY_DANRE	Q4VSN1	DUSTY_DANRE	dstyk	885	Danio rerio	2:Experimental evidence at transcript level	Dual serine/threonine and tyrosine protein kinase	0.8811	0.9833	1	1	1	1	1	0	1	0	1	0	173921.52	0.0	
sp|Q502D1|GLOD5_DANRE	Q502D1	GLOD5_DANRE	glod5	163	Danio rerio	2:Experimental evidence at transcript level	Glyoxalase domain-containing protein 5	1.0	0.999	4	21	21	21	12	9	12	9	12	9	1.66057856E9	1.12594918E9	
sp|Q502G5|CA050_DANRE	Q502G5	CA050_DANRE	zgc:112255	189	Danio rerio	2:Experimental evidence at transcript level	Uncharacterized protein C1orf50 homolog	1.0	0.9989	5	9	9	9	5	4	5	4	5	4	1.1505116E8	5.3032512E7	
sp|Q502H1|AAMDC_DANRE	Q502H1	AAMDC_DANRE	aamdc	122	Danio rerio	2:Experimental evidence at transcript level	Mth938 domain-containing protein	0.7643	0.991	1	2	2	2	1	1	1	1	1	1	3.7986352E7	1.2416376E7	
sp|Q502I9|FCHO2_DANRE	Q502I9	FCHO2_DANRE	fcho2	848	Danio rerio	2:Experimental evidence at transcript level	F-BAR domain only protein 2	1.0	0.999	10	17	15	17	13	4	12	3	13	4	5.6487699E8	3.12330496E8	
sp|Q502J0|PCAT2_DANRE	Q502J0	PCAT2_DANRE	lpcat2	529	Danio rerio	2:Experimental evidence at transcript level	Lysophosphatidylcholine acyltransferase 2	1.0	0.9989	4	5	5	5	3	2	3	2	3	2	1.32033984E8	5.4763552E7	
sp|Q502J7|DCTN6_DANRE	Q502J7	DCTN6_DANRE	dctn6	195	Danio rerio	2:Experimental evidence at transcript level	Dynactin subunit 6	0.9996	0.9989	3	6	6	6	3	3	3	3	3	3	2.80716896E8	1.65308464E8	
sp|Q502K2|SAMH1_DANRE	Q502K2	SAMH1_DANRE	samhd1	622	Danio rerio	2:Experimental evidence at transcript level	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	1.0	0.999	3	4	4	4	3	1	3	1	3	1	5.4687532E7	2.5080304E7	
sp|Q502K3|ANR52_DANRE	Q502K3	ANR52_DANRE	ankrd52	1071	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	0.9383	0.9981	2	3	3	3	3	0	3	0	3	0	8.1301376E7	0.0	
sp|Q502K9|SELT2_DANRE	Q502K9	SELT2_DANRE	selenot2	210	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein T2	0.3998	0.9578	1	2	2	2	1	1	1	1	1	1	5.5810984E7	4.98292E7	
sp|Q502L2|PGAM5_DANRE	Q502L2	PGAM5_DANRE	pgam5	289	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	6	10	10	10	4	6	4	6	4	6	3.17753504E8	3.90795168E8	
sp|Q502M5|EDC3_DANRE	Q502M5	EDC3_DANRE	edc3	507	Danio rerio	1:Experimental evidence at protein level	Enhancer of mRNA-decapping protein 3	0.9989	0.9984	3	4	4	4	3	1	3	1	3	1	1.43840528E8	0.0	
sp|Q503C8|NUDC1_DANRE	Q503C8	NUDC1_DANRE	nudcd1	585	Danio rerio	2:Experimental evidence at transcript level	NudC domain-containing protein 1	1.0	0.999	14	26	26	26	16	10	16	10	16	10	9.6472166E8	8.349911E9	
sp|Q503E1|INT11_DANRE	Q503E1	INT11_DANRE	cpsf3l	598	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 11	1.0	0.9989	11	17	17	17	12	5	12	5	12	5	1.59404211E9	5.1095376E8	
sp|Q503E9|IMA6_DANRE	Q503E9	IMA6_DANRE	kpna5	539	Danio rerio	2:Experimental evidence at transcript level	Importin subunit alpha-6	1.0	0.999	6	10	10	10	6	4	6	4	6	4	2.4587768E8	1.85017376E8	
sp|Q503I8|NGLY1_DANRE	Q503I8	NGLY1_DANRE	ngly1	644	Danio rerio	2:Experimental evidence at transcript level	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	1.0	0.999	9	17	17	17	11	6	11	6	11	6	9.078224E8	5.5147322E8	
sp|Q503K9|S100Z_DANRE	Q503K9	S100Z_DANRE	s100z	99	Danio rerio	1:Experimental evidence at protein level	Protein S100-Z	0.9633	0.9989	1	1	1	1	1	0	1	0	1	0	8488434.0	0.0	
sp|Q503L4|IAH1_DANRE	Q503L4	IAH1_DANRE	iah1	238	Danio rerio	2:Experimental evidence at transcript level	Isoamyl acetate-hydrolyzing esterase 1 homolog	1.0	0.999	6	14	14	14	8	6	8	6	8	6	4.64281536E8	2.84680832E8	
sp|Q503L9|NXN_DANRE	Q503L9	NXN_DANRE	nxn	418	Danio rerio	2:Experimental evidence at transcript level	Nucleoredoxin	1.0	0.999	6	18	18	18	10	8	10	8	10	8	7.8805869E8	5.09920448E8	
sp|Q503P2|NIP7_DANRE	Q503P2	NIP7_DANRE	nip7	180	Danio rerio	2:Experimental evidence at transcript level	60S ribosome subunit biogenesis protein NIP7 homolog	1.0	0.999	8	14	14	14	9	5	9	5	9	5	2.96837184E8	1.66164944E8	
sp|Q503S6|LTOR3_DANRE	Q503S6	LTOR3_DANRE	lamtor3	124	Danio rerio	2:Experimental evidence at transcript level	Ragulator complex protein LAMTOR3	1.0	0.999	3	9	9	9	6	3	6	3	6	3	4.05793344E8	2.55939584E8	
sp|Q503U0|LMO3_DANRE	Q503U0	LMO3_DANRE	lmo3	145	Danio rerio	2:Experimental evidence at transcript level	LIM domain only protein 3	0.9999	0.9987	4	7	0	7	3	4	0	0	3	4	1.26276432E8	7.8143821E8	sp|Q8JFQ2|RBTN1_DANRE
sp|Q503U3|MFFA_DANRE	Q503U3	MFFA_DANRE	zgc:110130	275	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial fission factor homolog A	0.879	0.996	1	2	2	2	1	1	1	1	1	1	3.4914156E7	1.3634725E7	
sp|Q503V0|CHMP6_DANRE	Q503V0	CHMP6_DANRE	chmp6	206	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 6	1.0	0.999	14	47	47	47	27	20	27	20	27	20	1.14120182E10	1.89724378E9	
sp|Q503V9|ENDUB_DANRE	Q503V9	ENDUB_DANRE	endoub	282	Danio rerio	2:Experimental evidence at transcript level	Uridylate-specific endoribonuclease B	1.0	0.999	10	26	26	26	15	11	15	11	15	11	3.54150016E9	2.07503706E9	
sp|Q503W7|ATD1B_DANRE	Q503W7	ATD1B_DANRE	atad1b	362	Danio rerio	2:Experimental evidence at transcript level	Outer mitochondrial transmembrane helix translocase	0.8586	0.9952	1	3	0	3	2	1	0	0	2	1	1287747.0	0.0	sp|Q7ZZ25|ATD1A_DANRE
sp|Q503Y4|OVCA2_DANRE	Q503Y4	OVCA2_DANRE	ovca2	227	Danio rerio	2:Experimental evidence at transcript level	Esterase OVCA2	0.9806	0.999	2	2	2	2	2	0	2	0	2	0	5.9189984E7	0.0	
sp|Q503Y7|PIN4_DANRE	Q503Y7	PIN4_DANRE	pin4	128	Danio rerio	2:Experimental evidence at transcript level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	1.0	0.9989	4	8	8	8	6	2	6	2	6	2	3.73358304E8	1.4158848E8	
sp|Q504A5|TPMT_DANRE	Q504A5	TPMT_DANRE	tpmt	232	Danio rerio	2:Experimental evidence at transcript level	Probable thiopurine S-methyltransferase	1.0	0.999	12	36	36	36	24	12	24	12	24	12	2.07246592E9	9.4755475E8	
sp|Q504J1|CASPB_DANRE	Q504J1	CASPB_DANRE	caspb	404	Danio rerio	1:Experimental evidence at protein level	Caspase b	1.0	0.999	20	78	74	78	42	36	40	34	42	36	6.2523837E9	4.558572E9	
sp|Q52PJ5|DPYL3_DANRE	Q52PJ5	DPYL3_DANRE	dpysl3	567	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidinase-related protein 3	1.0	0.999	35	277	277	277	153	124	153	124	153	124	3.21532989E10	2.93942764E10	
sp|Q561X9|DHRS6_DANRE	Q561X9	DHRS6_DANRE	bdh2	245	Danio rerio	2:Experimental evidence at transcript level	Dehydrogenase/reductase SDR family member 6	1.0	0.999	18	83	83	83	45	38	45	38	45	38	5.9068477E9	4.00768947E9	
sp|Q561Y0|DAA10_DANRE	Q561Y0	DAA10_DANRE	dnaaf10	358	Danio rerio	2:Experimental evidence at transcript level	Dynein axonemal assembly factor 10	1.0	0.9988	8	11	11	11	9	2	9	2	9	2	2.0220312E8	3.0565332E7	
sp|Q566N0|ENPP4_DANRE	Q566N0	ENPP4_DANRE	enpp4	459	Danio rerio	2:Experimental evidence at transcript level	Bis(5'-adenosyl)-triphosphatase enpp4	0.9975	0.9977	3	3	3	3	2	1	2	1	2	1	7.4592056E7	574189.25	
sp|Q566S6|DRS7B_DANRE	Q566S6	DRS7B_DANRE	dhrs7b	309	Danio rerio	2:Experimental evidence at transcript level	Dehydrogenase/reductase SDR family member 7B	0.6569	0.9849	1	1	1	1	1	0	1	0	1	0	9289675.0	0.0	
sp|Q566U4|KFA_DANRE	Q566U4	KFA_DANRE	afmid	293	Danio rerio	2:Experimental evidence at transcript level	Kynurenine formamidase	1.0	0.999	8	15	15	15	9	6	9	6	9	6	8.5816192E8	6.4684275E8	
sp|Q566V0|ARCH_DANRE	Q566V0	ARCH_DANRE	zbtb8os	162	Danio rerio	2:Experimental evidence at transcript level	Protein archease	1.0	0.999	8	30	30	30	16	14	16	14	16	14	1.95692378E9	1.25742234E9	
sp|Q566W7|SNX30_DANRE	Q566W7	SNX30_DANRE	snx30	430	Danio rerio	2:Experimental evidence at transcript level	Sorting nexin-30	0.9999	0.999	3	5	5	5	3	2	3	2	3	2	1.74056944E8	2.1476296E7	
sp|Q566Y8|MGN_DANRE	Q566Y8	MGN_DANRE	magoh	147	Danio rerio	2:Experimental evidence at transcript level	Protein mago nashi homolog	1.0	0.999	14	88	88	88	49	39	49	39	49	39	8.6879201E9	5.3633229E9	
sp|Q567B1|OTU1_DANRE	Q567B1	OTU1_DANRE	yod1	301	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin thioesterase OTU1	1.0	0.999	8	19	19	19	11	8	11	8	11	8	1.21018778E9	4.91649952E8	
sp|Q567E6|CQ10B_DANRE	Q567E6	CQ10B_DANRE	coq10b	238	Danio rerio	2:Experimental evidence at transcript level	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	0.925	0.9976	1	1	1	1	1	0	1	0	1	0	1.4369796E7	0.0	
sp|Q567G2|WDR73_DANRE	Q567G2	WDR73_DANRE	wdr73	376	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 73	0.6866	0.9868	1	1	1	1	1	0	1	0	1	0	3444829.0	0.0	
sp|Q567V6|EIF3K_DANRE	Q567V6	EIF3K_DANRE	eif3k	219	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit K	1.0	0.999	13	46	46	46	26	20	26	20	26	20	3.90605389E9	2.48026522E9	
sp|Q567W6|DPH1_DANRE	Q567W6	DPH1_DANRE	dph1	381	Danio rerio	2:Experimental evidence at transcript level	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	1.0	0.9988	3	5	5	5	3	2	3	2	3	2	2.16856496E8	1.29251096E8	
sp|Q567Z6|CRIPT_DANRE	Q567Z6	CRIPT_DANRE	cript	101	Danio rerio	3:Protein inferred from homology	Cysteine-rich PDZ-binding protein	0.967	0.999	2	2	2	2	2	0	2	0	2	0	3.50021E7	0.0	
sp|Q567Z7|BUD31_DANRE	Q567Z7	BUD31_DANRE	bud31	144	Danio rerio	2:Experimental evidence at transcript level	Protein BUD31 homolog	1.0	0.9989	6	10	10	10	5	5	5	5	5	5	3.10459232E8	1.71044528E8	
sp|Q568D5|BABA2_DANRE	Q568D5	BABA2_DANRE	babam2	386	Danio rerio	1:Experimental evidence at protein level	BRISC and BRCA1-A complex member 2	1.0	0.9989	4	4	4	4	4	0	4	0	4	0	1.33734528E8	0.0	
sp|Q568F6|PURA2_DANRE	Q568F6	PURA2_DANRE	adss2	455	Danio rerio	2:Experimental evidence at transcript level	Adenylosuccinate synthetase isozyme 2	1.0	0.999	26	62	62	77	29	33	29	33	39	38	2.87568947E9	3.36882099E9	
sp|Q568K2|PP1RB_DANRE	Q568K2	PP1RB_DANRE	ppp1r11	122	Danio rerio	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase PPP1R11	1.0	0.999	3	8	8	8	5	3	5	3	5	3	5.7270093E8	3.9323696E8	
sp|Q568K5|NAA40_DANRE	Q568K5	NAA40_DANRE	naa40	237	Danio rerio	2:Experimental evidence at transcript level	N-alpha-acetyltransferase 40	1.0	0.999	3	8	8	8	4	4	4	4	4	4	1.32350608E8	1.74885904E8	
sp|Q568K9|FA50A_DANRE	Q568K9	FA50A_DANRE	fam50a	341	Danio rerio	2:Experimental evidence at transcript level	Protein FAM50A	1.0	0.999	7	21	21	21	13	8	13	8	13	8	1.17060762E9	7.8604461E8	
sp|Q568L5|A1A1B_DANRE	Q568L5	A1A1B_DANRE	akr1a1b	324	Danio rerio	2:Experimental evidence at transcript level	Aldo-keto reductase family 1 member A1-B	1.0	0.999	30	168	168	168	85	83	85	83	85	83	1.58589809E10	1.25524634E10	
sp|Q568M3|CRLF3_DANRE	Q568M3	CRLF3_DANRE	crlf3	444	Danio rerio	2:Experimental evidence at transcript level	Cytokine receptor-like factor 3	1.0	0.999	4	6	6	6	5	1	5	1	5	1	1.37717424E8	2.6461574E7	
sp|Q568N4|T10B_DANRE	Q568N4	T10B_DANRE	timm10b	202	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit Tim10 B	0.6879	0.9869	1	2	2	2	1	1	1	1	1	1	0.0	0.0	
sp|Q568P1|MESH1_DANRE	Q568P1	MESH1_DANRE	hddc3	180	Danio rerio	2:Experimental evidence at transcript level	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	1.0	0.999	9	33	33	33	19	14	19	14	19	14	3.53008512E9	3.01650253E9	
sp|Q568T4|HIKES_DANRE	Q568T4	HIKES_DANRE	hikeshi	197	Danio rerio	2:Experimental evidence at transcript level	Protein Hikeshi	0.9972	0.9988	2	2	2	2	1	1	1	1	1	1	1.9735306E7	3.25506432E8	
sp|Q568V3|FBX50_DANRE	Q568V3	FBX50_DANRE	nccrp1	237	Danio rerio	2:Experimental evidence at transcript level	F-box only protein 50	1.0	0.999	14	89	89	89	48	41	48	41	48	41	1.18647071E10	9.6356966E9	
sp|Q568W0|SELW_DANRE	Q568W0	SELW_DANRE	selenow	86	Danio rerio	3:Protein inferred from homology	Selenoprotein W	1.0	0.999	4	18	18	18	8	10	8	10	8	10	5.8211526E8	4.05429152E8	
sp|Q56A35|ARP2B_DANRE	Q56A35	ARP2B_DANRE	actr2b	394	Danio rerio	2:Experimental evidence at transcript level	Actin-related protein 2-B	1.0	0.999	27	15	15	157	10	5	10	5	85	72	1.15979341E9	5.30245664E8	
