Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	6hpf Spectral Count	6hpf Unique Spectral Count	6hpf Total Spectral Count	6hpf Intensity	Indistinguishable Proteins
sp|F1QB54|PABPA_DANRE	F1QB54	PABPA_DANRE	pabpc1a	634	Danio rerio	1:Experimental evidence at protein level	Polyadenylate-binding protein 1A	1.0	0.999	45	282	282	282	282	282	282	1.71467309E11	
sp|F1QBY1|NIPLB_DANRE	F1QBY1	NIPLB_DANRE	nipblb	2876	Danio rerio	2:Experimental evidence at transcript level	Nipped-B-like protein B	1.0	0.999	37	46	32	46	46	32	46	1.23876813E10	
sp|F1QC45|XRP2_DANRE	F1QC45	XRP2_DANRE	rp2	376	Danio rerio	1:Experimental evidence at protein level	Protein XRP2	1.0	0.999	15	34	34	34	34	34	34	8.9872364E9	
sp|F1QCN0|GAL3A_DANRE	F1QCN0	GAL3A_DANRE	gatd3	262	Danio rerio	3:Protein inferred from homology	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	1.0	0.999	17	510	510	510	510	510	510	4.78954258E11	
sp|F1QCP6|TAZ_DANRE	F1QCP6	TAZ_DANRE	tafazzin	262	Danio rerio	2:Experimental evidence at transcript level	Tafazzin	1.0	0.999	5	6	6	6	6	6	6	3.72632768E8	
sp|F1QCV2|HDA10_DANRE	F1QCV2	HDA10_DANRE	hdac10	675	Danio rerio	1:Experimental evidence at protein level	Polyamine deacetylase HDAC10	1.0	0.999	31	107	107	107	107	107	107	2.06479647E10	
sp|F1QDI9|MCM9_DANRE	F1QDI9	MCM9_DANRE	mcm9	1133	Danio rerio	3:Protein inferred from homology	DNA helicase MCM9	1.0	0.9953	6	9	9	9	9	9	9	2.2511529E9	
sp|F1QEB7|WDR11_DANRE	F1QEB7	WDR11_DANRE	wdr11	1239	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 11	1.0	0.999	24	39	39	39	39	39	39	6.4611784E9	
sp|F1QF89|POMT1_DANRE	F1QF89	POMT1_DANRE	pomt1	720	Danio rerio	1:Experimental evidence at protein level	Protein O-mannosyl-transferase 1	0.9492	0.9718	2	2	2	2	2	2	2	3.44881536E8	
sp|F1QFS9|UBP13_DANRE	F1QFS9	UBP13_DANRE	usp13	860	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin carboxyl-terminal hydrolase 13	0.9646	0.9945	1	8	8	8	8	8	8	3.78027827E9	
sp|F1QFU0|TMC1_DANRE	F1QFU0	TMC1_DANRE	tmc1	935	Danio rerio	1:Experimental evidence at protein level	Transmembrane channel-like protein 1	0.9846	0.959	4	11	11	11	11	11	11	4.542278E10	
sp|F1QG30|NSMA5_DANRE	F1QG30	NSMA5_DANRE	smpd5	545	Danio rerio	1:Experimental evidence at protein level	Sphingomyelin phosphodiesterase 5	0.9999	0.999	5	6	6	6	6	6	6	7.0367942E8	
sp|F1QGC8|DTD1_DANRE	F1QGC8	DTD1_DANRE	dtd1	207	Danio rerio	1:Experimental evidence at protein level	D-aminoacyl-tRNA deacylase 1	1.0	0.999	11	25	25	25	25	25	25	6.4621281E9	
sp|F1QGD2|ZDH24_DANRE	F1QGD2	ZDH24_DANRE	zdhhc24	295	Danio rerio	2:Experimental evidence at transcript level	Probable palmitoyltransferase ZDHHC24	1.0	0.999	4	9	9	9	9	9	9	4.29149978E9	
sp|F1QGH7|CTNB1_DANRE	F1QGH7	CTNB1_DANRE	ctnnb1	780	Danio rerio	1:Experimental evidence at protein level	Catenin beta-1	1.0	0.999	42	199	183	199	199	183	199	1.14448163E11	
sp|F1QGH9|PS11B_DANRE	F1QGH9	PS11B_DANRE	psmd11b	422	Danio rerio	2:Experimental evidence at transcript level	26S proteasome non-ATPase regulatory subunit 11B	1.0	0.999	23	22	22	112	22	22	112	3.00701158E9	
sp|F1QGW6|IF2G_DANRE	F1QGW6	IF2G_DANRE	eif2s3	472	Danio rerio	3:Protein inferred from homology	Eukaryotic translation initiation factor 2 subunit 3	1.0	0.999	28	189	189	189	189	189	189	1.42807351E11	
sp|F1QGZ6|MELK_DANRE	F1QGZ6	MELK_DANRE	melk	676	Danio rerio	2:Experimental evidence at transcript level	Maternal embryonic leucine zipper kinase	0.9822	0.9873	2	2	2	2	2	2	2	1.0425404E8	
sp|F1QIC4|PHR4A_DANRE	F1QIC4	PHR4A_DANRE	phactr4a	725	Danio rerio	3:Protein inferred from homology	Phosphatase and actin regulator 4A	1.0	0.9984	10	16	16	16	16	16	16	1.11868544E9	
sp|F1QJX5|UBR3_DANRE	F1QJX5	UBR3_DANRE	ubr3	1863	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase ubr3	1.0	0.999	17	22	22	22	22	22	22	2.25938074E9	
sp|F1QLG5|ADN1A_DANRE	F1QLG5	ADN1A_DANRE	adnpa	969	Danio rerio	1:Experimental evidence at protein level	Activity-dependent neuroprotective protein a	1.0	0.999	37	66	66	66	66	66	66	1.18903276E10	
sp|F1QLR3|FXR1_DANRE	F1QLR3	FXR1_DANRE	fxr1	622	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein FXR1	1.0	0.999	29	72	72	72	72	72	72	2.96315679E10	
sp|F1QMB9|CCNK_DANRE	F1QMB9	CCNK_DANRE	ccnk	425	Danio rerio	2:Experimental evidence at transcript level	Cyclin-K	1.0	0.999	12	24	24	24	24	24	24	3.29312256E9	
sp|F1QMV3|TPC6B_DANRE	F1QMV3	TPC6B_DANRE	trappc6b	157	Danio rerio	2:Experimental evidence at transcript level	Trafficking protein particle complex subunit 6b	1.0	0.997	8	12	12	12	12	12	12	4.3285304E9	
sp|F1QN54|KIF3B_DANRE	F1QN54	KIF3B_DANRE	kif3b	775	Danio rerio	2:Experimental evidence at transcript level	Kinesin-like protein KIF3B	1.0	0.9989	20	41	41	41	41	41	41	4.4147651E9	
sp|F1QNV4|NU133_DANRE	F1QNV4	NU133_DANRE	nup133	1136	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup133	1.0	0.999	60	252	252	252	252	252	252	8.2564915E10	
sp|F1QNX7|REN3B_DANRE	F1QNX7	REN3B_DANRE	upf3b	467	Danio rerio	2:Experimental evidence at transcript level	Regulator of nonsense transcripts 3B	1.0	0.9987	7	10	10	10	10	10	10	6.6494605E8	
sp|F1QPC3|SARAF_DANRE	F1QPC3	SARAF_DANRE	saraf	345	Danio rerio	2:Experimental evidence at transcript level	Store-operated calcium entry-associated regulatory factor	1.0	0.999	10	23	23	23	23	23	23	4.5024937E9	
sp|F1QPX0|NDNF_DANRE	F1QPX0	NDNF_DANRE	ndnf	574	Danio rerio	3:Protein inferred from homology	Protein NDNF	0.5725	0.9785	1	1	1	1	1	1	1	3.9302456E7	
sp|F1QR43|GLCEB_DANRE	F1QR43	GLCEB_DANRE	glceb	586	Danio rerio	1:Experimental evidence at protein level	D-glucuronyl C5-epimerase B	1.0	0.999	20	38	38	38	38	38	38	6.3976796E9	
sp|F1QRX7|TBCD7_DANRE	F1QRX7	TBCD7_DANRE	tbc1d7	294	Danio rerio	2:Experimental evidence at transcript level	TBC1 domain family member 7	0.9584	0.9726	3	3	3	3	3	3	3	1.6794008E8	
sp|F1QSQ0|DSC2L_DANRE	F1QSQ0	DSC2L_DANRE	dsc2l	934	Danio rerio	2:Experimental evidence at transcript level	Desmocollin 2-like protein	1.0	0.999	21	35	35	35	35	35	35	8.4317245E9	
sp|F1QVR8|METL5_DANRE	F1QVR8	METL5_DANRE	mettl5	207	Danio rerio	2:Experimental evidence at transcript level	rRNA N6-adenosine-methyltransferase METTL5	0.9961	0.9987	1	3	3	3	3	3	3	9.5647904E7	
sp|F1QWA8|SARM1_DANRE	F1QWA8	SARM1_DANRE	sarm1	713	Danio rerio	1:Experimental evidence at protein level	NAD(+) hydrolase SARM1	1.0	0.999	22	49	49	49	49	49	49	1.02886298E10	
sp|F1QWM2|STYL2_DANRE	F1QWM2	STYL2_DANRE	styxl2	1100	Danio rerio	1:Experimental evidence at protein level	Serine/threonine/tyrosine-interacting-like protein 2	0.9525	0.9773	1	5	5	5	5	5	5	6.8236744E9	
sp|F1QWW8|KDSR_DANRE	F1QWW8	KDSR_DANRE	kdsr	332	Danio rerio	1:Experimental evidence at protein level	3-dehydrosphinganine reductase	1.0	0.999	13	55	55	55	55	55	55	2.59296952E10	
sp|F1QXD3|ZH15B_DANRE	F1QXD3	ZH15B_DANRE	zdhhc15b	332	Danio rerio	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC15B	1.0	0.999	5	7	7	8	7	7	8	1.34532582E9	
sp|F1QXM5|LDHD_DANRE	F1QXM5	LDHD_DANRE	ldhd	497	Danio rerio	2:Experimental evidence at transcript level	Probable D-lactate dehydrogenase, mitochondrial	1.0	0.999	28	174	174	174	174	174	174	8.1077256E10	
sp|F1QYC4|NEMP2_DANRE	F1QYC4	NEMP2_DANRE	nemp2	479	Danio rerio	3:Protein inferred from homology	Nuclear envelope integral membrane protein 2	1.0	0.996	5	10	10	10	10	10	10	1.86083264E9	
sp|F1QYJ6|ST6B1_DANRE	F1QYJ6	ST6B1_DANRE	sult6b1	296	Danio rerio	1:Experimental evidence at protein level	Sulfotransferase 6B1	1.0	0.999	8	14	14	14	14	14	14	2.17037158E9	
sp|F1QZ15|TPRKB_DANRE	F1QZ15	TPRKB_DANRE	tprkb	175	Danio rerio	2:Experimental evidence at transcript level	EKC/KEOPS complex subunit TPRKB	1.0	0.999	6	20	20	20	20	20	20	5.5483525E9	
sp|F1QZ88|E2F8_DANRE	F1QZ88	E2F8_DANRE	e2f8	917	Danio rerio	3:Protein inferred from homology	Transcription factor E2F8	1.0	0.9947	5	6	6	6	6	6	6	1.3381448E8	
sp|F1R013|ZDHC9_DANRE	F1R013	ZDHC9_DANRE	zdhhc9	386	Danio rerio	2:Experimental evidence at transcript level	Palmitoyltransferase ZDHHC9	0.7867	0.9854	2	3	3	3	3	3	3	1.45871168E8	
sp|F1R237|TDRD6_DANRE	F1R237	TDRD6_DANRE	tdrd6	2117	Danio rerio	1:Experimental evidence at protein level	Tudor domain-containing 6	1.0	0.999	44	58	57	58	58	57	58	1.63817564E10	
sp|F1R2X6|PSM4B_DANRE	F1R2X6	PSM4B_DANRE	psme4b	1825	Danio rerio	3:Protein inferred from homology	Proteasome activator complex subunit 4B	1.0	0.999	21	32	27	32	32	27	32	3.16783053E9	
sp|F1R345|DDX11_DANRE	F1R345	DDX11_DANRE	ddx11	890	Danio rerio	2:Experimental evidence at transcript level	ATP-dependent DNA helicase DDX11	1.0	0.999	14	17	17	17	17	17	17	1.73142003E9	
sp|F1R4C4|PIS4A_DANRE	F1R4C4	PIS4A_DANRE	pias4a	505	Danio rerio	2:Experimental evidence at transcript level	E3 SUMO-protein ligase PIAS4-A	1.0	0.999	15	31	31	31	31	31	31	5.0735114E9	
sp|F1R4U0|TXTPB_DANRE	F1R4U0	TXTPB_DANRE	slc25a1b	317	Danio rerio	3:Protein inferred from homology	Tricarboxylate transport protein B, mitochondrial	1.0	0.999	7	8	8	13	8	8	13	7.28864E8	
sp|F1R4Y7|CEP83_DANRE	F1R4Y7	CEP83_DANRE	cep83	716	Danio rerio	3:Protein inferred from homology	Centrosomal protein of 83 kDa	0.9855	0.9634	4	5	5	5	5	5	5	2.39641104E8	
sp|F1R520|CSTN1_DANRE	F1R520	CSTN1_DANRE	clstn1	954	Danio rerio	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	7	13	13	13	13	13	13	2.24472243E9	
sp|F1R5H6|BRD4_DANRE	F1R5H6	BRD4_DANRE	brd4	1444	Danio rerio	1:Experimental evidence at protein level	Bromodomain-containing protein 4	1.0	0.999	36	81	77	81	81	77	81	1.87860828E10	
sp|F1R6N4|ECHD1_DANRE	F1R6N4	ECHD1_DANRE	echdc1	302	Danio rerio	3:Protein inferred from homology	Ethylmalonyl-CoA decarboxylase	1.0	0.999	9	18	18	18	18	18	18	5.2009098E9	
sp|F1R777|MTA70_DANRE	F1R777	MTA70_DANRE	mettl3	584	Danio rerio	2:Experimental evidence at transcript level	N6-adenosine-methyltransferase subunit METTL3	1.0	0.999	19	31	31	31	31	31	31	1.25469891E10	
sp|F1R7R1|SMG5_DANRE	F1R7R1	SMG5_DANRE	smg5	1099	Danio rerio	2:Experimental evidence at transcript level	Nonsense-mediated mRNA decay factor SMG5	1.0	0.999	11	13	13	13	13	13	13	3.63195597E9	
sp|F1R983|CTIP_DANRE	F1R983	CTIP_DANRE	rbbp8	651	Danio rerio	2:Experimental evidence at transcript level	DNA endonuclease RBBP8	1.0	0.999	6	6	6	6	6	6	6	4.6975536E8	
sp|F1RA39|MCA2B_DANRE	F1RA39	MCA2B_DANRE	mical2b	1679	Danio rerio	2:Experimental evidence at transcript level	[F-actin]-monooxygenase mical2b	1.0	0.9985	9	10	8	10	10	8	10	1.7408064E8	
sp|F1RAX4|STRA6_DANRE	F1RAX4	STRA6_DANRE	stra6	670	Danio rerio	1:Experimental evidence at protein level	Receptor for retinol uptake stra6	1.0	0.999	8	17	17	17	17	17	17	1.91295974E9	
sp|F1RAX8|COQ6_DANRE	F1RAX8	COQ6_DANRE	coq6	484	Danio rerio	2:Experimental evidence at transcript level	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	1.0	0.999	25	216	216	216	216	216	216	8.7383024E10	
sp|F1RB95|RNF14_DANRE	F1RB95	RNF14_DANRE	rnf14	459	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNF14	1.0	0.9985	10	15	15	15	15	15	15	1.23954304E9	
sp|F1RBC8|ABCD1_DANRE	F1RBC8	ABCD1_DANRE	abcd1	766	Danio rerio	2:Experimental evidence at transcript level	ATP-binding cassette sub-family D member 1	0.999	0.9958	5	7	7	7	7	7	7	1.90296307E9	
sp|F1RBN2|SPAG1_DANRE	F1RBN2	SPAG1_DANRE	spag1a	427	Danio rerio	2:Experimental evidence at transcript level	Sperm-associated antigen 1A	1.0	0.9988	6	7	7	7	7	7	7	3.06220448E8	
sp|F1RCE7|MTFR1_DANRE	F1RCE7	MTFR1_DANRE	mtfr1	318	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial fission regulator 1	1.0	0.9975	7	12	12	12	12	12	12	9.0054547E8	
sp|F1RCP1|BECN1_DANRE	F1RCP1	BECN1_DANRE	becn1	447	Danio rerio	2:Experimental evidence at transcript level	Beclin-1	1.0	0.999	5	6	6	6	6	6	6	4.16936064E8	
sp|F1RCR6|TRIPC_DANRE	F1RCR6	TRIPC_DANRE	trip12	2026	Danio rerio	3:Protein inferred from homology	E3 ubiquitin-protein ligase TRIP12	1.0	0.999	68	130	130	130	130	130	130	2.56274473E10	
sp|F1RCY6|RENT1_DANRE	F1RCY6	RENT1_DANRE	upf1	1100	Danio rerio	2:Experimental evidence at transcript level	Regulator of nonsense transcripts 1	1.0	0.999	49	123	123	123	123	123	123	4.6727811E10	
sp|F1RD40|MYCB2_DANRE	F1RD40	MYCB2_DANRE	mycbp2	4574	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase MYCBP2	1.0	0.999	45	52	52	52	52	52	52	6.3370107E9	
sp|F1RDG9|FYNB_DANRE	F1RDG9	FYNB_DANRE	fynb	544	Danio rerio	2:Experimental evidence at transcript level	Tyrosine-protein kinase fynb	0.9988	0.9973	10	14	9	28	14	9	28	4.7931388E10	
sp|F1RDM5|AMER1_DANRE	F1RDM5	AMER1_DANRE	amer1	930	Danio rerio	2:Experimental evidence at transcript level	APC membrane recruitment protein 1	0.9991	0.9986	4	5	5	5	5	5	5	9.0148977E9	
sp|F1RE57|DHC3A_DANRE	F1RE57	DHC3A_DANRE	zdhhc3a	316	Danio rerio	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC3-A	0.9902	0.9969	3	3	3	3	3	3	3	2.28159984E8	
sp|F1RET2|SMYD5_DANRE	F1RET2	SMYD5_DANRE	smyd5	415	Danio rerio	2:Experimental evidence at transcript level	Histone-lysine N-trimethyltransferase SMYD5	1.0	0.999	15	27	27	27	27	27	27	8.4601293E9	
sp|F5HSE3|NIPLA_DANRE	F5HSE3	NIPLA_DANRE	nipbla	2381	Danio rerio	2:Experimental evidence at transcript level	Nipped-B-like protein A	1.0	0.999	30	24	24	38	24	24	38	3.7145473E10	
sp|F6NSX9|Z687B_DANRE	F6NSX9	Z687B_DANRE	znf687b	1431	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 687b	1.0	0.999	22	27	26	27	27	26	27	2.31604045E9	
sp|F6NVH9|NIPS1_DANRE	F6NVH9	NIPS1_DANRE	nipsnap1	279	Danio rerio	3:Protein inferred from homology	Protein NipSnap homolog 1	1.0	0.999	14	53	53	62	53	53	62	2.63232614E10	
sp|F6NXI9|TRNT1_DANRE	F6NXI9	TRNT1_DANRE	trnt1	431	Danio rerio	2:Experimental evidence at transcript level	CCA tRNA nucleotidyltransferase 1, mitochondrial	1.0	0.999	23	45	45	45	45	45	45	1.25780603E10	
sp|F6P3G4|PS11A_DANRE	F6P3G4	PS11A_DANRE	psmd11a	421	Danio rerio	2:Experimental evidence at transcript level	26S proteasome non-ATPase regulatory subunit 11A	1.0	0.999	37	294	204	294	294	204	294	2.08771072E11	
sp|F6P6X0|UBAP1_DANRE	F6P6X0	UBAP1_DANRE	ubap1	453	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-associated protein 1	1.0	0.999	8	11	11	11	11	11	11	5.9593876E9	
sp|F8W2M1|HACE1_DANRE	F8W2M1	HACE1_DANRE	hace1	904	Danio rerio	3:Protein inferred from homology	E3 ubiquitin-protein ligase HACE1	1.0	0.999	5	5	5	5	5	5	5	1.29710504E8	
sp|F8W2M8|TPP1_DANRE	F8W2M8	TPP1_DANRE	tpp1	557	Danio rerio	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0	0.999	15	103	103	103	103	103	103	2.90777928E10	
sp|F8W463|P2X4A_DANRE	F8W463	P2X4A_DANRE	p2rx4a	389	Danio rerio	1:Experimental evidence at protein level	P2X purinoceptor 4a	1.0	0.999	17	140	140	140	140	140	140	5.9443995E10	
sp|F8WK50|FLII_DANRE	F8WK50	FLII_DANRE	flii	1259	Danio rerio	1:Experimental evidence at protein level	Protein flightless-1 homolog	1.0	0.999	47	121	121	121	121	121	121	3.35936737E10	
sp|G9G127|NINL_DANRE	G9G127	NINL_DANRE	Ninl	1303	Danio rerio	1:Experimental evidence at protein level	Ninein-like protein	1.0	0.999	21	24	24	24	24	24	24	3.8768937E9	
sp|H0WFA5|BUCKY_DANRE	H0WFA5	BUCKY_DANRE	buc	639	Danio rerio	1:Experimental evidence at protein level	Bucky ball	1.0	0.999	19	46	46	46	46	46	46	9.3010893E9	
sp|H2EQR6|DSG21_DANRE	H2EQR6	DSG21_DANRE	dsg2.1	1142	Danio rerio	2:Experimental evidence at transcript level	Desmoglein-2.1	1.0	0.999	18	33	33	33	33	33	33	3.86943027E9	
sp|H6D7E6|TALD3_DANRE	H6D7E6	TALD3_DANRE	talpid3	1554	Danio rerio	2:Experimental evidence at transcript level	Protein TALPID3	1.0	0.9983	3	3	3	3	3	3	3	4.361444E7	
sp|I6V1W0|BMBL_DANRE	I6V1W0	BMBL_DANRE	bmb	612	Danio rerio	2:Experimental evidence at transcript level	Protein brambleberry	1.0	0.999	18	56	56	56	56	56	56	2.02476749E10	
sp|L7VG99|T132E_DANRE	L7VG99	T132E_DANRE	tmem132e	1073	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 132E	0.5787	0.979	2	2	2	2	2	2	2	5.274292E7	
sp|L7YAI7|B4GA1_DANRE	L7YAI7	B4GA1_DANRE	b4gat1	431	Danio rerio	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	0.9957	0.9972	3	3	3	3	3	3	3	2.85061216E8	
sp|O12990|JAK1_DANRE	O12990	JAK1_DANRE	jak1	1153	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase JAK1	1.0	0.9979	15	18	18	18	18	18	18	6.3703562E9	
sp|O13146|EPHA3_DANRE	O13146	EPHA3_DANRE	epha3	981	Danio rerio	1:Experimental evidence at protein level	Ephrin type-A receptor 3	0.9549	0.9989	2	1	0	2	1	0	2	3597312.0	
sp|O13147|EPHB3_DANRE	O13147	EPHB3_DANRE	ephb3	500	Danio rerio	2:Experimental evidence at transcript level	Ephrin type-B receptor 3 (Fragment)	0.9872	0.9975	3	1	1	4	1	1	4	1.5789411E7	
sp|O13166|TLE3A_DANRE	O13166	TLE3A_DANRE	tle3a	761	Danio rerio	1:Experimental evidence at protein level	Transducin-like enhancer protein 3-A	1.0	0.9966	19	3	3	34	3	3	34	4.26934048E8	
sp|O13168|TLE3B_DANRE	O13168	TLE3B_DANRE	tle3b	771	Danio rerio	1:Experimental evidence at protein level	Transducin-like enhancer protein 3-B	1.0	0.999	24	45	14	45	45	14	45	2.20915466E10	
sp|O42248|GBLP_DANRE	O42248	GBLP_DANRE	gnb2l1	317	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein RACK1	1.0	0.999	26	686	686	686	686	686	686	7.6551769E11	
sp|O42363|APOA1_DANRE	O42363	APOA1_DANRE	apoa1a	262	Danio rerio	1:Experimental evidence at protein level	Apolipoprotein A-Ia	0.9892	0.988	4	4	4	4	4	4	4	1.96508816E8	
sp|O42364|APOEB_DANRE	O42364	APOEB_DANRE	apoeb	281	Danio rerio	2:Experimental evidence at transcript level	Apolipoprotein Eb	1.0	0.999	24	182	182	182	182	182	182	1.13919042E11	
sp|O57460|TLL1_DANRE	O57460	TLL1_DANRE	tll1	1022	Danio rerio	2:Experimental evidence at transcript level	Dorsal-ventral patterning tolloid-like protein 1	1.0	0.9986	10	12	12	12	12	12	12	1.15706767E10	
sp|O57472|CHRD_DANRE	O57472	CHRD_DANRE	chd	940	Danio rerio	2:Experimental evidence at transcript level	Chordin	1.0	0.999	25	50	50	50	50	50	50	7.2494694E9	
sp|O57521|HS90B_DANRE	O57521	HS90B_DANRE	hsp90ab1	725	Danio rerio	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.999	72	1428	1109	1428	1428	1109	1428	1.46835138E12	
sp|O73715|LDB1A_DANRE	O73715	LDB1A_DANRE	ldb1a	374	Danio rerio	2:Experimental evidence at transcript level	LIM domain-binding protein 1-A	1.0	0.9989	6	11	11	11	11	11	11	1.32476864E9	
sp|O73864|WNT11_DANRE	O73864	WNT11_DANRE	wnt11	354	Danio rerio	2:Experimental evidence at transcript level	Protein Wnt-11	1.0	0.999	11	28	28	28	28	28	28	5.2197775E9	
sp|O73872|SODC_DANRE	O73872	SODC_DANRE	sod1	154	Danio rerio	2:Experimental evidence at transcript level	Superoxide dismutase [Cu-Zn]	1.0	0.999	13	347	347	347	347	347	347	3.19587287E11	
sp|O73874|EFNB2_DANRE	O73874	EFNB2_DANRE	efnb2a	332	Danio rerio	1:Experimental evidence at protein level	Ephrin-B2a	1.0	0.9986	6	7	7	7	7	7	7	2.24724864E9	
sp|O73875|EPB4A_DANRE	O73875	EPB4A_DANRE	ephb4a	987	Danio rerio	1:Experimental evidence at protein level	Ephrin type-B receptor 4a	1.0	0.999	12	21	12	21	21	12	21	4.3043451E9	
sp|O73878|EPB4B_DANRE	O73878	EPB4B_DANRE	ephb4b	976	Danio rerio	1:Experimental evidence at protein level	Ephrin type-B receptor 4b	1.0	0.9922	10	5	5	14	5	5	14	5.36857216E8	
sp|P0C218|DDX20_DANRE	P0C218	DDX20_DANRE	ddx20	761	Danio rerio	3:Protein inferred from homology	Probable ATP-dependent RNA helicase DDX20	1.0	0.999	23	50	50	50	50	50	50	9.7065267E9	
sp|P0C8Y1|MZT1_DANRE	P0C8Y1	MZT1_DANRE	mzt1	75	Danio rerio	3:Protein inferred from homology	Mitotic-spindle organizing protein 1	1.0	0.999	4	12	12	12	12	12	12	3.3690729E9	
sp|P0C8Y2|CR032_DANRE	P0C8Y2	CR032_DANRE		75	Danio rerio	3:Protein inferred from homology	UPF0729 protein C18orf32 homolog	1.0	0.999	3	18	18	18	18	18	18	4.3750518E9	
sp|P0C8Y3|BBLN_DANRE	P0C8Y3	BBLN_DANRE	bbln	99	Danio rerio	3:Protein inferred from homology	Bublin coiled-coil protein	0.6768	0.9769	2	2	2	2	2	2	2	1.67293392E8	
sp|P0C928|RTEL1_DANRE	P0C928	RTEL1_DANRE	rtel1	1177	Danio rerio	3:Protein inferred from homology	Regulator of telomere elongation helicase 1	1.0	0.999	19	21	21	21	21	21	21	3.54772122E9	
sp|P0CAT2|S238B_DANRE	P0CAT2	S238B_DANRE	slc25a38b	287	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial glycine transporter B	0.9997	0.9983	3	4	4	4	4	4	4	1.86819616E8	
sp|P0CH95|PHF8_DANRE	P0CH95	PHF8_DANRE	phf8	1032	Danio rerio	1:Experimental evidence at protein level	Histone lysine demethylase PHF8	1.0	0.9989	13	19	19	19	19	19	19	8.268759E9	
sp|P0DX17|S39A5_DANRE	P0DX17	S39A5_DANRE	slc39a5	555	Danio rerio	2:Experimental evidence at transcript level	Zinc transporter ZIP5	0.7093	0.9881	1	1	1	1	1	1	1	1.5834608E8	
sp|P13104|TPM1_DANRE	P13104	TPM1_DANRE	tpma	284	Danio rerio	2:Experimental evidence at transcript level	Tropomyosin alpha-1 chain	1.0	0.999	19	116	116	116	116	116	116	1.8192189E11	
sp|P26630|PAX6_DANRE	P26630	PAX6_DANRE	pax6a	437	Danio rerio	2:Experimental evidence at transcript level	Paired box protein Pax-6	0.5923	0.9801	1	1	1	1	1	1	1	0.0	
sp|P35621|DVR1_DANRE	P35621	DVR1_DANRE	dvr1	355	Danio rerio	2:Experimental evidence at transcript level	Protein DVR-1	1.0	0.999	12	138	138	138	138	138	138	3.8951231E10	
sp|P46530|NOTC1_DANRE	P46530	NOTC1_DANRE	notch1a	2437	Danio rerio	2:Experimental evidence at transcript level	Neurogenic locus notch homolog protein 1	1.0	0.999	61	152	152	152	152	152	152	3.496371E10	
sp|P47792|SX19A_DANRE	P47792	SX19A_DANRE	sox19a	297	Danio rerio	1:Experimental evidence at protein level	Transcription factor Sox-19a	1.0	0.999	12	18	10	22	18	10	22	4.04317568E9	
sp|P51028|WNT8A_DANRE	P51028	WNT8A_DANRE	wnt8a	359	Danio rerio	2:Experimental evidence at transcript level	Protein Wnt-8a	1.0	0.9989	3	5	5	5	5	5	5	4.48712768E8	
sp|P52161|MAX_DANRE	P52161	MAX_DANRE	max	165	Danio rerio	2:Experimental evidence at transcript level	Protein max	1.0	0.999	7	16	16	16	16	16	16	3.73627008E9	
sp|P52722|MT1_DANRE	P52722	MT1_DANRE	mt	60	Danio rerio	3:Protein inferred from homology	Metallothionein-1	0.9973	0.9564	9	4	4	199	4	4	199	9981458.0	
sp|P57094|AXIN1_DANRE	P57094	AXIN1_DANRE	axin1	835	Danio rerio	1:Experimental evidence at protein level	Axin-1	1.0	0.9983	5	6	6	6	6	6	6	2.5522232E8	
sp|P58368|ANKHB_DANRE	P58368	ANKHB_DANRE	ankhb	501	Danio rerio	2:Experimental evidence at transcript level	Progressive ankylosis protein homolog B	0.9664	0.9986	2	2	2	2	2	2	2	7.5446502E8	
sp|P58781|ADA2_DANRE	P58781	ADA2_DANRE	ada2a	503	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase 2-A	0.968	0.9793	2	3	3	3	3	3	3	1.7876848E8	
