Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Set_1_1 Spectral Count	Set_1_2 Spectral Count	Set_1_3 Spectral Count	Set_2_1 Spectral Count	Set_2_2 Spectral Count	Set_2_3 Spectral Count	Set_1_1 Unique Spectral Count	Set_1_2 Unique Spectral Count	Set_1_3 Unique Spectral Count	Set_2_1 Unique Spectral Count	Set_2_2 Unique Spectral Count	Set_2_3 Unique Spectral Count	Set_1_1 Total Spectral Count	Set_1_2 Total Spectral Count	Set_1_3 Total Spectral Count	Set_2_1 Total Spectral Count	Set_2_2 Total Spectral Count	Set_2_3 Total Spectral Count	Set_1_1 Intensity	Set_1_2 Intensity	Set_1_3 Intensity	Set_2_1 Intensity	Set_2_2 Intensity	Set_2_3 Intensity	Set_1_1 MaxLFQ Intensity	Set_1_2 MaxLFQ Intensity	Set_1_3 MaxLFQ Intensity	Set_2_1 MaxLFQ Intensity	Set_2_2 MaxLFQ Intensity	Set_2_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q1LUE5|ZCH18_DANRE	Q1LUE5	ZCH18_DANRE	zc3h18	1148	Danio rerio	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 18	1.0	0.9957	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1LUS8|RBP10_DANRE	Q1LUS8	RBP10_DANRE	ranbp10	604	Danio rerio	3:Protein inferred from homology	Ran-binding protein 10	1.0	0.9987	3	20	20	20	6	6	6	1	0	1	6	6	6	1	0	1	6	6	6	1	0	1	1.0030896E7	9730053.0	1.142738E7	1174481.0	1450987.0	1751120.8	3220594.2	3595389.2	3890940.5	1248136.8	1488530.8	1756185.2	
sp|Q1LUT1|EDC4_DANRE	Q1LUT1	EDC4_DANRE	edc4	1384	Danio rerio	3:Protein inferred from homology	Enhancer of mRNA-decapping protein 4	1.0	0.999	15	145	145	145	30	26	22	25	21	21	30	26	22	25	21	21	30	26	22	25	21	21	5.558494E7	5.6945024E7	5.7280112E7	4.4948068E7	4.0648656E7	3.5489936E7	1.2423729E7	1.347078E7	1.3043769E7	1.0470673E7	9693659.0	1.0588469E7	
sp|Q1LV17|I2BP1_DANRE	Q1LV17	I2BP1_DANRE	irf2bp1	605	Danio rerio	2:Experimental evidence at transcript level	Interferon regulatory factor 2-binding protein 1	0.9941	0.994	2	6	1	6	0	0	0	2	2	2	0	0	0	1	0	0	0	0	0	2	2	2	0.0	0.0	0.0	686983.06	747692.7	617516.4	0.0	0.0	0.0	686983.06	747692.7	617516.4	
sp|Q1LV22|ATOSA_DANRE	Q1LV22	ATOSA_DANRE	atosa	989	Danio rerio	2:Experimental evidence at transcript level	Atos homolog protein A	0.9803	0.9894	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1LV46|ABHEA_DANRE	Q1LV46	ABHEA_DANRE	abhd14a	270	Danio rerio	2:Experimental evidence at transcript level	Protein ABHD14A	0.9663	0.9816	2	27	27	27	7	4	6	4	4	2	7	4	6	4	4	2	7	4	6	4	4	2	5678500.0	5005264.0	5578156.5	3522924.0	3830592.0	4001609.5	4744836.0	4439136.5	4680055.0	2793288.5	3035799.2	2527596.0	
sp|Q1LVE8|SF3B3_DANRE	Q1LVE8	SF3B3_DANRE	sf3b3	1217	Danio rerio	2:Experimental evidence at transcript level	Splicing factor 3B subunit 3	1.0	0.999	44	763	763	763	158	156	150	110	91	98	158	156	150	110	91	98	158	156	150	110	91	98	3.89726816E8	3.91311328E8	3.9817312E8	3.10686176E8	3.1654784E8	3.17273952E8	2.8945444E7	2.9690882E7	2.8147502E7	2.2757988E7	2.286281E7	2.3243596E7	
sp|Q1LVF0|LAMC1_DANRE	Q1LVF0	LAMC1_DANRE	lamc1	1593	Danio rerio	2:Experimental evidence at transcript level	Laminin subunit gamma-1	1.0	0.999	49	1229	1229	1229	244	242	234	169	171	169	244	242	234	169	171	169	244	242	234	169	171	169	3.62536096E8	3.72874528E8	3.89473056E8	2.8138656E8	2.86866208E8	2.86846048E8	3.5665996E7	3.6996264E7	3.5706968E7	2.7457132E7	2.7931452E7	2.8084058E7	
sp|Q1LVI2|YJEN3_DANRE	Q1LVI2	YJEN3_DANRE	yjefn3	246	Danio rerio	1:Experimental evidence at protein level	YjeF N-terminal domain-containing 3	1.0	0.999	8	59	59	59	10	8	5	11	14	11	10	8	5	11	14	11	10	8	5	11	14	11	1.0424001E7	8937418.0	1.619848E7	2.9170276E7	3.5316292E7	3.7402348E7	5590187.5	5727142.5	5572436.5	9167038.0	9644163.0	9332192.0	
sp|Q1LVN8|SELO1_DANRE	Q1LVN8	SELO1_DANRE	selenoo1	692	Danio rerio	3:Protein inferred from homology	Protein adenylyltransferase SelO-1, mitochondrial	0.9999	0.999	3	8	8	8	1	3	2	2	0	0	1	3	2	2	0	0	1	3	2	2	0	0	609682.25	784827.94	691920.7	678522.75	1009870.4	1043465.1	613380.0	789587.94	696117.2	376033.72	540643.8	636517.6	
sp|Q1LW01|HE12_DANRE	Q1LW01	HE12_DANRE	he1.2	263	Danio rerio	1:Experimental evidence at protein level	Hatching enzyme 1.2	1.0	0.9971	3	12	12	12	4	4	4	0	0	0	4	4	4	0	0	0	4	4	4	0	0	0	7926245.5	7084715.0	6913524.0	471469.75	0.0	122577.445	4776024.0	4187863.5	3986530.8	471469.75	0.0	122577.445	
sp|Q1LWC2|T106B_DANRE	Q1LWC2	T106B_DANRE	tmem106b	267	Danio rerio	3:Protein inferred from homology	Transmembrane protein 106B	0.847	0.9924	1	17	17	17	3	0	3	3	3	5	3	0	3	3	3	5	3	0	3	3	3	5	1888649.1	1704941.8	2034214.0	1873845.4	1688697.0	1472897.0	1888649.1	1704941.8	2034214.0	1873845.4	1688697.0	1472897.0	
sp|Q1LXS2|PSMG2_DANRE	Q1LXS2	PSMG2_DANRE	psmg2	260	Danio rerio	2:Experimental evidence at transcript level	Proteasome assembly chaperone 2	0.9857	0.9976	2	27	27	27	6	6	6	1	3	5	6	6	6	1	3	5	6	6	6	1	3	5	2784718.5	2847401.8	2980618.5	1264295.0	1088979.4	726286.44	1716074.0	1723462.5	1844653.0	1264295.0	1088979.4	726286.44	
sp|Q1LY46|LETM1_DANRE	Q1LY46	LETM1_DANRE	letm1	757	Danio rerio	3:Protein inferred from homology	Mitochondrial proton/calcium exchanger protein	0.9997	0.996	2	4	4	4	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	8.8535424E8	8.0143578E8	8.4483091E8	1715308.8	1722163.9	1795174.9	8.8535424E8	8.0143578E8	8.4483091E8	1715308.8	1722163.9	1795174.9	
sp|Q1MTD3|MCES_DANRE	Q1MTD3	MCES_DANRE	rnmt	400	Danio rerio	3:Protein inferred from homology	mRNA cap guanine-N7 methyltransferase	1.0	0.999	11	168	168	168	29	28	27	29	31	24	29	28	27	29	31	24	29	28	27	29	31	24	2.7954928E7	2.7726028E7	2.7635012E7	3.0139834E7	2.6789152E7	2.7717242E7	1.1538918E7	1.139382E7	1.0822378E7	1.2827699E7	1.1545907E7	1.1800519E7	
sp|Q1MTD4|CR19A_DANRE	Q1MTD4	CR19A_DANRE	si:ch211-105d11.2	242	Danio rerio	2:Experimental evidence at transcript level	Uncharacterized protein C18orf19 homolog A	0.7369	0.9814	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1MTI4|TPISA_DANRE	Q1MTI4	TPISA_DANRE	tpi1a	248	Danio rerio	2:Experimental evidence at transcript level	Triosephosphate isomerase A	1.0	0.999	11	88	88	270	15	14	19	15	11	14	15	14	19	15	11	14	41	43	48	48	43	47	1.2039219E7	1.2081575E7	1.2499967E7	1.9121784E7	1.6018064E7	1.4973108E7	6567832.0	7098690.0	7617350.5	7504284.0	7189786.0	7328680.0	
sp|Q1RLX4|TPC11_DANRE	Q1RLX4	TPC11_DANRE	trappc11	1132	Danio rerio	2:Experimental evidence at transcript level	Trafficking protein particle complex subunit 11	1.0	0.999	9	32	32	32	8	9	8	1	2	4	8	9	8	1	2	4	8	9	8	1	2	4	1.5974188E7	1.0810762E7	2.2816302E7	8291117.0	5875945.0	5049215.5	3176581.2	2997074.0	3550243.5	2516302.0	2315613.8	3058327.0	
sp|Q1RLY6|KMO_DANRE	Q1RLY6	KMO_DANRE	kmo	474	Danio rerio	2:Experimental evidence at transcript level	Kynurenine 3-monooxygenase	1.0	0.999	9	103	103	103	18	19	16	13	20	17	18	19	16	13	20	17	18	19	16	13	20	17	2.1167986E7	2.6675416E7	3.4665408E7	3.9467876E7	3.0997192E7	2.8670574E7	8698937.0	8342834.5	8645042.0	8524645.0	8319397.5	7887595.0	
sp|Q1RM09|BASP1_DANRE	Q1RM09	BASP1_DANRE	basp1	197	Danio rerio	2:Experimental evidence at transcript level	Brain acid soluble protein 1 homolog	0.7664	0.9872	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	138742.44	86735.055	221201.78	0.0	0.0	0.0	138742.44	86735.055	221201.78	
sp|Q20JQ7|SC4AB_DANRE	Q20JQ7	SC4AB_DANRE	scn4ab	1784	Danio rerio	2:Experimental evidence at transcript level	Sodium channel protein type 4 subunit alpha B	1.0	0.999	4	27	13	27	4	4	2	6	6	5	2	3	0	3	3	2	4	4	2	6	6	5	4135858.0	3795238.8	5969363.0	6818164.0	7111843.5	7104785.0	2758002.8	2890833.5	2975361.8	3197408.2	3543312.2	3523487.0	
sp|Q29RB4|OLF3A_DANRE	Q29RB4	OLF3A_DANRE	olfml3a	390	Danio rerio	2:Experimental evidence at transcript level	Olfactomedin-like protein 3A	0.99	0.999	1	21	21	21	5	3	6	1	4	2	5	3	6	1	4	2	5	3	6	1	4	2	989202.44	548439.94	914249.2	944608.94	805339.5	874089.9	989202.44	548439.94	914249.2	944608.94	805339.5	874089.9	
sp|Q2I6J1|SHP2A_DANRE	Q2I6J1	SHP2A_DANRE	inppl1a	1266	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2A	0.9895	0.9818	1	4	4	4	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	783035.7	984877.56	792926.4	0.0	0.0	0.0	783035.7	984877.56	792926.4	0.0	0.0	0.0	
sp|Q2PW47|MED24_DANRE	Q2PW47	MED24_DANRE	med24	989	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 24	0.9514	0.9945	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	382452.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2QCI8|MED12_DANRE	Q2QCI8	MED12_DANRE	med12	2173	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 12	1.0	0.9968	3	6	6	6	2	1	0	1	0	2	2	1	0	1	0	2	2	1	0	1	0	2	239862.39	169198.4	149469.67	273848.03	0.0	197298.12	239862.39	169198.4	149469.67	273848.03	0.0	197298.12	
sp|Q2THW0|DHC5A_DANRE	Q2THW0	DHC5A_DANRE	zdhhc5a	744	Danio rerio	2:Experimental evidence at transcript level	Palmitoyltransferase ZDHHC5-A	0.9993	0.9945	1	7	7	7	2	1	2	0	1	1	2	1	2	0	1	1	2	1	2	0	1	1	168777.78	241821.0	170658.83	0.0	130827.74	93171.14	168777.78	241821.0	170658.83	0.0	130827.74	93171.14	
sp|Q2YDR3|IMPA3_DANRE	Q2YDR3	IMPA3_DANRE	bpnt2	341	Danio rerio	2:Experimental evidence at transcript level	Inositol monophosphatase 3	1.0	0.9988	3	37	37	37	7	7	9	5	5	4	7	7	9	5	5	4	7	7	9	5	5	4	5639115.0	3400305.8	4643034.5	3456626.5	3909341.2	4647316.5	3336995.2	3005791.5	2748494.2	2460194.2	3035263.8	3718321.8	
sp|Q32LQ4|BHMT1_DANRE	Q32LQ4	BHMT1_DANRE	bhmt	400	Danio rerio	2:Experimental evidence at transcript level	Betaine--homocysteine S-methyltransferase 1	1.0	0.999	21	1176	1176	1176	213	224	231	172	166	170	213	224	231	172	166	170	213	224	231	172	166	170	3.21027482E9	3.22627891E9	3.29890022E9	1.94954982E9	2.03586739E9	2.01891904E9	3.55260704E8	3.59409472E8	3.65465504E8	2.21045664E8	2.22845856E8	2.22628944E8	
sp|Q32LT7|TTYH3_DANRE	Q32LT7	TTYH3_DANRE	ttyh3b	560	Danio rerio	2:Experimental evidence at transcript level	Protein tweety homolog 3	1.0	0.999	5	23	23	23	3	3	3	5	4	5	3	3	3	5	4	5	3	3	3	5	4	5	7237524.0	7734268.0	1.3063886E7	1.3461369E7	1.2629528E7	1.2417431E7	4645803.5	4868988.5	7632526.5	7691555.0	7953628.0	8380108.5	
sp|Q32LU1|MIRO2_DANRE	Q32LU1	MIRO2_DANRE	rhot2	617	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial Rho GTPase 2	0.9998	0.9985	3	17	17	30	1	1	1	4	6	4	1	1	1	4	6	4	6	3	3	6	8	4	957142.6	2106372.5	1624423.8	2841428.5	3236650.8	3433585.5	1202785.1	1364294.9	955610.9	1767244.5	1835987.9	2067348.9	
sp|Q32LU7|PTCD3_DANRE	Q32LU7	PTCD3_DANRE	ptcd3	667	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein mS39	1.0	0.999	8	78	78	78	10	16	12	15	13	12	10	16	12	15	13	12	10	16	12	15	13	12	2.1541756E7	2.1592536E7	1.9144778E7	1.5213673E7	2.102169E7	2.2248382E7	4945834.0	4869434.0	5737307.0	5578400.5	6095993.0	6013281.0	
sp|Q32PL1|PP1R7_DANRE	Q32PL1	PP1R7_DANRE	ppp1r7	345	Danio rerio	2:Experimental evidence at transcript level	Protein phosphatase 1 regulatory subunit 7	1.0	0.999	11	231	231	231	38	30	39	39	45	40	38	30	39	39	45	40	38	30	39	39	45	40	8.020084E7	8.4557112E7	8.8252728E7	1.04148224E8	1.06492536E8	1.00751992E8	1.4056294E7	1.4173793E7	1.4933832E7	1.7497406E7	1.7195908E7	1.7131878E7	
sp|Q32PR0|T55BA_DANRE	Q32PR0	T55BA_DANRE	tmem55ba	270	Danio rerio	2:Experimental evidence at transcript level	Type I phosphatidylinositol 4,5-bisphosphate 4-phosphatase-A	0.9572	0.989	2	15	12	15	1	1	1	4	4	4	1	1	1	4	3	2	1	1	1	4	4	4	3986499.0	3192395.2	3957588.5	4094383.5	4356558.0	3478923.5	3986499.0	3192395.2	3195375.8	3044541.2	3608867.0	2692807.2	
sp|Q3B7H1|GALD1_DANRE	Q3B7H1	GALD1_DANRE	gatd1	213	Danio rerio	2:Experimental evidence at transcript level	Glutamine amidotransferase-like class 1 domain-containing protein 1	0.9977	0.9938	4	10	10	10	3	3	3	0	1	0	3	3	3	0	1	0	3	3	3	0	1	0	3623157.0	3655056.0	3184341.0	0.0	0.0	0.0	1747280.5	1961792.8	2051597.9	0.0	0.0	0.0	
sp|Q3B7Q7|NUBP2_DANRE	Q3B7Q7	NUBP2_DANRE	nubp2	268	Danio rerio	2:Experimental evidence at transcript level	Cytosolic Fe-S cluster assembly factor nubp2	0.9273	0.9967	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	1022859.6	966417.3	1639041.5	0.0	0.0	0.0	1022859.6	966417.3	1639041.5	
sp|Q498P2|RT35_DANRE	Q498P2	RT35_DANRE	mrps35	330	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein mS35	1.0	0.999	5	68	68	68	19	12	15	8	5	9	19	12	15	8	5	9	19	12	15	8	5	9	1.1101277E7	1.2500063E7	1.2181744E7	8396904.0	8108065.5	8797816.0	3659181.0	3993663.8	4039540.0	2995438.0	2695100.2	2997697.5	
sp|Q498Z6|RT07_DANRE	Q498Z6	RT07_DANRE	mrps7	228	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein uS7m	0.9951	0.999	2	13	13	13	6	4	3	0	0	0	6	4	3	0	0	0	6	4	3	0	0	0	4920202.0	5041129.0	5256613.0	0.0	1822226.5	1513395.1	2664662.0	2456596.5	2621040.2	0.0	2316740.0	1924098.2	
sp|Q49HM9|GRK7A_DANRE	Q49HM9	GRK7A_DANRE	grk7a	549	Danio rerio	1:Experimental evidence at protein level	Rhodopsin kinase grk7a	1.0	0.999	14	289	289	289	40	48	41	50	53	57	40	48	41	50	53	57	40	48	41	50	53	57	9.8145304E7	8.8614936E7	1.0032272E8	1.66171792E8	1.60436368E8	1.53304288E8	1.5663624E7	1.4874042E7	1.6372503E7	2.4153842E7	2.3249366E7	2.5226888E7	
sp|Q4H4B6|SCRIB_DANRE	Q4H4B6	SCRIB_DANRE	scrib	1724	Danio rerio	1:Experimental evidence at protein level	Protein scribble homolog	1.0	0.9989	5	25	25	25	2	1	1	7	8	6	2	1	1	7	8	6	2	1	1	7	8	6	324671.75	335058.62	389667.8	4292497.0	3334374.5	3127736.8	464407.84	479265.16	557377.7	913669.4	1004681.2	729210.56	
sp|Q4KM14|TSP1L_DANRE	Q4KM14	TSP1L_DANRE	trnau1apl	316	Danio rerio	2:Experimental evidence at transcript level	tRNA selenocysteine 1-associated protein 1-like	1.0	0.999	2	23	23	23	4	2	5	5	5	2	4	2	5	5	5	2	4	2	5	5	5	2	1927225.5	1779364.5	2955871.5	3845457.5	5024876.0	4965583.0	1988656.8	1799969.0	1312244.2	2413923.5	1971380.0	2160736.8	
sp|Q4KMC8|ALDCA_DANRE	Q4KMC8	ALDCA_DANRE	aldoca	364	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase C-A	1.0	0.999	17	208	187	232	38	39	43	31	30	27	34	35	39	28	27	24	44	43	48	34	33	30	2.7946292E7	2.554914E7	2.6832532E7	2.5319384E7	2.5781106E7	2.5845044E7	5189046.5	5022198.0	4661288.0	4888735.5	5468387.0	5399876.5	
sp|Q4KMD7|STPAP_DANRE	Q4KMD7	STPAP_DANRE	tut1	797	Danio rerio	2:Experimental evidence at transcript level	Speckle targeted PIP5K1A-regulated poly(A) polymerase	1.0	0.9978	3	28	28	28	5	6	3	3	6	5	5	6	3	3	6	5	5	6	3	3	6	5	1040112.6	1064008.5	1292060.5	2970976.5	2577086.5	4757487.0	1088238.4	1113240.0	1351843.9	1787379.4	1561339.1	1639673.1	
sp|Q4QRF4|H32_DANRE	Q4QRF4	H32_DANRE	zgc:113984	136	Danio rerio	2:Experimental evidence at transcript level	Histone H3.2	1.0	0.999	5	318	222	318	44	53	55	59	52	55	32	36	38	41	38	37	44	53	55	59	52	55	6.456423E8	6.2188013E8	5.9828186E8	4.98578368E8	4.88902272E8	5.6202227E8	2.7130144E8	2.56775136E8	2.43530576E8	1.82044112E8	1.83927168E8	1.67230576E8	
sp|Q4QRJ7|EIF2A_DANRE	Q4QRJ7	EIF2A_DANRE	eif2a	580	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 2A	1.0	0.999	11	177	177	177	37	40	33	21	22	24	37	40	33	21	22	24	37	40	33	21	22	24	5.9662496E7	5.7127976E7	6.2303684E7	3.5321196E7	3.7361216E7	3.4135236E7	1.3878728E7	1.3590916E7	1.3157676E7	9168040.0	9594592.0	9358236.0	
sp|Q4QRK0|MAP11_DANRE	Q4QRK0	MAP11_DANRE	metap1	386	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1	1.0	0.999	8	50	50	50	9	6	8	10	9	8	9	6	8	10	9	8	9	6	8	10	9	8	1.6871912E7	1.8828824E7	2.6498664E7	3.1623334E7	2.4423176E7	2.6441132E7	8704120.0	8942979.0	1.1241672E7	1.2295881E7	1.2399787E7	1.3336682E7	
sp|Q4TVV3|DDX46_DANRE	Q4TVV3	DDX46_DANRE	ddx46	1018	Danio rerio	2:Experimental evidence at transcript level	Probable ATP-dependent RNA helicase DDX46	1.0	0.9974	7	16	16	16	1	1	1	4	6	3	1	1	1	4	6	3	1	1	1	4	6	3	1537183.6	1462992.9	1657671.6	4645425.5	3942524.5	5515239.0	1079488.1	1244931.9	862624.44	1848099.1	1400637.8	1941003.1	
sp|Q4U0S5|PAF1_DANRE	Q4U0S5	PAF1_DANRE	paf1	503	Danio rerio	1:Experimental evidence at protein level	RNA polymerase II-associated factor 1 homolog	0.9998	0.9967	2	19	19	19	5	1	4	2	4	3	5	1	4	2	4	3	5	1	4	2	4	3	7173577.0	5617778.5	5438853.0	5136348.5	5089012.5	4670355.5	7173577.0	5617778.5	5438853.0	5136348.5	5089012.5	4670355.5	
sp|Q4V8X4|ACBD6_DANRE	Q4V8X4	ACBD6_DANRE	acbd6	300	Danio rerio	2:Experimental evidence at transcript level	Acyl-CoA-binding domain-containing protein 6	1.0	0.9989	3	25	25	25	1	3	4	4	9	4	1	3	4	4	9	4	1	3	4	4	9	4	5772533.5	5893493.0	6158884.0	5571157.5	5590184.5	4644463.0	2802506.0	2771639.0	3089497.2	3069881.5	2623522.8	2307941.8	
sp|Q4V8Y6|ERGI1_DANRE	Q4V8Y6	ERGI1_DANRE	ergic1	290	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 1	0.98	0.9961	2	17	17	17	0	1	2	5	5	4	0	1	2	5	5	4	0	1	2	5	5	4	4360079.0	4345982.5	3563244.0	3476424.0	3233602.0	3624798.8	4061134.5	3988028.0	3716662.2	3476424.0	3233602.0	3624798.8	
sp|Q4V909|CCD22_DANRE	Q4V909	CCD22_DANRE	ccdc22	639	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 22	0.9967	0.998	2	14	14	14	3	3	2	1	3	2	3	3	2	1	3	2	3	3	2	1	3	2	0.0	1162029.8	569750.1	1136150.6	2444195.8	3066380.8	0.0	699877.7	914050.4	1095585.2	2356927.5	2956898.0	
sp|Q4V9P9|NOL11_DANRE	Q4V9P9	NOL11_DANRE	nol11	708	Danio rerio	2:Experimental evidence at transcript level	Nucleolar protein 11-like	1.0	0.9957	4	14	14	14	4	2	3	3	0	2	4	2	3	3	0	2	4	2	3	3	0	2	1609023.0	1142190.8	1404351.2	4.4455696E7	4.8214216E7	4.568254E7	5632586.0	6374319.0	7837380.0	8931791.0	7003768.0	9395959.0	
sp|Q4VBT1|FA1B1_DANRE	Q4VBT1	FA1B1_DANRE	fabp1b.1	128	Danio rerio	2:Experimental evidence at transcript level	Fatty acid binding protein 1-B.1	0.9996	0.999	2	59	59	59	9	12	14	8	8	8	9	12	14	8	8	8	9	12	14	8	8	8	6432742.5	5498565.0	5683950.0	2566070.2	2043914.4	2517535.0	4203215.0	3633062.2	3715662.8	2566070.2	2043914.4	2517535.0	
sp|Q4VBV9|NIT2_DANRE	Q4VBV9	NIT2_DANRE	nit2	277	Danio rerio	2:Experimental evidence at transcript level	Omega-amidase NIT2	1.0	0.999	13	197	197	197	41	36	39	22	28	31	41	36	39	22	28	31	41	36	39	22	28	31	7.2830224E7	7.6709944E7	8.0746024E7	5.9911052E7	6.5777908E7	6.392678E7	1.6860946E7	1.6748624E7	1.7385502E7	1.5215758E7	1.505349E7	1.4637669E7	
sp|Q502D1|GLOD5_DANRE	Q502D1	GLOD5_DANRE	glod5	163	Danio rerio	2:Experimental evidence at transcript level	Glyoxalase domain-containing protein 5	1.0	0.9981	3	30	30	30	4	5	6	4	7	4	4	5	6	4	7	4	4	5	6	4	7	4	1.1634112E7	1.0066592E7	1.0697416E7	9068944.0	7998712.0	1.076497E7	6188955.5	5535555.5	5978569.5	6219683.5	5759138.5	5956851.5	
sp|Q502J0|PCAT2_DANRE	Q502J0	PCAT2_DANRE	lpcat2	529	Danio rerio	2:Experimental evidence at transcript level	Lysophosphatidylcholine acyltransferase 2	0.8744	0.9902	2	6	6	6	2	2	1	1	0	0	2	2	1	1	0	0	2	2	1	1	0	0	6161835.0	4466096.5	5662648.0	4054098.8	1897069.5	4242224.0	3819098.0	3135836.0	3571962.5	2869131.0	1527274.9	3250565.8	
sp|Q502K9|SELT2_DANRE	Q502K9	SELT2_DANRE	selenot2	210	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein T2	0.9862	0.999	2	42	42	42	8	8	7	7	6	6	8	8	7	7	6	6	8	8	7	7	6	6	4335748.0	3854734.0	1168461.9	4808264.5	7721531.0	5053138.0	2948617.0	2678694.8	3441167.8	3132379.2	3996933.8	3118926.2	
sp|Q502L2|PGAM5_DANRE	Q502L2	PGAM5_DANRE	pgam5	289	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	7	65	65	65	14	12	15	9	5	10	14	12	15	9	5	10	14	12	15	9	5	10	3.1425516E7	3.0526992E7	3.1678764E7	1.8768628E7	1.8571012E7	1.8993828E7	8847582.0	9248211.0	9702375.0	7550581.5	7270230.5	7674092.5	
sp|Q503C8|NUDC1_DANRE	Q503C8	NUDC1_DANRE	nudcd1	585	Danio rerio	2:Experimental evidence at transcript level	NudC domain-containing protein 1	1.0	0.999	8	82	82	82	15	15	17	11	14	10	15	15	17	11	14	10	15	15	17	11	14	10	1.570976E7	1.5179228E7	2.2320902E7	1.5987081E7	1.6532972E7	1.1939892E7	6635448.0	5919219.5	6942330.0	4694512.0	4711214.5	4404270.5	
sp|Q503E1|INT11_DANRE	Q503E1	INT11_DANRE	cpsf3l	598	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 11	0.9646	0.9948	1	29	29	29	4	5	6	4	6	4	4	5	6	4	6	4	4	5	6	4	6	4	1199012.6	1251804.1	1434670.4	1863947.4	1564245.4	1511490.9	1199012.6	1251804.1	1434670.4	1863947.4	1564245.4	1511490.9	
sp|Q503E9|IMA6_DANRE	Q503E9	IMA6_DANRE	kpna5	539	Danio rerio	2:Experimental evidence at transcript level	Importin subunit alpha-6	1.0	0.999	4	75	75	75	19	15	19	6	9	7	19	15	19	6	9	7	19	15	19	6	9	7	9684071.0	1.0812385E7	8412485.0	6217934.0	8461324.0	6971738.0	3751245.5	3809981.8	3785140.2	2859176.8	3908873.2	3307660.2	
sp|Q503I8|NGLY1_DANRE	Q503I8	NGLY1_DANRE	ngly1	644	Danio rerio	2:Experimental evidence at transcript level	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	1.0	0.9978	8	26	26	26	2	4	4	6	6	4	2	4	4	6	6	4	2	4	4	6	6	4	1.2063967E7	1.1992614E7	1.1130635E7	1.2641764E7	7559190.0	1.2561361E7	4215483.0	4053652.8	3403386.5	4916145.0	5278133.5	4908657.5	
sp|Q503P2|NIP7_DANRE	Q503P2	NIP7_DANRE	nip7	180	Danio rerio	2:Experimental evidence at transcript level	60S ribosome subunit biogenesis protein NIP7 homolog	0.9165	0.9952	1	10	10	10	3	1	2	1	1	2	3	1	2	1	1	2	3	1	2	1	1	2	676666.94	587152.94	672232.8	814522.7	847748.75	1028506.7	676666.94	587152.94	672232.8	814522.7	847748.75	1028506.7	
