Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	120h_1 Spectral Count	120h_10 Spectral Count	120h_11 Spectral Count	120h_12 Spectral Count	120h_2 Spectral Count	120h_3 Spectral Count	120h_4 Spectral Count	120h_5 Spectral Count	120h_6 Spectral Count	120h_7 Spectral Count	120h_8 Spectral Count	120h_9 Spectral Count	72h_1 Spectral Count	72h_10 Spectral Count	72h_11 Spectral Count	72h_12 Spectral Count	72h_2 Spectral Count	72h_3 Spectral Count	72h_4 Spectral Count	72h_5 Spectral Count	72h_6 Spectral Count	72h_7 Spectral Count	72h_8 Spectral Count	72h_9 Spectral Count	120h_1 Unique Spectral Count	120h_10 Unique Spectral Count	120h_11 Unique Spectral Count	120h_12 Unique Spectral Count	120h_2 Unique Spectral Count	120h_3 Unique Spectral Count	120h_4 Unique Spectral Count	120h_5 Unique Spectral Count	120h_6 Unique Spectral Count	120h_7 Unique Spectral Count	120h_8 Unique Spectral Count	120h_9 Unique Spectral Count	72h_1 Unique Spectral Count	72h_10 Unique Spectral Count	72h_11 Unique Spectral Count	72h_12 Unique Spectral Count	72h_2 Unique Spectral Count	72h_3 Unique Spectral Count	72h_4 Unique Spectral Count	72h_5 Unique Spectral Count	72h_6 Unique Spectral Count	72h_7 Unique Spectral Count	72h_8 Unique Spectral Count	72h_9 Unique Spectral Count	120h_1 Total Spectral Count	120h_10 Total Spectral Count	120h_11 Total Spectral Count	120h_12 Total Spectral Count	120h_2 Total Spectral Count	120h_3 Total Spectral Count	120h_4 Total Spectral Count	120h_5 Total Spectral Count	120h_6 Total Spectral Count	120h_7 Total Spectral Count	120h_8 Total Spectral Count	120h_9 Total Spectral Count	72h_1 Total Spectral Count	72h_10 Total Spectral Count	72h_11 Total Spectral Count	72h_12 Total Spectral Count	72h_2 Total Spectral Count	72h_3 Total Spectral Count	72h_4 Total Spectral Count	72h_5 Total Spectral Count	72h_6 Total Spectral Count	72h_7 Total Spectral Count	72h_8 Total Spectral Count	72h_9 Total Spectral Count	120h_1 Intensity	120h_10 Intensity	120h_11 Intensity	120h_12 Intensity	120h_2 Intensity	120h_3 Intensity	120h_4 Intensity	120h_5 Intensity	120h_6 Intensity	120h_7 Intensity	120h_8 Intensity	120h_9 Intensity	72h_1 Intensity	72h_10 Intensity	72h_11 Intensity	72h_12 Intensity	72h_2 Intensity	72h_3 Intensity	72h_4 Intensity	72h_5 Intensity	72h_6 Intensity	72h_7 Intensity	72h_8 Intensity	72h_9 Intensity	120h_1 MaxLFQ Intensity	120h_10 MaxLFQ Intensity	120h_11 MaxLFQ Intensity	120h_12 MaxLFQ Intensity	120h_2 MaxLFQ Intensity	120h_3 MaxLFQ Intensity	120h_4 MaxLFQ Intensity	120h_5 MaxLFQ Intensity	120h_6 MaxLFQ Intensity	120h_7 MaxLFQ Intensity	120h_8 MaxLFQ Intensity	120h_9 MaxLFQ Intensity	72h_1 MaxLFQ Intensity	72h_10 MaxLFQ Intensity	72h_11 MaxLFQ Intensity	72h_12 MaxLFQ Intensity	72h_2 MaxLFQ Intensity	72h_3 MaxLFQ Intensity	72h_4 MaxLFQ Intensity	72h_5 MaxLFQ Intensity	72h_6 MaxLFQ Intensity	72h_7 MaxLFQ Intensity	72h_8 MaxLFQ Intensity	72h_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6P0B1|CELF2_DANRE	Q6P0B1	CELF2_DANRE	celf2	514	Danio rerio	2:Experimental evidence at transcript level	CUGBP Elav-like family member 2	1.0	0.999	14	112	112	132	4	4	3	4	4	4	4	4	3	1	4	5	6	5	9	8	3	4	7	5	2	5	6	8	4	4	3	4	4	4	4	4	3	1	4	5	6	5	9	8	3	4	7	5	2	5	6	8	4	5	3	4	4	5	4	4	3	1	5	5	6	6	10	12	4	4	8	8	2	7	8	10	9.9063936E7	8.2381104E7	7.4365712E7	8.8544296E7	1.34128048E8	1.1089632E8	1.12334576E8	9.5194344E7	7.3842536E7	6.2754832E7	6.3069484E7	8.2924584E7	1.52656224E8	1.34733216E8	1.60265808E8	1.47628928E8	1.26753448E8	1.60281456E8	1.21197352E8	1.35489056E8	5.4184872E7	1.6454056E8	1.3791304E8	1.57435296E8	4.1134672E7	3.3460504E7	3.2159006E7	3.4002396E7	5.3900236E7	4.5880708E7	4.2393324E7	3.3862108E7	3.1421888E7	2.205785E7	2.043035E7	3.8204896E7	6.1576824E7	5.2183304E7	4.7203088E7	4.4697108E7	5.2369888E7	6.4271884E7	4.5217272E7	4.842218E7	5.475516E7	6.2589232E7	5.4434068E7	5.691388E7	
sp|Q6P0C7|SCAM5_DANRE	Q6P0C7	SCAM5_DANRE	scamp5	230	Danio rerio	2:Experimental evidence at transcript level	Secretory carrier-associated membrane protein 5	1.0	0.999	3	38	38	38	4	2	1	1	1	3	1	1	2	1	2	3	1	1	1	2	2	1	1	2	0	1	1	3	4	2	1	1	1	3	1	1	2	1	2	3	1	1	1	2	2	1	1	2	0	1	1	3	4	2	1	1	1	3	1	1	2	1	2	3	1	1	1	2	2	1	1	2	0	1	1	3	9.803808E7	7.2249848E7	6.1583204E7	5.1576968E7	1.01106512E8	8.8947128E7	6.7627664E7	7.8952088E7	7.1066504E7	6.4446868E7	6.8121992E7	8.4405176E7	4.6613604E7	2.2720764E7	2.1488258E7	1.4152007E7	3.4010748E7	4.0359268E7	1.8468798E7	2.7273782E7	3.055575E7	4.4577512E7	3.024681E7	3.0029664E7	9.803808E7	7.2249848E7	6.1583204E7	5.1576968E7	1.01106512E8	8.8947128E7	6.7627664E7	7.8952088E7	7.1066504E7	6.4446868E7	6.8121992E7	8.4405176E7	3.3858752E7	2.2720764E7	2.1488258E7	1.4152007E7	3.4010748E7	3.2725068E7	1.5062992E7	2.189766E7	3.055575E7	3.4191844E7	3.024681E7	2.9056136E7	
sp|Q6P0D0|QKIA_DANRE	Q6P0D0	QKIA_DANRE	qkia	341	Danio rerio	2:Experimental evidence at transcript level	Protein quaking-A	1.0	0.999	7	44	44	66	0	1	0	0	0	0	1	1	1	0	0	0	3	4	5	6	1	4	4	6	0	2	2	3	0	1	0	0	0	0	1	1	1	0	0	0	3	4	5	6	1	4	4	6	0	2	2	3	1	2	1	1	2	1	2	2	2	1	1	0	4	5	5	7	2	4	5	7	1	3	3	4	5.0918096E7	4.68799E7	5.2212724E7	1.4975982E7	1.2451175E7	8276792.5	5.415442E7	4.801772E7	4.8774364E7	4.0327588E7	2.426189E7	1.9541612E7	9.175548E7	1.8041768E8	1.60426752E8	1.8415984E8	1.10621808E8	1.04815528E8	1.67076416E8	2.22211984E8	8132061.5	9.170224E7	1.1868268E8	8.6717632E7	3.2495552E7	3.2679788E7	3.645634E7	4.111388E7	3.4182472E7	2.2722454E7	3.8785908E7	3.4440972E7	2.2312192E7	2.0077434E7	1.0185918E7	1.6428444E7	3.6044788E7	6.6193132E7	4.9931136E7	6.4118908E7	3.9389948E7	5.2439116E7	6.526982E7	7.1927192E7	2.232512E7	3.690846E7	4.2563964E7	3.5825088E7	
sp|Q6P0D1|ZNT6_DANRE	Q6P0D1	ZNT6_DANRE	slc30a6	486	Danio rerio	2:Experimental evidence at transcript level	Zinc transporter 6	0.9623	0.9978	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P0D5|WBP11_DANRE	Q6P0D5	WBP11_DANRE	wbp11	640	Danio rerio	1:Experimental evidence at protein level	WW domain-binding protein 11	1.0	0.999	7	107	107	107	4	3	3	3	5	4	4	3	5	4	4	3	7	5	8	6	5	6	4	4	2	4	6	5	4	3	3	3	5	4	4	3	5	4	4	3	7	5	8	6	5	6	4	4	2	4	6	5	4	3	3	3	5	4	4	3	5	4	4	3	7	5	8	6	5	6	4	4	2	4	6	5	1.8442042E7	1.7306186E7	1.4874676E7	1.5773463E7	1.8881608E7	2.0444968E7	1.1169216E7	1.6239782E7	1.7902968E7	1.7881108E7	1.893536E7	2.6942096E7	2.213957E7	1.4392234E7	3.2259424E7	1.9470308E7	2.4948112E7	2.7315926E7	2.472759E7	1.670625E7	2.147412E7	2.3443328E7	2.8573512E7	2.9547754E7	1.22892E7	1.2642121E7	1.0722133E7	1.1529449E7	1.3942798E7	1.4814751E7	5945682.0	1.6245394E7	1.7909154E7	1.6442163E7	1.2853015E7	1.9817728E7	1.3316702E7	1.0596132E7	1.1479288E7	9632891.0	1.5743878E7	1.8188814E7	1.3946159E7	1.1193614E7	2.148154E7	1.5964357E7	1.7461118E7	1.987787E7	
sp|Q6P0D9|CIAO1_DANRE	Q6P0D9	CIAO1_DANRE	ciao1	330	Danio rerio	2:Experimental evidence at transcript level	Probable cytosolic iron-sulfur protein assembly protein ciao1	1.0	0.999	5	52	52	52	3	0	1	1	0	2	0	2	1	3	2	1	3	5	2	3	2	1	3	5	0	3	4	5	3	0	1	1	0	2	0	2	1	3	2	1	3	5	2	3	2	1	3	5	0	3	4	5	3	0	1	1	0	2	0	2	1	3	2	1	3	5	2	3	2	1	3	5	0	3	4	5	8.7898856E7	9.0657872E7	8.9084728E7	8.6681968E7	6587962.5	8.218356E7	6.1142128E7	7.0194704E7	9.19096E7	8.7728584E7	8.2396232E7	7.4928728E7	2.3828422E7	2.899125E7	1.8042976E7	1.2356022E7	1.8027824E7	1.899204E7	2.0887688E7	2.5426236E7	6.1979664E7	2.2698868E7	2.2249032E7	2.7400732E7	2.8046048E7	2.783825E7	2.508484E7	2.5846146E7	1.9585254E7	2.3473828E7	1.7390496E7	1.871153E7	2.7895104E7	1.5578061E7	2.3874312E7	1.8612362E7	3.8516796E7	4.6118764E7	3.4109284E7	2.309724E7	3.5255352E7	3.225543E7	4.1471608E7	4.1669288E7	2.850083E7	3.872186E7	3.71918E7	4.242816E7	
sp|Q6P0E1|SOX2_DANRE	Q6P0E1	SOX2_DANRE	sox2	315	Danio rerio	2:Experimental evidence at transcript level	Transcription factor Sox-2	0.9997	0.9987	2	8	8	8	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	0.0	0.0	0.0	0.0	1099339.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020060.3	943819.94	1693842.5	1284273.6	1080982.2	0.0	0.0	1426560.1	0.0	887472.0	1115229.1	1361762.5	0.0	0.0	0.0	0.0	1099339.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020060.3	943819.94	1693842.5	1284273.6	1080982.2	0.0	0.0	1426560.1	0.0	887472.0	1115229.1	1361762.5	
sp|Q6P0E5|DDRGK_DANRE	Q6P0E5	DDRGK_DANRE	ddrgk1	300	Danio rerio	2:Experimental evidence at transcript level	DDRGK domain-containing protein 1	1.0	0.999	4	39	39	39	2	2	2	3	2	2	1	2	1	2	2	2	0	2	2	1	2	1	2	3	0	1	1	1	2	2	2	3	2	2	1	2	1	2	2	2	0	2	2	1	2	1	2	3	0	1	1	1	2	2	2	3	2	2	1	2	1	2	2	2	0	2	2	1	2	1	2	3	0	1	1	1	9743630.0	6324273.5	7856821.0	8104698.0	7085042.5	8894325.0	5416644.5	9859539.0	1.2452031E7	8170189.0	1.4344701E7	1.1671652E7	9904664.0	1.0206055E7	1.2901416E7	2490283.2	1.1729173E7	1.1914985E7	1.1294066E7	1977929.2	7502378.5	9924710.0	8757180.0	7701827.5	9609133.0	6236976.0	7748369.0	7992824.0	6987243.5	8771551.0	5341875.5	9723442.0	1.2280148E7	8057411.0	1.0197328E7	1.0012341E7	9767944.0	8730696.0	9534243.0	1.271146E7	9649776.0	1.1750516E7	9311987.0	0.0	7398819.0	8228718.5	8636300.0	7595515.0	
sp|Q6P0E7|AP2E_DANRE	Q6P0E7	AP2E_DANRE	tfap2e	423	Danio rerio	2:Experimental evidence at transcript level	Transcription factor AP-2-epsilon	1.0	0.999	3	7	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2301664.2	2664927.2	2525197.5	3223413.2	0.0	2010469.0	5554674.5	3923868.0	0.0	2110301.5	2425508.0	1.4973071E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2723038.2	3152805.0	2987494.5	3813535.0	0.0	2378532.8	3105486.5	4642224.5	0.0	2496642.0	2869554.5	3033435.5	
sp|Q6P0F0|EMC6_DANRE	Q6P0F0	EMC6_DANRE	emc6	110	Danio rerio	3:Protein inferred from homology	ER membrane protein complex subunit 6	0.9994	0.999	2	48	48	48	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	6.0450784E7	6.36E7	5.8177224E7	6.0247176E7	1.8746886E7	6.8449568E7	1.5941037E7	4.5680136E7	6.0090452E7	4.0223712E7	5.791284E7	3.9415576E7	5.411892E7	4.993448E7	5.6297956E7	4.48538E7	5.4814128E7	5.0856728E7	4.4520508E7	5.0644484E7	6.2704976E7	4.6691172E7	5.1217824E7	4.5816772E7	3.6190264E7	4.1068636E7	3.60106E7	4.0657012E7	3.428656E7	4.4161236E7	2.9154888E7	3.1180326E7	4.109364E7	2.494809E7	3.6884972E7	2.6499244E7	3.3305582E7	3.388982E7	3.6116616E7	2.625088E7	3.2263802E7	3.1256154E7	2.7391504E7	2.719727E7	3.669844E7	2.7475118E7	2.8580466E7	2.8399158E7	
sp|Q6P0G6|MYL1_DANRE	Q6P0G6	MYL1_DANRE	myl1	190	Danio rerio	2:Experimental evidence at transcript level	Myosin, light chain 1, alkali; skeletal, fast	1.0	0.999	24	2655	2655	2655	115	114	110	135	121	125	130	130	106	106	129	128	95	87	91	100	96	105	109	96	129	106	99	93	115	114	110	135	121	125	130	130	106	106	129	128	95	87	91	100	96	105	109	96	129	106	99	93	115	114	110	135	121	125	130	130	106	106	129	128	95	87	91	100	96	105	109	96	129	106	99	93	5.4244631E10	4.3314794E10	4.719591E10	5.7687548E10	5.5387193E10	4.9664918E10	5.1740266E10	5.6576639E10	5.5197635E10	4.8495419E10	5.4091719E10	5.2724007E10	2.50943611E10	1.84103342E10	2.04140585E10	2.29867049E10	2.74939146E10	3.00779848E10	2.6648236E10	2.44268605E10	1.31920495E11	3.06932204E10	2.54798234E10	2.32887644E10	1.00610437E10	8.1505644E9	9.0898708E9	1.11780413E10	1.00860508E10	9.661826E9	9.6096696E9	1.06120827E10	1.08273889E10	8.6548982E9	1.03969864E10	1.0250242E10	4.8718623E9	3.56951398E9	5.0105615E9	4.551658E9	5.3837394E9	6.0192241E9	5.2361057E9	4.543189E9	2.98530898E10	6.1992412E9	4.9178568E9	4.5111465E9	
sp|Q6P0H6|CSN4_DANRE	Q6P0H6	CSN4_DANRE	cops4	406	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 4	1.0	0.999	16	289	289	289	9	9	7	12	10	14	13	13	7	12	6	10	18	16	13	11	13	15	14	14	5	17	14	17	9	9	7	12	10	14	13	13	7	12	6	10	18	16	13	11	13	15	14	14	5	17	14	17	9	9	7	12	10	14	13	13	7	12	6	10	18	16	13	11	13	15	14	14	5	17	14	17	2.61227488E8	2.19796768E8	1.98464224E8	2.38190208E8	3.27223424E8	2.964536E8	1.8614448E8	2.07578144E8	2.1841808E8	1.96695776E8	2.47569952E8	2.39048352E8	3.5589968E8	3.55886368E8	2.9204656E8	3.44678336E8	3.3033808E8	3.15799552E8	3.99030976E8	3.5690544E8	2.21204112E8	3.3254784E8	3.5473488E8	3.40529184E8	5.4012236E7	4.4518124E7	4.163824E7	4.9498616E7	5.3679292E7	5.3694812E7	4.867328E7	5.0471992E7	4.9920916E7	5.0419052E7	4.2948908E7	4.857352E7	5.3456576E7	5.962222E7	5.0146436E7	5.7365048E7	5.2041324E7	5.4432048E7	6.0882148E7	5.6841424E7	4.4935296E7	5.5048508E7	5.3630816E7	5.415732E7	
sp|Q6P0I6|ZN830_DANRE	Q6P0I6	ZN830_DANRE	znf830	326	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 830	1.0	0.999	5	39	39	39	0	0	0	2	0	0	0	1	0	0	0	1	3	3	3	2	3	3	3	2	3	4	3	3	0	0	0	2	0	0	0	1	0	0	0	1	3	3	3	2	3	3	3	2	3	4	3	3	0	0	0	2	0	0	0	1	0	0	0	1	3	3	3	2	3	3	3	2	3	4	3	3	0.0	0.0	0.0	1428860.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6373018.5	8506719.0	2064528.8	7348785.5	4155241.8	1.2847056E7	9381819.0	2148744.5	8.2509712E7	9427411.0	1.0239719E7	1.1255597E7	0.0	0.0	0.0	1881385.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1871671.0	4942202.5	2718372.8	3636065.0	5471222.5	7360040.5	4793736.0	2829260.0	3.9473512E7	5089805.5	6063783.0	6548787.5	
sp|Q6P0I8|EXOS6_DANRE	Q6P0I8	EXOS6_DANRE	exosc6	271	Danio rerio	2:Experimental evidence at transcript level	Exosome complex component MTR3	0.9457	0.9942	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5187919.0	1936188.6	1.1662654E7	2813715.5	3947719.5	0.0	0.0	0.0	6124175.5	0.0	1640491.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5187919.0	1936188.6	1.1662654E7	2813715.5	3947719.5	0.0	0.0	0.0	6124175.5	0.0	1640491.6	
sp|Q6P0T2|TAF8_DANRE	Q6P0T2	TAF8_DANRE	taf8	308	Danio rerio	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 8	0.9607	0.999	1	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	2	0	0.0	0.0	0.0	0.0	1817403.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1488307.6	1613908.1	1001164.25	1551931.1	2061564.2	1738265.8	1878866.1	1798163.0	0.0	1302864.4	1234404.5	495293.78	0.0	0.0	0.0	0.0	1817403.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1488307.6	1613908.1	1001164.25	1551931.1	2061564.2	1738265.8	1878866.1	1798163.0	0.0	1302864.4	1234404.5	495293.78	
sp|Q6P0U9|NUP42_DANRE	Q6P0U9	NUP42_DANRE	nup42	414	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin NUP42	0.7767	0.993	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683988.2	0.0	0.0	275290.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683988.2	0.0	0.0	275290.16	0.0	0.0	0.0	0.0	
sp|Q6P0V6|RL8_DANRE	Q6P0V6	RL8_DANRE	rpl8	257	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	1.0	0.999	14	479	479	479	19	20	17	21	17	16	19	17	20	15	17	17	27	26	19	24	22	23	23	20	13	22	24	21	19	20	17	21	17	16	19	17	20	15	17	17	27	26	19	24	22	23	23	20	13	22	24	21	19	20	17	21	17	16	19	17	20	15	17	17	27	26	19	24	22	23	23	20	13	22	24	21	4.7210967E9	4.4416707E9	4.7530271E9	4.4200591E9	4.4280822E9	4.6019338E9	5.0464717E9	4.5258875E9	4.8058445E9	4.7195607E9	4.4145792E9	4.6437816E9	4.7799936E9	4.7400991E9	4.7499971E9	4.8449679E9	4.9610849E9	4.4771067E9	4.5537905E9	4.43008E9	4.4990387E9	4.6346921E9	4.2223255E9	4.3583043E9	8.555136E8	7.865047E8	8.5231866E8	8.3235398E8	8.252585E8	8.4284685E8	9.2959642E8	8.1568685E8	8.5679418E8	8.299367E8	7.8585146E8	7.9593139E8	8.7758413E8	8.7222803E8	8.2582189E8	8.7037882E8	9.146976E8	8.4151654E8	8.6685107E8	8.1727475E8	8.0503315E8	8.6979635E8	7.8007405E8	8.0156077E8	
sp|Q6P104|QKIB_DANRE	Q6P104	QKIB_DANRE	qki2	319	Danio rerio	2:Experimental evidence at transcript level	Protein quaking-B	1.0	0.999	9	77	55	77	5	4	2	2	3	3	2	2	1	3	4	3	6	4	3	2	4	4	3	3	1	4	4	5	4	3	1	1	1	2	1	1	0	2	3	3	5	3	3	1	3	4	2	2	0	3	3	4	5	4	2	2	3	3	2	2	1	3	4	3	6	4	3	2	4	4	3	3	1	4	4	5	5.8581792E7	6.3195024E7	5.3523008E7	5.5993504E7	9.455464E7	6.5749096E7	7.4414912E7	7.3274848E7	4.0567776E7	5.120268E7	6.2766768E7	8.2184496E7	8.7328784E7	6.0404676E7	4.1132004E7	6.4823692E7	7.9746624E7	7.8097912E7	7.3672512E7	5.9472412E7	3.781044E7	9.0191992E7	8.4411688E7	9.2409368E7	2.4879686E7	2.3089926E7	2.5676586E7	2.045752E7	4.2356272E7	3.100724E7	2.23126E7	3.0538976E7	1.9797674E7	2.2712542E7	3.0248048E7	3.20566E7	3.7970324E7	2.6292892E7	3.430188E7	2.6246132E7	3.526302E7	3.792536E7	2.5124404E7	2.932637E7	3.6524636E7	4.1766972E7	3.8035944E7	4.1119124E7	
sp|Q6P116|RCOR2_DANRE	Q6P116	RCOR2_DANRE	rcor2	536	Danio rerio	2:Experimental evidence at transcript level	REST corepressor 2	1.0	0.999	5	37	37	37	0	1	0	0	0	0	2	1	0	0	0	0	3	6	1	6	3	2	2	5	0	1	3	1	0	1	0	0	0	0	2	1	0	0	0	0	3	6	1	6	3	2	2	5	0	1	3	1	0	1	0	0	0	0	2	1	0	0	0	0	3	6	1	6	3	2	2	5	0	1	3	1	372023.34	0.0	0.0	0.0	541078.2	0.0	1530857.8	1045890.6	0.0	0.0	0.0	0.0	1.4624764E7	2.3490776E7	1.6345193E7	2.2543664E7	1.5242787E7	1.029518E7	2.2715574E7	2.185182E7	1.3132232E7	1.0076308E7	1.4265648E7	1.1477498E7	899925.3	0.0	0.0	0.0	1308869.4	0.0	3703148.2	2530011.8	0.0	0.0	0.0	0.0	6958839.5	1.0205834E7	1.2821572E7	8547529.0	7713229.5	5611930.5	1.0154488E7	1.0169209E7	8644944.0	6705622.0	7427783.0	5868688.5	
sp|Q6P121|HYCCI_DANRE	Q6P121	HYCCI_DANRE	hycc1	518	Danio rerio	2:Experimental evidence at transcript level	Hyccin	0.9999	0.999	3	25	25	25	1	2	2	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	2	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	2	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1.0200746E7	8052106.5	8506941.0	1.2023523E7	6819191.5	6744419.5	9740543.0	6854273.5	7333317.0	6188100.5	7269330.0	5901245.5	3616505.0	3701130.0	4371992.0	5985941.0	3191606.0	3935789.8	4769588.5	5116898.0	0.0	3195877.8	2538947.5	3019359.5	7005669.0	8052106.5	5686789.0	8370236.0	6819191.5	6744419.5	6826365.0	6854273.5	7333317.0	6188100.5	7269330.0	5901245.5	3616505.0	3701130.0	4371992.0	5985941.0	3191606.0	3935789.8	4769588.5	5116898.0	0.0	3195877.8	2538947.5	3019359.5	
sp|Q6P135|TMUB1_DANRE	Q6P135	TMUB1_DANRE	tmub1	292	Danio rerio	2:Experimental evidence at transcript level	Transmembrane and ubiquitin-like domain-containing protein 1	0.9504	0.9987	1	13	13	13	1	2	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P268|PDCL3_DANRE	Q6P268	PDCL3_DANRE	pdcl3	239	Danio rerio	2:Experimental evidence at transcript level	Phosducin-like protein 3	1.0	0.999	10	146	146	146	5	4	3	4	3	7	3	5	4	5	3	3	12	8	5	6	11	8	8	10	2	10	8	9	5	4	3	4	3	7	3	5	4	5	3	3	12	8	5	6	11	8	8	10	2	10	8	9	5	4	3	4	3	7	3	5	4	5	3	3	12	8	5	6	11	8	8	10	2	10	8	9	9.9608632E7	1.07762544E8	7.9745608E7	5.4017488E7	8.033416E7	1.28124832E8	8.4885896E7	9.3493888E7	1.01174896E8	9.6572864E7	1.13165848E8	9.0936768E7	2.34203248E8	1.92450624E8	1.77815328E8	1.81757696E8	2.080424E8	2.06442736E8	2.04618304E8	2.11993488E8	2.61523136E8	2.3444288E8	1.85237328E8	2.50590048E8	2.6263788E7	2.8051412E7	2.2746644E7	1.6537058E7	2.12109E7	2.5882482E7	2.3048208E7	2.45221E7	3.4922316E7	2.9616856E7	3.0689678E7	3.168979E7	5.0111408E7	3.91168E7	3.9214864E7	3.753844E7	4.2208512E7	4.6560448E7	4.5122888E7	4.7649964E7	5.2440804E7	4.6876764E7	4.332836E7	4.8608436E7	
