Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	24hpf_FT1_1 Spectral Count	24hpf_FT1_2 Spectral Count	24hpf_FT1_3 Spectral Count	24hpf_pH11_1 Spectral Count	24hpf_pH11_2 Spectral Count	24hpf_pH11_3 Spectral Count	24hpf_pH2_1 Spectral Count	24hpf_pH2_2 Spectral Count	24hpf_pH2_3 Spectral Count	24hpf_pH5_1 Spectral Count	24hpf_pH5_2 Spectral Count	24hpf_pH5_3 Spectral Count	24hpf_pH8_1 Spectral Count	24hpf_pH8_2 Spectral Count	24hpf_pH8_3 Spectral Count	24hpf_FT1_1 Unique Spectral Count	24hpf_FT1_2 Unique Spectral Count	24hpf_FT1_3 Unique Spectral Count	24hpf_pH11_1 Unique Spectral Count	24hpf_pH11_2 Unique Spectral Count	24hpf_pH11_3 Unique Spectral Count	24hpf_pH2_1 Unique Spectral Count	24hpf_pH2_2 Unique Spectral Count	24hpf_pH2_3 Unique Spectral Count	24hpf_pH5_1 Unique Spectral Count	24hpf_pH5_2 Unique Spectral Count	24hpf_pH5_3 Unique Spectral Count	24hpf_pH8_1 Unique Spectral Count	24hpf_pH8_2 Unique Spectral Count	24hpf_pH8_3 Unique Spectral Count	24hpf_FT1_1 Total Spectral Count	24hpf_FT1_2 Total Spectral Count	24hpf_FT1_3 Total Spectral Count	24hpf_pH11_1 Total Spectral Count	24hpf_pH11_2 Total Spectral Count	24hpf_pH11_3 Total Spectral Count	24hpf_pH2_1 Total Spectral Count	24hpf_pH2_2 Total Spectral Count	24hpf_pH2_3 Total Spectral Count	24hpf_pH5_1 Total Spectral Count	24hpf_pH5_2 Total Spectral Count	24hpf_pH5_3 Total Spectral Count	24hpf_pH8_1 Total Spectral Count	24hpf_pH8_2 Total Spectral Count	24hpf_pH8_3 Total Spectral Count	24hpf_FT1_1 Intensity	24hpf_FT1_2 Intensity	24hpf_FT1_3 Intensity	24hpf_pH11_1 Intensity	24hpf_pH11_2 Intensity	24hpf_pH11_3 Intensity	24hpf_pH2_1 Intensity	24hpf_pH2_2 Intensity	24hpf_pH2_3 Intensity	24hpf_pH5_1 Intensity	24hpf_pH5_2 Intensity	24hpf_pH5_3 Intensity	24hpf_pH8_1 Intensity	24hpf_pH8_2 Intensity	24hpf_pH8_3 Intensity	24hpf_FT1_1 MaxLFQ Intensity	24hpf_FT1_2 MaxLFQ Intensity	24hpf_FT1_3 MaxLFQ Intensity	24hpf_pH11_1 MaxLFQ Intensity	24hpf_pH11_2 MaxLFQ Intensity	24hpf_pH11_3 MaxLFQ Intensity	24hpf_pH2_1 MaxLFQ Intensity	24hpf_pH2_2 MaxLFQ Intensity	24hpf_pH2_3 MaxLFQ Intensity	24hpf_pH5_1 MaxLFQ Intensity	24hpf_pH5_2 MaxLFQ Intensity	24hpf_pH5_3 MaxLFQ Intensity	24hpf_pH8_1 MaxLFQ Intensity	24hpf_pH8_2 MaxLFQ Intensity	24hpf_pH8_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|F1QLG5|ADN1A_DANRE	F1QLG5	ADN1A_DANRE	adnpa	969	Danio rerio	1:Experimental evidence at protein level	Activity-dependent neuroprotective protein a	1.0	0.999	17	74	74	74	7	12	9	1	6	4	4	10	9	5	0	2	3	1	1	7	12	9	1	6	4	4	10	9	5	0	2	3	1	1	7	12	9	1	6	4	4	10	9	5	0	2	3	1	1	4749407.0	3.8655948E7	1.0811182E7	0.0	1.447659E7	4.57821E7	2.34372032E8	2.88078752E8	1.6624264E8	7.9010496E7	0.0	9763757.0	3.7754188E7	3.7886096E7	1.2250489E7	2.3798054E7	1.8125438E7	1.7005144E7	0.0	4.0428636E7	4.619286E7	1.5468923E7	1.7395132E7	1.2870736E7	2.7446034E7	0.0	0.0	2.1794022E7	2.2872194E7	9051743.0	
sp|F1QLR3|FXR1_DANRE	F1QLR3	FXR1_DANRE	fxr1	622	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein FXR1	1.0	0.999	27	207	207	207	18	14	13	22	15	18	18	16	16	7	9	7	10	12	12	18	14	13	22	15	18	18	16	16	7	9	7	10	12	12	18	14	13	22	15	18	18	16	16	7	9	7	10	12	12	1.49009472E8	1.25088032E8	4.4183732E7	2.75644064E8	1.35982064E8	8.7230888E7	8.3054534E8	6.9662752E8	6.2093754E8	2.0075024E8	3.0679512E7	2.8606058E7	7.9438592E7	1.62549088E8	1.40766432E8	3.0042776E7	4.000842E7	1.6815626E7	8.8242272E7	3.9779028E7	2.187519E7	9295078.0	2.2143942E7	1.42454816E8	6.5579172E7	2.9664996E7	2.1027566E7	5.6409288E7	8.3232544E7	6.7262904E7	
sp|F1QMB9|CCNK_DANRE	F1QMB9	CCNK_DANRE	ccnk	425	Danio rerio	2:Experimental evidence at transcript level	Cyclin-K	1.0	0.999	8	35	35	35	8	4	5	1	1	3	2	2	3	1	1	1	1	0	2	8	4	5	1	1	3	2	2	3	1	1	1	1	0	2	8	4	5	1	1	3	2	2	3	1	1	1	1	0	2	2.8338524E7	2.5714508E7	6796513.5	1.168191E7	0.0	1.0624565E7	1.98301072E8	1.66303984E8	2.67188032E8	1.2595728E8	2.3858664E7	6946835.5	8278701.0	0.0	1.1470943E7	1.7934486E7	1.5262632E7	3211839.8	1.2330134E7	0.0	7756900.0	1.62476624E8	1.11311856E8	1.2047212E8	1.22738136E8	2.3248898E7	6769292.0	0.0	0.0	1.210746E7	
sp|F1QMV3|TPC6B_DANRE	F1QMV3	TPC6B_DANRE	trappc6b	157	Danio rerio	2:Experimental evidence at transcript level	Trafficking protein particle complex subunit 6b	1.0	0.9983	3	8	8	8	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0.0	0.0	3751424.5	0.0	0.0	0.0	1737254.9	0.0	0.0	3.3479416E7	2.380229E7	2.4514868E7	3.109567E7	6290143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3479416E7	2.380229E7	2.4514868E7	3.109567E7	6290143.0	0.0	
sp|F1QN54|KIF3B_DANRE	F1QN54	KIF3B_DANRE	kif3b	775	Danio rerio	2:Experimental evidence at transcript level	Kinesin-like protein KIF3B	1.0	0.9988	8	20	20	20	1	2	7	1	1	1	2	1	1	2	1	0	0	0	0	1	2	7	1	1	1	2	1	1	2	1	0	0	0	0	1	2	7	1	1	1	2	1	1	2	1	0	0	0	0	0.0	0.0	4858520.0	7904566.5	0.0	0.0	9159830.0	3712915.0	9490048.0	7861026.5	1.0642091E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7904566.5	0.0	0.0	9159830.0	0.0	9490048.0	7861026.5	1.0642091E7	0.0	0.0	0.0	0.0	
sp|F1QNV4|NU133_DANRE	F1QNV4	NU133_DANRE	nup133	1136	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup133	1.0	0.999	34	199	199	199	6	8	7	11	12	11	24	22	26	5	9	14	13	15	16	6	8	7	11	12	11	24	22	26	5	9	14	13	15	16	6	8	7	11	12	11	24	22	26	5	9	14	13	15	16	2.1620744E7	9790221.0	3.2702398E7	1.71611104E8	8.6055624E7	4.5799352E7	9.4553651E8	1.00921453E9	1.13424832E9	2.89332096E8	1.94390304E8	2.13971184E8	2.63402448E8	2.20524592E8	1.61600192E8	2.2912216E7	7047308.5	3.0044194E7	6.0410936E7	5.5986344E7	2.916905E7	1.25697848E8	2.07977824E8	1.9502824E8	2.23449664E8	1.173878E8	6.1466508E7	6.1648772E7	4.651338E7	3.0486286E7	
sp|F1QNX7|REN3B_DANRE	F1QNX7	REN3B_DANRE	upf3b	467	Danio rerio	2:Experimental evidence at transcript level	Regulator of nonsense transcripts 3B	1.0	0.999	7	46	46	46	1	1	1	4	1	1	2	5	3	4	3	6	5	4	5	1	1	1	4	1	1	2	5	3	4	3	6	5	4	5	1	1	1	4	1	1	2	5	3	4	3	6	5	4	5	1.3000413E7	8042544.0	0.0	2.8624692E7	2669186.2	1822491.9	5652054.5	5956418.0	1.9407352E7	2.2118502E7	1.489038E7	1.6345707E7	1.20700912E8	2.4527412E7	1.6058526E7	1.3000413E7	8042544.0	0.0	1.1419398E7	4447820.0	3036923.8	3976134.2	3588226.2	6294853.5	2.1591216E7	2.4812704E7	8257435.5	2.9914644E7	1.5000216E7	6210720.0	
sp|F1QPC3|SARAF_DANRE	F1QPC3	SARAF_DANRE	saraf	345	Danio rerio	2:Experimental evidence at transcript level	Store-operated calcium entry-associated regulatory factor	1.0	0.999	3	17	17	17	1	0	1	1	2	2	0	0	1	0	1	1	3	2	2	1	0	1	1	2	2	0	0	1	0	1	1	3	2	2	1	0	1	1	2	2	0	0	1	0	1	1	3	2	2	0.0	0.0	0.0	1.6292036E7	1.6267312E7	1.4898784E7	0.0	0.0	0.0	0.0	0.0	4202077.5	0.0	0.0	2895409.8	0.0	0.0	0.0	1.918118E7	8363777.0	8712396.0	0.0	0.0	0.0	0.0	0.0	4947252.0	0.0	0.0	3195045.2	
sp|F1QPX0|NDNF_DANRE	F1QPX0	NDNF_DANRE	ndnf	574	Danio rerio	3:Protein inferred from homology	Protein NDNF	1.0	0.9988	4	6	6	6	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0.0	0.0	0.0	385848.34	290295.97	515319.94	0.0	0.0	0.0	1.22432592E8	8.1813424E7	5.1045776E7	1.3309164E8	1.03729144E8	7.0888752E7	0.0	0.0	0.0	385848.34	290295.97	0.0	0.0	0.0	0.0	1.22432592E8	8.1813424E7	5.1045776E7	1.3309164E8	9.3300024E7	6.9958776E7	
sp|F1QQC3|LOL2A_DANRE	F1QQC3	LOL2A_DANRE	loxl2a	737	Danio rerio	2:Experimental evidence at transcript level	Lysyl oxidase homolog 2A	0.9993	0.9989	2	5	5	5	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	1332011.8	310562.8	0.0	0.0	0.0	0.0	1232224.2	731725.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1332011.8	310562.8	0.0	0.0	0.0	0.0	1232224.2	731725.4	0.0	0.0	0.0	
sp|F1QR43|GLCEB_DANRE	F1QR43	GLCEB_DANRE	glceb	586	Danio rerio	1:Experimental evidence at protein level	D-glucuronyl C5-epimerase B	1.0	0.9989	6	15	15	15	3	1	2	0	0	0	4	3	1	1	0	0	0	0	0	3	1	2	0	0	0	4	3	1	1	0	0	0	0	0	3	1	2	0	0	0	4	3	1	1	0	0	0	0	0	1.8468656E7	1165400.2	3993106.8	0.0	0.0	0.0	1.1091604E7	4195320.5	3828850.0	3.7405268E7	0.0	0.0	0.0	0.0	0.0	1.8468656E7	0.0	3993106.8	0.0	0.0	0.0	5179468.0	4681868.0	4272896.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|F1QRX7|TBCD7_DANRE	F1QRX7	TBCD7_DANRE	tbc1d7	294	Danio rerio	2:Experimental evidence at transcript level	TBC1 domain family member 7	1.0	0.9977	4	5	5	5	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7143677.0	1.0772453E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6610300.0	1.0772453E7	0.0	
sp|F1QSQ0|DSC2L_DANRE	F1QSQ0	DSC2L_DANRE	dsc2l	934	Danio rerio	2:Experimental evidence at transcript level	Desmocollin 2-like protein	1.0	0.999	16	49	49	49	0	1	3	2	3	4	4	7	4	0	1	1	7	6	6	0	1	3	2	3	4	4	7	4	0	1	1	7	6	6	0	1	3	2	3	4	4	7	4	0	1	1	7	6	6	0.0	4327883.0	1.182567E7	1.1781997E7	3.0484768E7	3.3700424E7	0.0	1.14203432E8	1.0432212E8	0.0	1.0492792E7	1.2620648E7	3.12685696E8	1.33139944E8	5.2207652E7	0.0	1.4191138E7	1.1977385E7	1.939256E7	1.6307974E7	1.3642037E7	0.0	1.08527912E8	1.02002928E8	0.0	1.4864064E7	2.7986948E7	4.5923064E7	3.7336556E7	3.2092656E7	
sp|F1QUP1|RPZ_DANRE	F1QUP1	RPZ_DANRE	rpz	227	Danio rerio	1:Experimental evidence at protein level	Protein rapunzel	1.0	0.9989	5	28	28	28	1	0	0	3	1	1	1	2	1	3	6	4	4	1	0	1	0	0	3	1	1	1	2	1	3	6	4	4	1	0	1	0	0	3	1	1	1	2	1	3	6	4	4	1	0	1.3028592E7	0.0	0.0	5.7562936E7	1.0022032E7	5612144.5	2.1104228E7	7122572.5	2846899.2	1.18357552E8	8.587572E7	5.98478E7	0.0	0.0	0.0	0.0	0.0	0.0	3.1617124E7	1.0294141E7	5764520.0	0.0	3862799.8	2924195.5	1.03096624E8	3.3828744E7	2.0165486E7	0.0	0.0	0.0	
sp|F1QVR8|METL5_DANRE	F1QVR8	METL5_DANRE	mettl5	207	Danio rerio	2:Experimental evidence at transcript level	rRNA N6-adenosine-methyltransferase METTL5	1.0	0.999	4	14	14	14	0	0	0	1	1	0	3	1	2	0	1	1	1	1	2	0	0	0	1	1	0	3	1	2	0	1	1	1	1	2	0	0	0	1	1	0	3	1	2	0	1	1	1	1	2	0.0	0.0	0.0	9241270.0	3319978.0	0.0	2779541.8	0.0	0.0	0.0	9828909.0	6032371.5	1.9376166E7	0.0	8635195.0	0.0	0.0	0.0	9241270.0	3319978.0	0.0	0.0	0.0	0.0	0.0	9828909.0	6032371.5	1.9376166E7	0.0	8635195.0	
sp|F1QVU0|LTK_DANRE	F1QVU0	LTK_DANRE	ltk	1530	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase receptor	0.9092	0.9915	1	2	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	475278.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|F1QW93|BRDT_DANRE	F1QW93	BRDT_DANRE	brdt	918	Danio rerio	3:Protein inferred from homology	Bromodomain testis-specific protein	0.9368	0.9879	3	4	4	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1315522E7	7885951.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1315522E7	7885951.5	
sp|F1QWA8|SARM1_DANRE	F1QWA8	SARM1_DANRE	sarm1	713	Danio rerio	1:Experimental evidence at protein level	NAD(+) hydrolase SARM1	1.0	0.999	11	32	32	32	1	2	1	0	3	2	2	3	2	5	4	3	0	3	1	1	2	1	0	3	2	2	3	2	5	4	3	0	3	1	1	2	1	0	3	2	2	3	2	5	4	3	0	3	1	256774.81	3330896.2	209511.62	0.0	1.1384406E7	8539676.0	5493689.0	1.511133E7	1.38059168E8	1.34350944E8	3.6426488E7	2.4410904E7	0.0	2.9476044E7	1.9982522E7	0.0	1236619.5	0.0	0.0	6129040.0	2.4417696E7	0.0	8134785.0	0.0	5.1843172E7	1.2441917E7	1.1308106E7	0.0	3.9434084E7	2.6733318E7	
sp|F1QWM2|STYL2_DANRE	F1QWM2	STYL2_DANRE	styxl2	1100	Danio rerio	1:Experimental evidence at protein level	Serine/threonine/tyrosine-interacting-like protein 2	1.0	0.9989	13	22	22	22	0	5	1	0	3	2	2	3	3	1	2	0	0	0	0	0	5	1	0	3	2	2	3	3	1	2	0	0	0	0	0	5	1	0	3	2	2	3	3	1	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1027617.25	1.3006022E7	1.3420797E7	9133899.0	0.0	9137577.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3006022E7	1.3420797E7	9133899.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|F1QWW8|KDSR_DANRE	F1QWW8	KDSR_DANRE	kdsr	332	Danio rerio	1:Experimental evidence at protein level	3-dehydrosphinganine reductase	1.0	0.999	7	29	29	29	1	1	1	1	2	3	0	2	1	2	4	3	3	3	2	1	1	1	1	2	3	0	2	1	2	4	3	3	3	2	1	1	1	1	2	3	0	2	1	2	4	3	3	3	2	1.0383234E7	1.3669668E7	5107532.5	5058288.5	7894086.0	1.0573768E7	0.0	2.8068594E7	2.3856234E7	1.75656976E8	4.425022E7	2.384137E7	3215674.5	1.3145356E7	5150858.5	1.1439343E7	1.506005E7	5627034.5	5572782.0	5433378.0	5617045.0	0.0	2.8068594E7	2.3856234E7	1.00805736E8	3.9533572E7	1.5738804E7	0.0	6701561.0	3851883.2	
sp|F1QXM5|LDHD_DANRE	F1QXM5	LDHD_DANRE	ldhd	497	Danio rerio	2:Experimental evidence at transcript level	Probable D-lactate dehydrogenase, mitochondrial	1.0	0.999	16	76	76	76	9	10	13	4	7	9	3	7	4	1	2	1	1	2	3	9	10	13	4	7	9	3	7	4	1	2	1	1	2	3	9	10	13	4	7	9	3	7	4	1	2	1	1	2	3	1.9805716E7	6.354198E7	2.6468368E7	1.6828748E7	1.50275664E8	1.5386693E7	1.6923518E7	2.0990162E7	1.1059714E7	0.0	0.0	1620480.4	6338376.0	2.3011398E7	1.4632386E7	1.742636E7	3.3561472E7	6294823.5	1.7572616E7	1.4741029E7	1.5621181E7	1.6923518E7	1.4149455E7	1.1059714E7	0.0	0.0	1.7698108E7	7169060.0	1.2301185E7	7095485.0	
sp|F1QY75|APC15_DANRE	F1QY75	APC15_DANRE	anapc15	121	Danio rerio	2:Experimental evidence at transcript level	Anaphase-promoting complex subunit 15	0.6552	0.9804	1	4	4	4	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4856526E7	6127901.5	0.0	6454960.0	1.1080427E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4856526E7	6127901.5	0.0	6454960.0	1.1080427E7	
sp|F1QYC4|NEMP2_DANRE	F1QYC4	NEMP2_DANRE	nemp2	479	Danio rerio	3:Protein inferred from homology	Nuclear envelope integral membrane protein 2	1.0	0.999	5	20	20	20	0	1	1	1	0	0	2	2	2	3	3	3	1	0	1	0	1	1	1	0	0	2	2	2	3	3	3	1	0	1	0	1	1	1	0	0	2	2	2	3	3	3	1	0	1	0.0	0.0	1697956.9	2.8349006E7	0.0	0.0	1.0715561E7	2.2287784E7	2.2853456E7	8.9791616E7	1.1105609E7	2.0369104E7	8164918.0	0.0	0.0	0.0	0.0	0.0	3.0839024E7	0.0	0.0	1.1656756E7	1.3507128E7	1.3932294E7	3.5349392E7	1.2081064E7	7205856.0	1.1066838E7	0.0	0.0	
sp|F1QYJ6|ST6B1_DANRE	F1QYJ6	ST6B1_DANRE	sult6b1	296	Danio rerio	1:Experimental evidence at protein level	Sulfotransferase 6B1	1.0	0.999	13	67	67	67	1	2	2	5	4	3	10	8	9	8	2	3	5	3	2	1	2	2	5	4	3	10	8	9	8	2	3	5	3	2	1	2	2	5	4	3	10	8	9	8	2	3	5	3	2	1.2982388E7	1.4661751E7	7636987.5	6.2390032E7	1.3970648E7	3.7488352E7	7.3488077E8	3.29150816E8	4.86983232E8	1.716116E8	1.4998276E7	3.5818692E7	1.1100792E8	3.375528E7	2.9796024E7	5.9113092E7	5.9006328E7	3.6986116E7	5.7525344E7	1.4442602E7	2.27319E7	4485418.5	2311576.5	3182198.2	8.0508208E7	2.6867676E7	2.404658E7	1.30358976E8	4.4337432E7	3.907806E7	
sp|F1QZ15|TPRKB_DANRE	F1QZ15	TPRKB_DANRE	tprkb	175	Danio rerio	2:Experimental evidence at transcript level	EKC/KEOPS complex subunit TPRKB	1.0	0.999	5	26	26	26	1	2	2	1	2	2	4	1	2	1	1	1	2	2	2	1	2	2	1	2	2	4	1	2	1	1	1	2	2	2	1	2	2	1	2	2	4	1	2	1	1	1	2	2	2	9547017.0	3467741.8	3567347.2	3.0101012E7	7680675.5	1.0723381E7	1.2419212E7	9.4892072E7	1.33046696E8	0.0	1522447.6	2679179.0	7765113.5	3273611.0	6491349.5	817135.1	296806.16	293492.97	6.4631752E7	1.6491655E7	2.3024838E7	0.0	1.8242522E7	2.3472606E7	0.0	3268941.8	5752631.5	1.6672957E7	7028973.5	1.3937979E7	
sp|F1QZ88|E2F8_DANRE	F1QZ88	E2F8_DANRE	e2f8	917	Danio rerio	3:Protein inferred from homology	Transcription factor E2F8	1.0	0.999	5	13	13	13	0	0	0	2	0	1	3	2	2	0	0	0	0	2	1	0	0	0	2	0	1	3	2	2	0	0	0	0	2	1	0	0	0	2	0	1	3	2	2	0	0	0	0	2	1	0.0	0.0	0.0	446152.6	0.0	128469.03	6935784.0	4.8182672E7	4.7933264E7	0.0	0.0	0.0	0.0	753401.7	389412.9	0.0	0.0	0.0	446152.6	0.0	128469.03	1.9117968E7	2.1049434E7	2.3416604E7	0.0	0.0	0.0	0.0	753401.7	389412.9	
sp|F1R0H0|GTR10_DANRE	F1R0H0	GTR10_DANRE	slc2a10	513	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 2, facilitated glucose transporter member 10	0.9686	0.9988	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	180687.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|F1R237|TDRD6_DANRE	F1R237	TDRD6_DANRE	tdrd6	2117	Danio rerio	1:Experimental evidence at protein level	Tudor domain-containing 6	0.9974	0.9976	2	9	9	9	0	0	0	1	0	0	0	0	0	2	2	3	0	0	1	0	0	0	1	0	0	0	0	0	2	2	3	0	0	1	0	0	0	1	0	0	0	0	0	2	2	3	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3423970.2	2216479.0	2525404.0	0.0	0.0	245595.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2366767.2	1154847.0	1702034.6	0.0	0.0	1075886.0	
sp|F1R2X6|PSM4B_DANRE	F1R2X6	PSM4B_DANRE	psme4b	1825	Danio rerio	3:Protein inferred from homology	Proteasome activator complex subunit 4B	1.0	0.999	32	111	98	111	11	0	2	6	7	5	9	9	13	5	13	11	10	5	5	10	0	1	5	6	4	8	7	12	4	12	10	9	5	5	11	0	2	6	7	5	9	9	13	5	13	11	10	5	5	1.5408217E7	0.0	1.0255754E7	5.315694E7	2.9310304E7	1.3569761E7	2.638704E8	2.0397616E8	2.37622944E8	1.2116584E8	1.04140032E8	9.1197472E7	1.84043456E8	7.51688E7	7.951528E7	7094031.0	0.0	1.0778674E7	4.6347428E7	1.1802881E7	1.70382E7	6.4990148E7	3.888502E7	7.4380384E7	4.0684368E7	1.5741233E7	1.9632752E7	5.1192148E7	2.7750862E7	4.1343492E7	
sp|F1R345|DDX11_DANRE	F1R345	DDX11_DANRE	ddx11	890	Danio rerio	2:Experimental evidence at transcript level	ATP-dependent DNA helicase DDX11	1.0	0.997	6	9	9	9	0	0	2	0	2	0	1	0	0	0	0	1	2	0	1	0	0	2	0	2	0	1	0	0	0	0	1	2	0	1	0	0	2	0	2	0	1	0	0	0	0	1	2	0	1	0.0	0.0	380341.66	0.0	276101.88	0.0	1934690.9	0.0	0.0	0.0	0.0	2563889.2	1.570833E7	8523416.0	7072962.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2563889.2	1.2177819E7	8523416.0	7072962.5	
sp|F1R3W0|TAF1B_DANRE	F1R3W0	TAF1B_DANRE	taf1b	576	Danio rerio	2:Experimental evidence at transcript level	TATA box-binding protein-associated factor RNA polymerase I subunit B	0.6291	0.9781	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|F1R4C4|PIS4A_DANRE	F1R4C4	PIS4A_DANRE	pias4a	505	Danio rerio	2:Experimental evidence at transcript level	E3 SUMO-protein ligase PIAS4-A	1.0	0.999	15	83	83	83	6	3	3	8	5	6	6	5	8	5	4	7	6	5	6	6	3	3	8	5	6	6	5	8	5	4	7	6	5	6	6	3	3	8	5	6	6	5	8	5	4	7	6	5	6	5.557582E7	2.3800832E7	6298849.0	8.5664248E7	7.6377928E7	3.1612596E7	7.4573632E8	5.5254406E8	5.9679008E8	1.85690528E8	8.2329096E7	7.4849448E7	2.16343744E8	6.1877016E7	5.7926732E7	6.4123484E7	3.672828E7	2.141756E7	1.0094196E8	7.4181584E7	2.390317E7	5.4206278E8	5.0201716E7	4.481222E7	8.3048976E7	6.6387852E7	3.653034E7	6.9867592E7	4.2966488E7	7.0772624E7	
sp|F1R4U0|TXTPB_DANRE	F1R4U0	TXTPB_DANRE	slc25a1b	317	Danio rerio	3:Protein inferred from homology	Tricarboxylate transport protein B, mitochondrial	1.0	0.999	6	21	20	21	1	3	3	1	1	1	0	1	2	2	1	1	1	1	2	1	3	3	1	1	1	0	1	2	2	1	0	1	1	2	1	3	3	1	1	1	0	1	2	2	1	1	1	1	2	8310223.0	8213474.5	1.2296738E7	3265601.8	1646975.2	525545.5	8.3972736E7	5.9227376E7	6.4951324E7	0.0	4.3588132E7	1.4651064E7	2.12951808E8	3.8641988E7	2.8856164E7	5.6454264E7	7.7633456E7	3.3457538E7	2.218438E7	1.1188481E7	0.0	8.3972736E7	5.9227376E7	6.4735792E7	0.0	3433065.2	2172835.8	1.978269E7	8253068.0	5971188.0	
sp|F1R4Y7|CEP83_DANRE	F1R4Y7	CEP83_DANRE	cep83	716	Danio rerio	3:Protein inferred from homology	Centrosomal protein of 83 kDa	0.8521	0.9853	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4227782.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
