Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TL1a Spectral Count	TL1b Spectral Count	TL2a Spectral Count	TL2b Spectral Count	TL1a Unique Spectral Count	TL1b Unique Spectral Count	TL2a Unique Spectral Count	TL2b Unique Spectral Count	TL1a Total Spectral Count	TL1b Total Spectral Count	TL2a Total Spectral Count	TL2b Total Spectral Count	TL1a Intensity	TL1b Intensity	TL2a Intensity	TL2b Intensity	TL1a MaxLFQ Intensity	TL1b MaxLFQ Intensity	TL2a MaxLFQ Intensity	TL2b MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6PBI5|RS25_DANRE	Q6PBI5	RS25_DANRE	rps25	124	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25	1.0	0.9969	5	30	30	30	15	4	8	3	15	4	8	3	15	4	8	3	1.68137728E9	1.95369037E9	1.33999462E9	2.39304896E8	7.5975104E8	9.7130035E8	9.4296192E8	3.14811424E8	
sp|Q6PBK3|RS28_DANRE	Q6PBK3	RS28_DANRE	rps28	69	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS28	1.0	0.999	2	30	30	30	9	16	3	2	9	16	3	2	9	16	3	2	1.78043232E8	1.67092032E8	0.0	0.0	1.78043232E8	1.3887488E8	0.0	0.0	
sp|Q6PBP3|PXL2A_DANRE	Q6PBP3	PXL2A_DANRE	prxl2a	212	Danio rerio	2:Experimental evidence at transcript level	Peroxiredoxin-like 2A	1.0	0.999	3	4	4	4	2	2	0	0	2	2	0	0	2	2	0	0	2.1905928E8	1.2022672E8	0.0	0.0	9.9664408E7	1.00035384E8	0.0	0.0	
sp|Q6PBS3|SYWC_DANRE	Q6PBS3	SYWC_DANRE	wars	463	Danio rerio	2:Experimental evidence at transcript level	Tryptophan--tRNA ligase, cytoplasmic	1.0	0.999	17	88	88	88	27	25	14	22	27	25	14	22	27	25	14	22	7.3089341E9	9.1543337E9	4.9326551E9	5.4187151E9	1.51551949E9	1.3696992E9	1.2584649E9	1.16472474E9	
sp|Q6PBW5|RP65A_DANRE	Q6PBW5	RP65A_DANRE	rpe65a	531	Danio rerio	2:Experimental evidence at transcript level	Retinoid isomerohydrolase	1.0	0.999	22	206	206	206	52	56	59	39	52	56	59	39	52	56	59	39	1.02881526E10	1.08351457E10	8.5537971E9	9.3614162E9	1.91377408E9	1.87994432E9	2.0019465E9	1.62745971E9	
sp|Q6PBY0|GNB5B_DANRE	Q6PBY0	GNB5B_DANRE	gnb5b	395	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein subunit beta-5b	1.0	0.999	6	15	6	15	3	5	3	4	1	1	1	3	3	5	3	4	2.89449152E8	7.1890662E8	1.44280304E8	8.1775856E7	1.19530312E8	1.77628592E8	2.69220352E8	1.52589952E8	
sp|Q6PBY1|RS3A_DANRE	Q6PBY1	RS3A_DANRE	rps3a	267	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS1	1.0	0.999	9	72	72	72	21	23	14	14	21	23	14	14	21	23	14	14	5.5819653E9	6.2010604E9	4.01561088E9	5.9572224E9	1.37097741E9	1.6651799E9	1.23259469E9	1.43614093E9	
sp|Q6PC14|RL23_DANRE	Q6PC14	RL23_DANRE	rpl23	140	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	1.0	0.999	5	55	55	55	14	13	19	9	14	13	19	9	14	13	19	9	7.1786363E9	8.3659453E9	8.7371878E9	3.4232087E9	2.85570074E9	2.68799718E9	2.74199629E9	1.1747287E9	
sp|Q6PC19|SSU72_DANRE	Q6PC19	SSU72_DANRE	ssu72	194	Danio rerio	2:Experimental evidence at transcript level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	0.7445	0.9941	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	4597942.0	6944771.0	0.0	0.0	4597942.0	6944771.0	0.0	0.0	
sp|Q6PC29|143G1_DANRE	Q6PC29	143G1_DANRE	ywhag1	247	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein gamma-1	1.0	0.999	8	31	31	142	13	15	1	2	13	15	1	2	50	50	20	22	3.9122729E9	2.04952102E9	1.00071571E9	1.27061325E9	1.97678938E9	2.24940851E9	8.6170438E8	1.09410982E9	
sp|Q6PC30|CSN5_DANRE	Q6PC30	CSN5_DANRE	cops5	334	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 5	0.269	0.9554	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PC69|RL10A_DANRE	Q6PC69	RL10A_DANRE	rpl10a	216	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL1	1.0	0.999	5	15	15	15	6	3	3	3	6	3	3	3	6	3	3	3	2.64652006E9	1.762976E9	1.78434611E9	0.0	1.20896026E9	8.2645184E8	1.13277862E9	0.0	
sp|Q6PCR6|ZFR_DANRE	Q6PCR6	ZFR_DANRE	zfr	1074	Danio rerio	2:Experimental evidence at transcript level	Zinc finger RNA-binding protein	0.4232	0.9771	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PCR7|EIF3A_DANRE	Q6PCR7	EIF3A_DANRE	eif3a	1267	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit A	1.0	0.999	15	74	74	74	18	23	11	22	18	23	11	22	18	23	11	22	1.64598554E9	1.98452122E9	1.38221235E9	2.69419162E9	5.8583104E8	3.69688448E8	3.712984E8	5.8311014E8	
sp|Q6PD99|MRPA_DANRE	Q6PD99	MRPA_DANRE	marcksl1a	213	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-A	1.0	0.999	4	29	29	29	9	8	6	6	9	8	6	6	9	8	6	6	8.1834125E8	4.52075648E8	1.05612141E9	7.5549491E8	2.6036376E8	2.27029888E8	4.41466944E8	4.23512896E8	
sp|Q6PE25|EF1G_DANRE	Q6PE25	EF1G_DANRE	eef1g	442	Danio rerio	2:Experimental evidence at transcript level	Elongation factor 1-gamma	1.0	0.999	27	266	266	266	57	59	114	36	57	59	114	36	57	59	114	36	1.26161459E10	1.48488366E10	2.35347497E10	1.10627901E10	1.53315149E9	1.47047936E9	2.62236646E9	1.39976256E9	
sp|Q6PEH5|UB2V2_DANRE	Q6PEH5	UB2V2_DANRE	ube2v2	145	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-conjugating enzyme E2 variant 2	1.0	0.9987	4	25	25	25	5	7	7	6	5	7	7	6	5	7	7	6	1.70360998E9	1.443136E9	1.68026982E9	1.68033267E9	1.33504102E9	9.6915206E8	1.39680909E9	1.26217267E9	
sp|Q6PEI7|PYRG1_DANRE	Q6PEI7	PYRG1_DANRE	ctps1	591	Danio rerio	1:Experimental evidence at protein level	CTP synthase 1	0.8871	0.9978	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	0.0	3.5028E8	2.96709888E8	0.0	0.0	3.5028E8	2.96709888E8	
sp|Q6PFQ0|KS6A6_DANRE	Q6PFQ0	KS6A6_DANRE	rps6ka6	740	Danio rerio	2:Experimental evidence at transcript level	Ribosomal protein S6 kinase alpha-6	0.7324	0.9747	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	1.8774128E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PFQ2|EIF3C_DANRE	Q6PFQ2	EIF3C_DANRE	eif3c	926	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C	1.0	0.999	3	8	8	8	5	1	0	2	5	1	0	2	5	1	0	2	4.93648512E8	3.26952768E8	0.0	4.78958496E8	3.50306976E8	3.26952768E8	0.0	3.86296352E8	
sp|Q6PG31|RNPS1_DANRE	Q6PG31	RNPS1_DANRE	rnps1	283	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein with serine-rich domain 1	0.9449	0.999	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	1.10906144E8	1.15122664E8	1.14798424E8	0.0	1.10906144E8	1.15122664E8	1.14798424E8	0.0	
sp|Q6PGV1|VA0D1_DANRE	Q6PGV1	VA0D1_DANRE	atp6v0d1	350	Danio rerio	1:Experimental evidence at protein level	V-type proton ATPase subunit d 1	1.0	0.999	7	15	15	15	6	8	1	0	6	8	1	0	6	8	1	0	9.0151462E8	1.50072934E9	3.30168928E8	0.0	5.482007E8	5.870983E8	3.30168928E8	0.0	
sp|Q6PH19|GATM_DANRE	Q6PH19	GATM_DANRE	gatm	422	Danio rerio	2:Experimental evidence at transcript level	Glycine amidinotransferase, mitochondrial	1.0	0.999	12	88	88	88	17	20	42	9	17	20	42	9	17	20	42	9	3.5777705E9	4.10754253E9	6.1480417E9	2.02322086E9	1.17133978E9	1.20710618E9	1.67042138E9	7.8392102E8	
sp|Q6PH37|ST1S1_DANRE	Q6PH37	ST1S1_DANRE	sult1st1	299	Danio rerio	1:Experimental evidence at protein level	Cytosolic sulfotransferase 1	0.6943	0.9925	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	3.3308794E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PH57|GBB1_DANRE	Q6PH57	GBB1_DANRE	gnb1	340	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1.0	0.999	12	140	140	140	36	49	32	23	36	49	32	23	36	49	32	23	1.89954662E10	2.28312719E10	1.69288305E10	1.53657631E10	7.2868188E9	9.1533885E9	4.5799393E9	4.17695462E9	
sp|Q6PHD9|SBP1_DANRE	Q6PHD9	SBP1_DANRE	selenbp1	457	Danio rerio	2:Experimental evidence at transcript level	Methanethiol oxidase	1.0	0.999	24	185	185	185	52	52	38	43	52	52	38	43	52	52	38	43	1.29831506E10	1.18055967E10	9.2502118E9	1.66615439E10	1.4014752E9	1.22426035E9	1.01697581E9	1.7374199E9	
sp|Q6PHK6|PURB_DANRE	Q6PHK6	PURB_DANRE	purb	297	Danio rerio	2:Experimental evidence at transcript level	Transcriptional regulator protein Pur-beta	1.0	0.9986	4	33	33	33	3	10	10	10	3	10	10	10	3	10	10	10	6.1590381E8	6.9212083E8	7.7139322E8	4.7207072E8	4.06227872E8	3.74498432E8	3.74611136E8	3.24933472E8	
sp|Q6PI52|CALM_DANRE	Q6PI52	CALM_DANRE	calm1a	149	Danio rerio	2:Experimental evidence at transcript level	Calmodulin	1.0	0.999	9	101	101	101	28	28	28	17	28	28	28	17	28	28	28	17	8.5430641E9	6.3341455E9	6.4596029E9	3.32183757E9	2.51333555E9	2.19861606E9	1.87613862E9	1.50918323E9	
sp|Q6Q415|RL36_DANRE	Q6Q415	RL36_DANRE	rpl36	105	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL36	0.9037	0.9982	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	3.18501664E8	2.11182928E8	0.0	0.0	3.18501664E8	2.11182928E8	0.0	0.0	
sp|Q6Q420|RS15A_DANRE	Q6Q420	RS15A_DANRE	rps15a	130	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.999	4	52	52	52	15	12	14	11	15	12	14	11	15	12	14	11	7.9996319E9	7.0145341E9	6.8157025E9	6.4306376E9	3.97336806E9	3.52306048E9	3.14042061E9	3.09187686E9	
sp|Q6Q7X9|KLH31_DANRE	Q6Q7X9	KLH31_DANRE	klhl31	635	Danio rerio	2:Experimental evidence at transcript level	Kelch-like protein 31	1.0	0.999	9	32	32	32	5	12	6	9	5	12	6	9	5	12	6	9	6.1223654E8	1.21591398E9	3.01882144E8	1.00604218E9	4.59959552E8	3.80199904E8	2.6151072E8	4.69515488E8	
sp|Q6QA33|DH12B_DANRE	Q6QA33	DH12B_DANRE	hsd17b12b	311	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase-B	0.9661	0.9982	2	1	1	2	0	0	0	1	0	0	0	1	0	1	0	1	0.0	0.0	0.0	1.9113344E8	0.0	0.0	0.0	0.0	
sp|Q6TEN1|RAP1B_DANRE	Q6TEN1	RAP1B_DANRE	rap1b	184	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rap-1b	1.0	0.999	7	66	66	66	18	20	17	11	18	20	17	11	18	20	17	11	3.61331866E9	3.33559936E9	1.4091401E9	6.1555802E8	1.09018138E9	1.14359795E9	8.5676742E8	4.74730176E8	
sp|Q6TEP1|F91A1_DANRE	Q6TEP1	F91A1_DANRE	fam91a1	831	Danio rerio	2:Experimental evidence at transcript level	Protein FAM91A1	0.9994	0.999	2	4	4	4	2	1	0	1	2	1	0	1	2	1	0	1	2.1900504E8	1.56193456E8	0.0	1.38953936E8	1.92977936E8	1.2280648E8	0.0	1.38953936E8	
sp|Q6TGS6|SYYC_DANRE	Q6TGS6	SYYC_DANRE	yars1	529	Danio rerio	2:Experimental evidence at transcript level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.999	17	68	68	68	16	20	15	17	16	20	15	17	16	20	15	17	1.77565658E9	1.74615104E9	1.66789811E9	2.30458112E9	3.44387904E8	2.8433344E8	2.6362256E8	3.18943168E8	
sp|Q6TGU2|SEH1_DANRE	Q6TGU2	SEH1_DANRE	seh1l	364	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin SEH1	1.0	0.999	3	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	6.8252208E7	0.0	0.0	9.0322406E8	0.0	0.0	0.0	0.0	
sp|Q6TGY8|EMC2_DANRE	Q6TGY8	EMC2_DANRE	emc2	297	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 2	0.9417	0.9989	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	1.01835616E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6TGZ5|HPPD_DANRE	Q6TGZ5	HPPD_DANRE	hpd	397	Danio rerio	2:Experimental evidence at transcript level	4-hydroxyphenylpyruvate dioxygenase	0.9994	0.9979	2	4	4	4	0	0	2	2	0	0	2	2	0	0	2	2	0.0	0.0	0.0	9.8525064E7	0.0	0.0	0.0	0.0	
sp|Q6TH15|EIF3D_DANRE	Q6TH15	EIF3D_DANRE	eif3d	552	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit D	1.0	0.999	5	26	26	26	7	7	7	5	7	7	7	5	7	7	7	5	5.5530342E8	9.539008E8	9.271625E8	2.17249568E8	3.10592384E8	6.0739674E8	6.7876006E8	1.41562096E8	
sp|Q6TLF6|RGN_DANRE	Q6TLF6	RGN_DANRE	rgn	295	Danio rerio	2:Experimental evidence at transcript level	Regucalcin	1.0	0.999	6	22	22	22	6	7	4	5	6	7	4	5	6	7	4	5	8.2395494E8	6.6839379E8	9.8919917E8	1.34351603E9	4.658168E8	3.89477984E8	6.3345677E8	6.8125971E8	
sp|Q6TNS7|RABL3_DANRE	Q6TNS7	RABL3_DANRE	rabl3	233	Danio rerio	2:Experimental evidence at transcript level	Rab-like protein 3	0.7269	0.9936	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	4.58016608E8	3.8055552E8	0.0	0.0	4.58016608E8	3.8055552E8	0.0	0.0	
sp|Q6VN46|MYG_DANRE	Q6VN46	MYG_DANRE	mb	147	Danio rerio	2:Experimental evidence at transcript level	Myoglobin	1.0	0.999	3	16	16	16	5	5	3	3	5	5	3	3	5	5	3	3	1.69672371E9	8.4418438E8	8.0262438E8	7.8256768E8	6.1593581E8	5.06894048E8	8.135824E8	7.9325184E8	
sp|Q6ZM19|IF6_DANRE	Q6ZM19	IF6_DANRE	eif6	245	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 6	1.0	0.999	3	5	5	5	2	2	1	0	2	2	1	0	2	2	1	0	1.02096056E8	1.69715008E8	2.30914784E8	0.0	1.02096056E8	1.04552704E8	0.0	0.0	
sp|Q71N41|GAMT_DANRE	Q71N41	GAMT_DANRE	gamt	234	Danio rerio	2:Experimental evidence at transcript level	Guanidinoacetate N-methyltransferase	0.998	0.999	2	12	12	12	4	6	1	1	4	6	1	1	4	6	1	1	7.4225811E8	1.10550413E9	1.8320568E8	3.303242E7	5.4550483E8	7.487239E8	1.34642624E8	2.853088E8	
sp|Q7SX99|FUMH_DANRE	Q7SX99	FUMH_DANRE	fh	509	Danio rerio	2:Experimental evidence at transcript level	Fumarate hydratase, mitochondrial	1.0	0.999	32	409	409	409	93	94	126	96	93	94	126	96	93	94	126	96	3.37393193E10	3.00520325E10	3.7977117E10	4.3124052E10	2.40174054E9	2.19073229E9	2.64844006E9	2.86063667E9	
sp|Q7SXF1|DHCR7_DANRE	Q7SXF1	DHCR7_DANRE	dhcr7	478	Danio rerio	2:Experimental evidence at transcript level	7-dehydrocholesterol reductase	0.9059	0.9982	1	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	1.35462368E8	1.13172672E8	2.36217216E8	2.76853632E8	1.35462368E8	1.13172672E8	2.36217216E8	2.76853632E8	
sp|Q7SXG4|SAE2_DANRE	Q7SXG4	SAE2_DANRE	uba2	650	Danio rerio	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1.0	0.999	10	90	86	90	28	18	25	19	25	18	24	19	28	18	25	19	1.82361011E9	1.35378214E9	1.22698778E9	1.51811635E9	5.01028416E8	4.2573952E8	2.70449408E8	4.26092736E8	
sp|Q7SXI6|NDL1A_DANRE	Q7SXI6	NDL1A_DANRE	ndel1a	344	Danio rerio	2:Experimental evidence at transcript level	Nuclear distribution protein nudE-like 1-A	0.2752	0.9567	1	6	0	6	1	1	3	1	0	0	0	0	1	1	3	1	8.1758285E8	3.72362528E8	8.9062867E8	6.6732013E8	8.1758285E8	3.72362528E8	8.9062867E8	6.6732013E8	sp|Q803Q2|NDL1B_DANRE
sp|Q7SXM7|PRP31_DANRE	Q7SXM7	PRP31_DANRE	prpf31	508	Danio rerio	2:Experimental evidence at transcript level	U4/U6 small nuclear ribonucleoprotein Prp31	0.944	0.999	1	5	5	5	1	2	1	1	1	2	1	1	1	2	1	1	3.18492224E8	3.2459888E8	1.84056144E8	1.25773968E8	3.18492224E8	3.2459888E8	1.84056144E8	1.25773968E8	
sp|Q7SXN5|DNM1L_DANRE	Q7SXN5	DNM1L_DANRE	dnm1l	691	Danio rerio	2:Experimental evidence at transcript level	Dynamin-1-like protein	0.9975	0.9986	2	3	3	3	2	1	0	0	2	1	0	0	2	1	0	0	6.4503376E7	4.6461032E7	0.0	0.0	5.459672E7	4.6461032E7	0.0	0.0	
sp|Q7SXP2|ULA1_DANRE	Q7SXP2	ULA1_DANRE	nae1	533	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 regulatory subunit	1.0	0.999	4	6	6	6	0	2	1	3	0	2	1	3	0	2	1	3	0.0	2.89132256E8	2.45116128E8	1.90600416E8	0.0	1.67910176E8	2.45116128E8	0.0	
sp|Q7SXP4|SRS1A_DANRE	Q7SXP4	SRS1A_DANRE	srsf1a	257	Danio rerio	2:Experimental evidence at transcript level	Serine/arginine-rich splicing factor 1A	1.0	0.999	7	112	2	112	25	28	31	28	0	1	1	0	25	28	31	28	7.4864205E9	9.4467799E9	6.5449677E9	8.1210778E9	3.41549466E9	4.22029158E9	3.91639603E9	4.14613402E9	
sp|Q7SXR3|MAEA_DANRE	Q7SXR3	MAEA_DANRE	maea	396	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein transferase MAEA	0.2842	0.9585	1	9	9	9	2	3	2	2	2	3	2	2	2	3	2	2	4.31399296E8	3.56003168E8	2.78523264E8	4.22997792E8	4.31399296E8	3.56003168E8	2.78523264E8	4.22997792E8	
sp|Q7SXS7|SETD3_DANRE	Q7SXS7	SETD3_DANRE	setd3	596	Danio rerio	2:Experimental evidence at transcript level	Actin-histidine N-methyltransferase	1.0	0.999	7	36	36	36	10	11	8	7	10	11	8	7	10	11	8	7	1.56680499E9	1.34334592E9	5.2433632E8	1.15156339E9	6.0201312E8	4.12305472E8	3.9375344E8	4.3975088E8	
sp|Q7SY23|AL4A1_DANRE	Q7SY23	AL4A1_DANRE	aldh4a1	556	Danio rerio	2:Experimental evidence at transcript level	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1.0	0.999	29	233	233	233	51	83	49	50	51	83	49	50	51	83	49	50	6.9411021E9	8.4901724E9	7.3171896E9	9.4738186E9	6.8119802E8	7.8798413E8	6.5114195E8	8.6755674E8	
sp|Q7SY48|HEAT1_DANRE	Q7SY48	HEAT1_DANRE	heatr1	2159	Danio rerio	2:Experimental evidence at transcript level	HEAT repeat-containing protein 1	0.7409	0.9827	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	1.08874192E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SY49|CAMKV_DANRE	Q7SY49	CAMKV_DANRE	camkv	436	Danio rerio	2:Experimental evidence at transcript level	CaM kinase-like vesicle-associated protein	1.0	0.9985	3	3	3	3	1	2	0	0	1	2	0	0	1	2	0	0	7.2647603E8	7.0762048E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SY54|AT2L1_DANRE	Q7SY54	AT2L1_DANRE	etnppl	492	Danio rerio	2:Experimental evidence at transcript level	Ethanolamine-phosphate phospho-lyase	1.0	0.999	6	41	41	41	7	8	19	7	7	8	19	7	7	8	19	7	2.27672986E9	2.0270368E9	3.55729254E9	2.33843994E9	1.29621325E9	1.09694579E9	2.49739494E9	1.51747635E9	
sp|Q7SYD5|SC31A_DANRE	Q7SYD5	SC31A_DANRE	sec31a	1254	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec31A	0.9996	0.9948	3	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	1.92571686E9	3.09891482E9	1.56233574E9	2.64171827E9	1.92571686E9	3.09891482E9	1.56233574E9	2.44615629E9	
sp|Q7SYK7|AATM_DANRE	Q7SYK7	AATM_DANRE	got2a	428	Danio rerio	2:Experimental evidence at transcript level	Aspartate aminotransferase, mitochondrial	1.0	0.999	16	119	119	119	33	37	26	23	33	37	26	23	33	37	26	23	9.7664184E9	1.08697487E10	9.0631322E9	7.6102564E9	1.84466995E9	2.042192E9	1.85837811E9	1.61636518E9	
sp|Q7SZE3|L2GL2_DANRE	Q7SZE3	L2GL2_DANRE	llgl2	1020	Danio rerio	1:Experimental evidence at protein level	LLGL scribble cell polarity complex component 2	1.0	0.9987	3	3	3	3	0	2	1	0	0	2	1	0	0	2	1	0	0.0	3.7394208E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SZE5|SC23A_DANRE	Q7SZE5	SC23A_DANRE	sec23a	765	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec23A	1.0	0.9951	4	9	9	9	4	3	1	1	4	3	1	1	4	3	1	1	5.4683816E7	8.4324064E7	0.0	1.04757952E8	5.4683816E7	0.0	0.0	1.04757952E8	
sp|Q7T070|RHBG_DANRE	Q7T070	RHBG_DANRE	rhbg	459	Danio rerio	2:Experimental evidence at transcript level	Ammonium transporter Rh type B	0.994	0.9956	2	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	9599560.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T2A5|EIF3L_DANRE	Q7T2A5	EIF3L_DANRE	eif3l	576	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit L	1.0	0.999	23	135	135	135	41	37	29	28	41	37	29	28	41	37	29	28	9.881302E9	6.8221998E9	6.9478825E9	6.5315999E9	1.56905677E9	1.34990848E9	1.02222189E9	1.2975552E9	
sp|Q7T2B9|MTPN_DANRE	Q7T2B9	MTPN_DANRE	mtpn	118	Danio rerio	3:Protein inferred from homology	Myotrophin	1.0	0.999	1	6	6	6	4	2	0	0	4	2	0	0	4	2	0	0	8.5671693E8	8.1550771E8	0.0	0.0	7.1257389E8	6.0842554E8	0.0	0.0	
sp|Q7T326|CISD2_DANRE	Q7T326	CISD2_DANRE	cisd2	135	Danio rerio	2:Experimental evidence at transcript level	CDGSH iron-sulfur domain-containing protein 2	0.9969	0.9989	2	3	3	3	1	0	2	0	1	0	2	0	1	0	2	0	5.6004836E7	0.0	1.14547912E8	0.0	5.6004836E7	0.0	1.14547912E8	0.0	
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-B	1.0	0.999	10	55	55	255	20	26	4	5	20	26	4	5	87	92	36	40	2.27581773E9	3.13064474E9	6.3260262E8	1.26187366E9	1.22483162E9	1.75230528E9	3.55666752E8	6.270295E8	
sp|Q7T385|VTC1A_DANRE	Q7T385	VTC1A_DANRE	atp6v1c1a	383	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-A	0.9995	0.999	3	19	3	19	7	7	3	2	1	1	1	0	7	7	3	2	1.78649632E8	1.68799568E8	5481386.0	1.3448452E7	1.08439272E8	1.01248832E8	5481386.0	1.3448452E7	
sp|Q7T394|LIS1A_DANRE	Q7T394	LIS1A_DANRE	pafah1b1a	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog A	1.0	0.998	4	11	3	11	2	2	4	3	0	0	2	1	2	2	4	3	5.1443744E8	6.9070336E8	4.40557984E8	5.18739712E8	3.8768608E8	5.25111168E8	4.40557984E8	5.18739712E8	
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	1.0	0.9987	3	6	6	6	3	3	0	0	3	3	0	0	3	3	0	0	9.7837722E8	8.0586054E8	0.0	0.0	9.7837722E8	6.7833101E8	0.0	0.0	
sp|Q7T3E5|KAT3_DANRE	Q7T3E5	KAT3_DANRE	kyat3	450	Danio rerio	2:Experimental evidence at transcript level	Kynurenine--oxoglutarate transaminase 3	1.0	0.999	4	7	7	7	2	1	2	2	2	1	2	2	2	1	2	2	1.69375824E8	0.0	2.68950976E8	2.6619136E8	1.02149744E8	0.0	1.67451984E8	1.84217696E8	
sp|Q7ZT42|SND1_DANRE	Q7ZT42	SND1_DANRE	snd1	897	Danio rerio	2:Experimental evidence at transcript level	Staphylococcal nuclease domain-containing protein 1	1.0	0.999	35	259	259	259	57	82	54	66	57	82	54	66	57	82	54	66	1.04272415E10	1.11988828E10	8.8497633E9	1.12337582E10	7.8364166E8	7.222217E8	6.6976109E8	8.4755712E8	
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	Danio rerio	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	15	58	40	82	16	17	14	11	11	13	9	7	20	23	23	16	9.9253064E9	9.4411172E9	4.3201423E9	3.59835776E9	5.4127171E9	3.97082675E9	3.44306125E9	2.99473613E9	
sp|Q7ZTY4|RBBP7_DANRE	Q7ZTY4	RBBP7_DANRE	rbbp7	426	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP7	1.0	0.999	14	36	36	172	10	11	6	9	10	11	6	9	41	51	42	38	2.87335142E9	2.03866432E9	1.47818163E9	2.95980902E9	1.17047795E9	8.2823174E8	5.9244877E8	1.30471411E9	
