Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,C_1 Spectral Count,C_2 Spectral Count,C_3 Spectral Count,E_1 Spectral Count,E_2 Spectral Count,E_3 Spectral Count,Hp_1 Spectral Count,Hp_2 Spectral Count,Hp_3 Spectral Count,Mx_1 Spectral Count,Mx_2 Spectral Count,Mx_3 Spectral Count,T_1 Spectral Count,T_2 Spectral Count,T_3 Spectral Count,C_1 Unique Spectral Count,C_2 Unique Spectral Count,C_3 Unique Spectral Count,E_1 Unique Spectral Count,E_2 Unique Spectral Count,E_3 Unique Spectral Count,Hp_1 Unique Spectral Count,Hp_2 Unique Spectral Count,Hp_3 Unique Spectral Count,Mx_1 Unique Spectral Count,Mx_2 Unique Spectral Count,Mx_3 Unique Spectral Count,T_1 Unique Spectral Count,T_2 Unique Spectral Count,T_3 Unique Spectral Count,C_1 Total Spectral Count,C_2 Total Spectral Count,C_3 Total Spectral Count,E_1 Total Spectral Count,E_2 Total Spectral Count,E_3 Total Spectral Count,Hp_1 Total Spectral Count,Hp_2 Total Spectral Count,Hp_3 Total Spectral Count,Mx_1 Total Spectral Count,Mx_2 Total Spectral Count,Mx_3 Total Spectral Count,T_1 Total Spectral Count,T_2 Total Spectral Count,T_3 Total Spectral Count,C_1_5dpf_Intensity,C_2_5dpf_Intensity,C_3_5dpf_Intensity,E_1_5dpf_Intensity,E_2_5dpf_Intensity,E_3_5dpf_Intensity,Hp_1_5dpf_Intensity,Hp_2_5dpf_Intensity,Hp_3_5dpf_Intensity,Mx_1_5dpf_Intensity,Mx_2_5dpf_Intensity,Mx_3_5dpf_Intensity,T_1_5dpf_Intensity,T_2_5dpf_Intensity,T_3_5dpf_Intensity,C_1 MaxLFQ_5dpf_Intensity,C_2 MaxLFQ_5dpf_Intensity,C_3 MaxLFQ_5dpf_Intensity,E_1 MaxLFQ_5dpf_Intensity,E_2 MaxLFQ_5dpf_Intensity,E_3 MaxLFQ_5dpf_Intensity,Hp_1 MaxLFQ_5dpf_Intensity,Hp_2 MaxLFQ_5dpf_Intensity,Hp_3 MaxLFQ_5dpf_Intensity,Mx_1 MaxLFQ_5dpf_Intensity,Mx_2 MaxLFQ_5dpf_Intensity,Mx_3 MaxLFQ_5dpf_Intensity,T_1 MaxLFQ_5dpf_Intensity,T_2 MaxLFQ_5dpf_Intensity,T_3 MaxLFQ_5dpf_Intensity,Indistinguishable Proteins
sp|Q502J0|PCAT2_DANRE,Q502J0,PCAT2_DANRE,lpcat2,529,Danio rerio,2:Experimental evidence at transcript level,Lysophosphatidylcholine acyltransferase 2,1,0.999,4,32,32,32,2,3,2,1,3,3,3,1,0,1,2,3,2,2,4,2,3,2,1,3,3,3,1,0,1,2,3,2,2,4,2,3,2,1,3,3,3,1,0,1,2,3,2,2,4,44453640,27010932,48064296,3079096.5,20174930,14387464,35256980,0,0,28137778,19457320,18545978,9736707,3187930.8,34658164,15602203,18468328,16842718,9428132,16552213,12399545,14852572,0,0,25410848,17571644,9934074,10505513,9761380,19382184,
sp|Q503K9|S100Z_DANRE,Q503K9,S100Z_DANRE,s100z,99,Danio rerio,1:Experimental evidence at protein level,Protein S100-Z,0.9999,0.9989,1,6,6,6,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1407963.4,0,0,0,0,0,0,0,10534752,0,0,899231.06,0,8417908,0,2060913.9,0,0,0,0,0,0,0,5394814.5,0,0,1316254.2,0,3524500.8,
sp|Q503V0|CHMP6_DANRE,Q503V0,CHMP6_DANRE,chmp6,206,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 6,0.9996,0.9903,3,4,4,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4825103,0,0,2567729.8,3993821,4339299,0,0,0,0,0,0,0,4091135.2,0,4825103,0,0,0,3993821,0,0,0,0,0,0,0,0,4091135.2,
sp|Q503V9|ENDUB_DANRE,Q503V9,ENDUB_DANRE,endoub,282,Danio rerio,2:Experimental evidence at transcript level,Uridylate-specific endoribonuclease B,1,0.9986,4,9,9,9,0,1,0,2,1,2,1,0,0,0,0,0,1,0,1,0,1,0,2,1,2,1,0,0,0,0,0,1,0,1,0,1,0,2,1,2,1,0,0,0,0,0,1,0,1,65990900,29744440,27504160,79119064,31910320,28118416,77326248,0,0,0,0,0,55740576,0,31650862,53401268,28198028,23746854,65469788,24734756,25801126,67575968,0,0,0,0,0,55740576,0,30569356,
sp|Q52PJ5|DPYL3_DANRE,Q52PJ5,DPYL3_DANRE,dpysl3,567,Danio rerio,2:Experimental evidence at transcript level,Dihydropyrimidinase-related protein 3,1,0.999,16,89,89,89,11,4,4,9,4,4,8,5,5,10,3,3,12,4,3,11,4,4,9,4,4,8,5,5,10,3,3,12,4,3,11,4,4,9,4,4,8,5,5,10,3,3,12,4,3,219510672,116774072,94893160,216576288,119135952,90194832,153075408,57098020,115040744,138590096,74719296,70163232,226554608,140530768,100195232,64852420,40082764,38816240,53690976,40582672,37605976,53562088,45314800,39749416,61788512,44794812,35914252,59573172,43152412,27708510,
sp|Q561X9|DHRS6_DANRE,Q561X9,DHRS6_DANRE,bdh2,245,Danio rerio,2:Experimental evidence at transcript level,Dehydrogenase/reductase SDR family member 6,0.6145,0.9901,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q566Y8|MGN_DANRE,Q566Y8,MGN_DANRE,magoh,147,Danio rerio,2:Experimental evidence at transcript level,Protein mago nashi homolog,1,0.9987,3,7,7,7,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,44918960,2741538.8,5462580.5,22861934,0,0,0,0,0,0,0,7661898,11643414,0,7456876,12168320,3001145,5979852.5,11936284,0,0,0,0,0,0,0,8387431,12745971,0,8162995,
sp|Q567B1|OTU1_DANRE,Q567B1,OTU1_DANRE,yod1,301,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin thioesterase OTU1,0.9999,0.9984,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6128825,6460529.5,0,0,0,0,0,0,9107308,0,0,0,6523268.5,0,0,6128825,6460529.5,0,0,0,0,0,0,9107308,0,0,0,6523268.5,
sp|Q567V6|EIF3K_DANRE,Q567V6,EIF3K_DANRE,eif3k,219,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit K,0.6191,0.9903,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530343.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q568F6|PURA2_DANRE,Q568F6,PURA2_DANRE,adss2,455,Danio rerio,2:Experimental evidence at transcript level,Adenylosuccinate synthetase isozyme 2,1,0.9987,6,14,14,16,0,0,2,2,1,1,0,1,0,0,1,1,3,0,2,0,0,2,2,1,1,0,1,0,0,1,1,3,0,2,0,0,2,2,2,1,0,1,0,0,1,1,3,0,3,0,2523381,5948351,3811783,1541958.8,0,0,0,0,0,2023135.1,1596638.8,4242548.5,0,11153795,0,2294224.8,2298969.2,1688964.2,1418937,0,0,0,0,0,1839407.8,3228711.8,1700667.6,0,8805421,
sp|Q568V3|FBX50_DANRE,Q568V3,FBX50_DANRE,nccrp1,237,Danio rerio,2:Experimental evidence at transcript level,F-box only protein 50,1,0.9979,5,24,24,24,2,1,1,4,0,2,2,0,1,2,1,2,3,1,2,2,1,1,4,0,2,2,0,1,2,1,2,3,1,2,2,1,1,4,0,2,2,0,1,2,1,2,3,1,2,21690398,10157987,12993676,10594549,0,19154466,18945690,0,12455969,10015810,17954208,29862624,23625454,7407477.5,20133058,13092976,6098346.5,14346293,12998945,0,11562705,11298907,0,11742053,9441752,16925160,23871016,14108021,6982916.5,12068662,
sp|Q568W0|SELW_DANRE,Q568W0,SELW_DANRE,selenow,86,Danio rerio,3:Protein inferred from homology,Selenoprotein W,0.7424,0.9945,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13475014,0,0,8425148,0,0,0,0,0,13313436,0,0,0,0,0,13475014,0,0,8425148,0,0,0,0,0,13313436,0,0,
sp|Q56A35|ARP2B_DANRE,Q56A35,ARP2B_DANRE,actr2b,394,Danio rerio,2:Experimental evidence at transcript level,Actin-related protein 2-B,1,0.9986,3,24,0,24,3,1,1,1,2,2,2,1,2,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,2,1,2,2,1,1,3,1,1,468548672,163314272,553571780,500255200,168747568,507254464,434220256,198923840,485740256,373848064,169152640,578687490,494013088,165492576,359461504,416890112,163314272,417830304,542478080,229686608,384326560,411120320,198923840,485897568,398778144,169152640,578687490,530966112,165492576,359461504,sp|Q7SXW6|ARP2A_DANRE
sp|Q58EB4|HIBCH_DANRE,Q58EB4,HIBCH_DANRE,hibch,382,Danio rerio,2:Experimental evidence at transcript level,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",1,0.999,3,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8991902,0,0,2644993,0,0,2840467.8,0,0,0,0,0,0,0,0,4205522.5,0,0,2945545.5,0,0,3163232,0,0,0,0,0,0,0,0,
sp|Q58EE9|GFAP_DANRE,Q58EE9,GFAP_DANRE,gfap,444,Danio rerio,1:Experimental evidence at protein level,Glial fibrillary acidic protein,1,0.999,28,317,306,333,13,40,16,14,27,18,17,28,16,27,24,12,15,27,23,12,39,16,14,26,17,16,27,15,26,23,12,14,26,23,14,42,17,15,28,20,17,29,16,27,26,13,16,29,24,1909945600,4321184300,2486446850,1845982720,4428035600,2512064770,2171041540,4356524000,2130062850,2725982720,3595844860,2183520000,1820396160,5131231200,2562107390,392801440,917228800,537446340,368123232,869072320,494593632,387345664,993599230,493815200,447477312,871443070,484673056,369337344,975587140,487457536,
sp|Q58EG2|ERLN1_DANRE,Q58EG2,ERLN1_DANRE,erlin1,342,Danio rerio,2:Experimental evidence at transcript level,Erlin-1,1,0.999,6,31,21,31,1,3,2,1,2,2,2,3,2,1,1,2,2,3,4,1,2,1,1,1,1,2,2,1,1,0,1,2,2,3,1,3,2,1,2,2,2,3,2,1,1,2,2,3,4,35003492,27037414,23471648,12931998,46327496,21465476,55218988,38896248,11374213,7105185.5,24700904,27426512,12420121,27638722,32006778,9612391,15079842,14224861,7648168,18827536,14201360,12985034,19654014,12307248,22504752,26727138,16871336,7122115,18492430,11622785,
sp|Q5BJA5|H2B1_DANRE,Q5BJA5,H2B1_DANRE,zgc:112234,124,Danio rerio,2:Experimental evidence at transcript level,Histone H2B 1/2,1,0.999,14,521,0,521,37,28,29,43,29,28,37,32,43,52,26,33,43,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,29,43,29,28,37,32,43,52,26,33,43,25,36,46590480000,20560234500,35257008000,55776285000,24157155300,35947094000,50646168000,20336750600,29982113800,73909199000,14072193000,37298348000,52989100000,20618750000,38546145000,16740701200,8633664500,10013203500,20243281900,7679384600,9852098600,21178275800,9190296600,8848973800,30422280200,6068731900,10050083800,20513212400,7200830000,12224537600,sp|Q6PC60|H2B3_DANRE
sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1_DANRE,aep1,315,Danio rerio,1:Experimental evidence at protein level,Aerolysin-like protein,1,0.9986,6,13,13,13,3,0,0,4,0,0,2,0,0,1,0,0,3,0,0,3,0,0,4,0,0,2,0,0,1,0,0,3,0,0,3,0,0,4,0,0,2,0,0,1,0,0,3,0,0,42734692,0,6863094.5,83028576,0,0,51164984,0,0,23616466,0,0,57860592,0,3156951,20443620,0,23974590,25550902,0,0,27916950,0,0,21055312,0,0,23352196,0,2814586.5,
sp|Q5CZV0|TM182_DANRE,Q5CZV0,TM182_DANRE,tmem182a,248,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 182,0.9956,0.9989,1,5,5,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1867892.4,0,2602988,0,0,1703108.1,0,0,0,0,0,2016212.5,0,0,2344079.8,1867892.4,0,2602988,0,0,1703108.1,0,0,0,0,0,2016212.5,0,0,2344079.8,
sp|Q5D016|PFD1_DANRE,Q5D016,PFD1_DANRE,pfdn1,122,Danio rerio,2:Experimental evidence at transcript level,Prefoldin subunit 1,0.9991,0.9989,2,4,4,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8057164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5D018|RBM8A_DANRE,Q5D018,RBM8A_DANRE,rbm8a,174,Danio rerio,2:Experimental evidence at transcript level,RNA-binding protein 8A,1,0.999,6,43,43,43,3,4,2,3,6,1,5,3,1,2,2,1,3,5,2,3,4,2,3,6,1,5,3,1,2,2,1,3,5,2,3,4,2,3,6,1,5,3,1,2,2,1,3,5,2,59836856,68206456,54596628,95507032,90083024,31330718,92616936,56998840,30889466,34251476,51302832,37928132,90756656,65001916,32486326,40224144,44624572,31178354,48241280,39827432,31330718,42463712,48649816,30889466,29533028,34347780,28784566,40194736,32045202,24042742,
sp|Q5MJ86|G3P2_DANRE,Q5MJ86,G3P2_DANRE,gapdh-2,335,Danio rerio,2:Experimental evidence at transcript level,Glyceraldehyde-3-phosphate dehydrogenase 2,1,0.999,8,53,53,80,2,6,2,5,3,2,2,4,3,3,4,2,5,6,4,2,6,2,5,3,2,2,4,3,3,4,2,5,6,4,3,9,3,7,6,2,4,7,5,5,6,4,7,7,5,21135470,100433616,78783936,54764192,111546544,35160560,22472828,78915912,23844504,70315800,91107240,72953344,48931676,87206056,60213864,23453388,29444702,26484534,22450834,42143236,21956240,11956630,25666856,26589988,231314576,28412028,23023466,26666948,25357776,18683846,
sp|Q5PQZ3|ZNT9_DANRE,Q5PQZ3,ZNT9_DANRE,slc30a9,573,Danio rerio,2:Experimental evidence at transcript level,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",1,0.999,2,11,11,11,0,2,0,0,2,0,0,0,0,1,2,1,0,1,2,0,2,0,0,2,0,0,0,0,1,2,1,0,1,2,0,2,0,0,2,0,0,0,0,1,2,1,0,1,2,0,12462963,0,1644798,7616872,0,0,0,0,6539753,6337784,3533451.8,0,4546310,13356718,0,7908776,0,1697419.2,4647286,0,0,0,0,11220559,3891875.8,3646496,0,4691758,7566575.5,
sp|Q5PR98|NDRG2_DANRE,Q5PR98,NDRG2_DANRE,ndrg2,368,Danio rerio,2:Experimental evidence at transcript level,Protein NDRG2,1,0.999,4,17,17,17,0,2,0,3,1,1,2,0,1,2,1,0,3,1,0,0,2,0,3,1,1,2,0,1,2,1,0,3,1,0,0,2,0,3,1,1,2,0,1,2,1,0,3,1,0,0,19944432,6059193,13114496,9087689,0,1756796.1,0,0,10250631,754736.94,5488144.5,8925552,10536188,7530965.5,0,12055076,4083139,5088983,6123967,0,5225055,0,0,30487378,2244735,3698323.8,5142804,4478339,4616068.5,
sp|Q5PRA2|DHTK1_DANRE,Q5PRA2,DHTK1_DANRE,dhtkd1,920,Danio rerio,2:Experimental evidence at transcript level,2-oxoadipate dehydrogenase complex component E1,0.8666,0.9615,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2360796.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5PRD0|143BA_DANRE,Q5PRD0,143BA_DANRE,ywhaba,244,Danio rerio,2:Experimental evidence at transcript level,14-3-3 protein beta/alpha-A,1,0.999,15,164,56,164,13,13,7,14,12,6,12,9,13,19,8,6,15,8,9,5,5,1,5,4,2,4,3,4,8,3,1,5,3,3,13,13,7,14,12,6,12,9,13,19,8,6,15,8,9,1992725630,917513660,479375392,1614032640,701688640,368550528,1466446980,587048510,338656448,3383432700,412684352,446663776,1672077060,604863740,923774210,641494400,297009152,185420064,549670460,252227152,157104160,488369664,254633680,145873264,937239040,236433376,173299104,583911420,216069248,277427712,
sp|Q5PYH6|DLG1_DANRE,Q5PYH6,DLG1_DANRE,dlg1,873,Danio rerio,2:Experimental evidence at transcript level,Disks large homolog 1,0.9368,0.9989,1,6,0,6,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,7301868.5,0,0,9106725,8704185,0,6430499,8248279,0,5055927,0,0,0,0,0,7301868.5,0,0,9106725,8704185,0,6430499,8248279,0,5055927,0,sp|Q5PYH7|DLG2_DANRE
sp|Q5RFW0|SCAR5_DANRE,Q5RFW0,SCAR5_DANRE,scara5,499,Danio rerio,3:Protein inferred from homology,Scavenger receptor class A member 5,0.3366,0.9696,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102658.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5RG45|CP135_DANRE,Q5RG45,CP135_DANRE,cep135,1164,Danio rerio,1:Experimental evidence at protein level,Centrosomal protein of 135 kDa,0.9952,0.999,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070676.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5RGA4|MYSM1_DANRE,Q5RGA4,MYSM1_DANRE,mysm1,822,Danio rerio,2:Experimental evidence at transcript level,Histone H2A deubiquitinase MYSM1,0.36,0.9725,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059227.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5RGE6|HSP7E_DANRE,Q5RGE6,HSP7E_DANRE,hspa14,504,Danio rerio,2:Experimental evidence at transcript level,Heat shock 70 kDa protein 14,1,0.9967,3,6,6,6,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,8740470,1691445.5,0,0,0,1034216.56,0,1026885.56,0,0,0,0,0,4141565.5,0,5597230,1688130.4,0,0,0,1032189.6,0,1024872.94,0,0,0,0,0,2095108.8,
sp|Q5RGQ2|ANM8B_DANRE,Q5RGQ2,ANM8B_DANRE,prmt8b,419,Danio rerio,2:Experimental evidence at transcript level,Protein arginine N-methyltransferase 8-B,0.9152,0.9777,1,4,4,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8235808.5,0,0,9156037,0,0,10789317,0,0,0,0,0,9772447,0,0,8235808.5,0,0,9156037,0,0,10789317,0,0,0,0,0,9772447,0,0,
sp|Q5RGV1|IMDH3_DANRE,Q5RGV1,IMDH3_DANRE,impdh1b,514,Danio rerio,2:Experimental evidence at transcript level,Inosine-5'-monophosphate dehydrogenase 1b,1,0.999,6,35,1,35,3,3,1,1,3,2,2,4,4,1,3,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,2,2,4,4,1,3,1,3,2,2,15039978,39976292,31357394,10573573,39356360,12380618,17375308,29520564,24182878,4892719.5,25451184,23017688,23716972,23224416,43589916,9624903,13847408,11364666,6707189.5,15213735,11835718,11116970,14505172,12220573,14143287,8363032,11873708,13912530,13129378,11718521,
sp|Q5RHR0|PARP1_DANRE,Q5RHR0,PARP1_DANRE,parp1,1013,Danio rerio,2:Experimental evidence at transcript level,Poly [ADP-ribose] polymerase 1,1,0.999,7,26,26,26,1,2,1,2,3,1,2,2,2,0,2,2,3,2,1,1,2,1,2,3,1,2,2,2,0,2,2,3,2,1,1,2,1,2,3,1,2,2,2,0,2,2,3,2,1,9392543,47206344,29521170,30515108,43684244,17586888,27573064,45241780,20376080,0,27892892,13012400,31886254,35980024,30288026,9392543,20095764,18006410,16217939,23690422,17586888,16768021,27651614,15652491,0,16815710,13012400,19476778,21733244,14885143,
sp|Q5RI43|KERA_DANRE,Q5RI43,KERA_DANRE,kera,348,Danio rerio,1:Experimental evidence at protein level,Keratocan,0.9994,0.9962,2,3,3,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7726545.5,0,0,0,0,0,2810669,0,0,0,0,0,0,4020454.2,0,7726545.5,0,0,0,0,0,2810669,0,0,0,0,0,0,4020454.2,
sp|Q5RI56|OPTN_DANRE,Q5RI56,OPTN_DANRE,optn,517,Danio rerio,2:Experimental evidence at transcript level,Optineurin,0.9977,0.9927,2,6,6,6,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,624189.6,3015804,0,0,2820945.2,0,0,3538466.5,0,0,5032874.5,0,0,0,0,0,3015804,0,0,2820945.2,0,0,3538466.5,0,0,5032874.5,0,0,0,
sp|Q5RKN4|GLYR1_DANRE,Q5RKN4,GLYR1_DANRE,glyr1,462,Danio rerio,2:Experimental evidence at transcript level,Cytokine-like nuclear factor N-PAC,0.9301,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2805782.8,2643906.5,0,0,0,0,0,0,0,5103923,2531374.2,0,0,3668139.2,0,2805782.8,2643906.5,0,0,0,0,0,0,0,5103923,2531374.2,0,0,3668139.2,
sp|Q5RKQ0|SPF27_DANRE,Q5RKQ0,SPF27_DANRE,bcas2,225,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor SPF27,0.9993,0.9988,2,9,9,9,0,0,1,0,2,0,0,2,1,0,2,0,0,1,0,0,0,1,0,2,0,0,2,1,0,2,0,0,1,0,0,0,1,0,2,0,0,2,1,0,2,0,0,1,0,0,0,3795517.5,0,8951423,0,0,25445868,0,0,17170284,0,0,7392685,0,0,0,4077685,0,9616892,0,0,12042037,0,0,10007365,0,0,7942274,0,
sp|Q5RZ65|AGR2_DANRE,Q5RZ65,AGR2_DANRE,agr2,171,Danio rerio,2:Experimental evidence at transcript level,Anterior gradient protein 2 homolog,0.4671,0.9822,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5SP67|WDR26_DANRE,Q5SP67,WDR26_DANRE,wdr26,576,Danio rerio,1:Experimental evidence at protein level,WD repeat-containing protein 26,0.6217,0.9904,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5SP90|PP4R3_DANRE,Q5SP90,PP4R3_DANRE,smek1,818,Danio rerio,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 4 regulatory subunit 3,0.9974,0.9982,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,751429.06,713154.6,0,0,0,0,0,0,0,0,0,0,0,0,0,751429.06,713154.6,0,0,0,0,0,0,0,0,0,0,0,
sp|Q5TYQ3|COA7_DANRE,Q5TYQ3,COA7_DANRE,coa7,229,Danio rerio,2:Experimental evidence at transcript level,Cytochrome c oxidase assembly factor 7,1,0.9989,4,21,21,21,2,0,3,1,2,3,1,2,1,1,0,1,2,1,1,2,0,3,1,2,3,1,2,1,1,0,1,2,1,1,2,0,3,1,2,3,1,2,1,1,0,1,2,1,1,9081557,0,23214750,8538584,15772646,18148688,4798582.5,11033914,11489096,18556308,0,10286660,17637916,31544846,15296851,9927809,0,12964767,9789583,8828158,10151804,5501629,12062093,13172379,20285450,0,11245207,9850447,8025607,8476222,
sp|Q5TYS5|SCRN2_DANRE,Q5TYS5,SCRN2_DANRE,scrn2,415,Danio rerio,2:Experimental evidence at transcript level,Secernin-2,0.9583,0.9845,2,4,4,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,331691104,70411728,26667518,302854048,29144878,0,0,0,28835514,319432608,0,31644594,203649072,0,0,331691104,67935608,26667518,302854048,29144878,0,0,0,28835514,319432608,0,31644594,207625920,
sp|Q5TZ66|SN25A_DANRE,Q5TZ66,SN25A_DANRE,snap25a,204,Danio rerio,2:Experimental evidence at transcript level,Synaptosomal-associated protein 25-A,1,0.999,8,67,28,67,4,5,4,2,7,3,4,6,4,5,5,5,3,5,5,2,3,2,0,3,1,1,2,1,3,2,2,1,2,3,4,5,4,2,7,3,4,6,4,5,5,5,3,5,5,96519016,145678496,120396480,138121008,188114448,63624164,65840568,202875200,66409596,136474752,100958072,110320208,99740888,139462208,99343096,56921700,72593320,58452060,69031080,68402088,44120132,46464804,69982408,36155312,61284876,56496884,55372220,59495148,73800184,46364896,
