Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,170928_MW_1 Spectral Count,170928_MW_2 Spectral Count,170928_MW_3 Spectral Count,170928_MW_4 Spectral Count,170928_MW_5 Spectral Count,170928_MW_6 Spectral Count,170928_MW_1 Unique Spectral Count,170928_MW_2 Unique Spectral Count,170928_MW_3 Unique Spectral Count,170928_MW_4 Unique Spectral Count,170928_MW_5 Unique Spectral Count,170928_MW_6 Unique Spectral Count,170928_MW_1 Total Spectral Count,170928_MW_2 Total Spectral Count,170928_MW_3 Total Spectral Count,170928_MW_4 Total Spectral Count,170928_MW_5 Total Spectral Count,170928_MW_6 Total Spectral Count,170928_MW_1_6dpf_Intensity,170928_MW_2_6dpf_Intensity,170928_MW_3_6dpf_Intensity,170928_MW_4_6dpf_Intensity,170928_MW_5_6dpf_Intensity,170928_MW_6_6dpf_Intensity,170928_MW_1 MaxLFQ_6dpf_Intensity,170928_MW_2 MaxLFQ_6dpf_Intensity,170928_MW_3 MaxLFQ_6dpf_Intensity,170928_MW_4 MaxLFQ_6dpf_Intensity,170928_MW_5 MaxLFQ_6dpf_Intensity,170928_MW_6 MaxLFQ_6dpf_Intensity,Indistinguishable Proteins
sp|Q6TEN1|RAP1B_DANRE,Q6TEN1,RAP1B_DANRE,rap1b,184,Danio rerio,2:Experimental evidence at transcript level,Ras-related protein Rap-1b,1,0.999,4,21,21,21,4,2,5,2,5,3,4,2,5,2,5,3,4,2,5,2,5,3,205572272,104405144,188765360,28111276,286280448,162842176,131542504,44731064,75833192,81193592,135042704,113015368,
sp|Q6TGS6|SYYC_DANRE,Q6TGS6,SYYC_DANRE,yars1,529,Danio rerio,2:Experimental evidence at transcript level,"Tyrosine--tRNA ligase, cytoplasmic",1,0.999,6,22,22,22,5,3,3,5,2,4,5,3,3,5,2,4,5,3,3,5,2,4,121819664,21355324,40843992,144419296,55311668,90797536,64785772,30064428,37083216,48149904,56057928,20049682,
sp|Q6TGU2|SEH1_DANRE,Q6TGU2,SEH1_DANRE,seh1l,364,Danio rerio,2:Experimental evidence at transcript level,Nucleoporin SEH1,0.9794,0.9778,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,7907702.5,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6TGY8|EMC2_DANRE,Q6TGY8,EMC2_DANRE,emc2,297,Danio rerio,2:Experimental evidence at transcript level,ER membrane protein complex subunit 2,0.9767,0.9976,1,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,14134774,0,0,0,0,0,0,0,0,0,
sp|Q6TH15|EIF3D_DANRE,Q6TH15,EIF3D_DANRE,eif3d,552,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit D,1,0.999,5,21,21,21,3,4,3,5,2,4,3,4,3,5,2,4,3,4,3,5,2,4,5770031,148532992,78151904,7198939,146664032,109852232,40033092,34267872,38761508,49947012,40177984,30119350,
sp|Q6TH22|DDI2_DANRE,Q6TH22,DDI2_DANRE,ddi2,411,Danio rerio,2:Experimental evidence at transcript level,Protein DDI1 homolog 2,1,0.9985,7,15,15,15,1,4,2,3,3,2,1,4,2,3,3,2,1,4,2,3,3,2,6275299,23074380,0,75415472,18249514,36133300,8216321,21629198,0,33065900,23894298,16417786,
sp|Q6TLF6|RGN_DANRE,Q6TLF6,RGN_DANRE,rgn,295,Danio rerio,2:Experimental evidence at transcript level,Regucalcin,0.6679,0.9867,1,4,4,4,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,10393434,14915968,6166893,0,0,0,10393434,14915968,6166893,
sp|Q6TNP8|VP26A_DANRE,Q6TNP8,VP26A_DANRE,vps26a,327,Danio rerio,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 26A,0.8302,0.9945,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,19808264,0,0,0,15085445,0,19808264,0,0,0,15085445,
sp|Q6TNS7|RABL3_DANRE,Q6TNS7,RABL3_DANRE,rabl3,233,Danio rerio,2:Experimental evidence at transcript level,Rab-like protein 3,0.8475,0.9951,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143123968,110049976,152575472,108475152,110272576,102116272,143123968,110049976,152575472,108475152,110272576,102116272,
sp|Q6VN46|MYG_DANRE,Q6VN46,MYG_DANRE,mb,147,Danio rerio,2:Experimental evidence at transcript level,Myoglobin,1,0.9983,5,9,9,9,3,0,4,0,2,0,3,0,4,0,2,0,3,0,4,0,2,0,111860272,51638388,193714608,0,28355560,0,48065068,50346352,64333412,0,38586448,0,
sp|Q6ZM19|IF6_DANRE,Q6ZM19,IF6_DANRE,eif6,245,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 6,1,0.999,3,16,16,16,3,1,4,2,4,2,3,1,4,2,4,2,3,1,4,2,4,2,0,0,51095960,30429606,44812256,17666288,0,0,27819588,19917992,14392436,11615682,
sp|Q7SX99|FUMH_DANRE,Q7SX99,FUMH_DANRE,fh,509,Danio rerio,2:Experimental evidence at transcript level,"Fumarate hydratase, mitochondrial",1,0.999,15,73,73,73,9,10,15,11,14,14,9,10,15,11,14,14,9,10,15,11,14,14,579879170,869978050,1086618240,843966460,1042557630,1141154300,186596432,213983840,248532608,247707232,254218672,246483776,
sp|Q7SXG4|SAE2_DANRE,Q7SXG4,SAE2_DANRE,uba2,650,Danio rerio,1:Experimental evidence at protein level,SUMO-activating enzyme subunit 2,1,0.999,5,16,16,16,2,2,2,3,2,5,2,2,2,3,2,5,2,2,2,3,2,5,33625752,97862080,9084888,187018624,0,176345344,39289500,38189584,68192168,89346856,0,81998216,
sp|Q7SXM7|PRP31_DANRE,Q7SXM7,PRP31_DANRE,prpf31,508,Danio rerio,2:Experimental evidence at transcript level,U4/U6 small nuclear ribonucleoprotein Prp31,1,0.9986,3,8,8,8,2,2,0,2,1,1,2,2,0,2,1,1,2,2,0,2,1,1,11323948,21287488,0,21798744,4923838,25357508,11323948,21287488,0,21798744,0,25357508,
sp|Q7SXN5|DNM1L_DANRE,Q7SXN5,DNM1L_DANRE,dnm1l,691,Danio rerio,2:Experimental evidence at transcript level,Dynamin-1-like protein,1,0.999,8,38,38,38,7,5,7,8,5,6,7,5,7,8,5,6,7,5,7,8,5,6,132171328,58421588,76144080,171488576,128260296,34242468,51733040,70934208,28285168,37709292,72958760,27049396,
sp|Q7SXP0|S22BB_DANRE,Q7SXP0,S22BB_DANRE,sec22bb,215,Danio rerio,2:Experimental evidence at transcript level,Vesicle-trafficking protein SEC22b-B,1,0.999,6,16,11,16,3,2,4,1,5,1,3,1,3,1,2,1,3,2,4,1,5,1,0,37900304,79329408,17757998,93658896,37443644,0,18377026,34731376,13933645,58890892,105151952,
sp|Q7SXP2|ULA1_DANRE,Q7SXP2,ULA1_DANRE,nae1,533,Danio rerio,2:Experimental evidence at transcript level,NEDD8-activating enzyme E1 regulatory subunit,0.9999,0.9987,3,3,3,3,0,2,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,54978452,0,0,0,0,0,0,0,0,
sp|Q7SXP4|SRS1A_DANRE,Q7SXP4,SRS1A_DANRE,srsf1a,257,Danio rerio,2:Experimental evidence at transcript level,Serine/arginine-rich splicing factor 1A,1,0.999,13,38,2,38,4,8,5,6,9,6,1,0,0,0,1,0,4,8,5,6,9,6,209547088,657363200,369559136,462497472,701798460,372777600,131728976,222106016,154928992,186812864,224998208,176935792,
sp|Q7SXW6|ARP2A_DANRE,Q7SXW6,ARP2A_DANRE,actr2a,394,Danio rerio,2:Experimental evidence at transcript level,Actin-related protein 2-A,1,0.999,7,18,1,18,4,4,3,2,3,2,0,0,0,0,1,0,4,4,3,2,3,2,42690080,186381760,54697648,149938208,79797288,80338856,24027954,71187512,43798172,62989728,69315840,53460564,
sp|Q7SY23|AL4A1_DANRE,Q7SY23,AL4A1_DANRE,aldh4a1,556,Danio rerio,2:Experimental evidence at transcript level,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",1,0.999,17,92,92,92,14,12,17,16,14,19,14,12,17,16,14,19,14,12,17,16,14,19,564037180,757192060,691836610,782040640,527144992,815199300,156836432,151002720,158610944,167968752,135115408,155104176,
sp|Q7SY48|HEAT1_DANRE,Q7SY48,HEAT1_DANRE,heatr1,2159,Danio rerio,2:Experimental evidence at transcript level,HEAT repeat-containing protein 1,0.9995,0.993,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7SYC9|CTL2_DANRE,Q7SYC9,CTL2_DANRE,slc44a2,697,Danio rerio,2:Experimental evidence at transcript level,Choline transporter-like protein 2,0.8981,0.9887,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7SYD5|SC31A_DANRE,Q7SYD5,SC31A_DANRE,sec31a,1254,Danio rerio,2:Experimental evidence at transcript level,Protein transport protein Sec31A,0.999,0.9971,3,3,3,3,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,4895825,0,0,44333900,0,0,0,0,0,0,
sp|Q7SYK7|AATM_DANRE,Q7SYK7,AATM_DANRE,got2a,428,Danio rerio,2:Experimental evidence at transcript level,"Aspartate aminotransferase, mitochondrial",1,0.999,23,138,138,138,20,23,23,22,24,26,20,23,23,22,24,26,20,23,23,22,24,26,2779114750,2771275780,2479596030,2012448130,3023571710,2938587390,681413380,649350020,650515200,553624190,677950080,681829700,
sp|Q7SZC2|XPO2_DANRE,Q7SZC2,XPO2_DANRE,cse1l,971,Danio rerio,1:Experimental evidence at protein level,Exportin-2,1,0.999,6,14,14,14,3,1,3,1,3,3,3,1,3,1,3,3,3,1,3,1,3,3,92106664,73572944,88049856,34293104,84962416,134315072,42975480,43700372,53649848,61845760,44565700,58307308,
sp|Q7SZE3|L2GL2_DANRE,Q7SZE3,L2GL2_DANRE,llgl2,1020,Danio rerio,1:Experimental evidence at protein level,LLGL scribble cell polarity complex component 2,1,0.9923,4,12,12,12,1,3,2,2,1,3,1,3,2,2,1,3,1,3,2,2,1,3,0,12856814,1780578.9,237347696,1384478.8,3078803.5,0,6520535.5,5296901.5,13474152,4118575.2,9158886,
sp|Q7SZE5|SC23A_DANRE,Q7SZE5,SC23A_DANRE,sec23a,765,Danio rerio,2:Experimental evidence at transcript level,Protein transport protein Sec23A,1,0.999,10,36,36,36,4,6,7,4,7,8,4,6,7,4,7,8,4,6,7,4,7,8,13328000,115513000,73182704,51091040,76399464,145079568,31983390,23517614,54323636,28604290,69824632,45573196,
sp|Q7SZQ7|SURF4_DANRE,Q7SZQ7,SURF4_DANRE,surf4,269,Danio rerio,2:Experimental evidence at transcript level,Surfeit locus protein 4,1,0.999,2,4,4,4,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,68919216,0,0,0,3413277.8,0,0,0,0,0,0,0,
sp|Q7T163|KDISB_DANRE,Q7T163,KDISB_DANRE,kidins220b,1680,Danio rerio,1:Experimental evidence at protein level,Kinase D-interacting substrate of 220 kDa B,1,0.9967,4,5,5,5,0,0,2,1,2,0,0,0,2,1,2,0,0,0,2,1,2,0,0,2275554300,1884037630,2391533570,1892390910,2031784830,0,2275554300,1884037630,2214183680,1839537410,2031784830,
sp|Q7T2A5|EIF3L_DANRE,Q7T2A5,EIF3L_DANRE,eif3l,576,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit L,1,0.999,17,56,56,56,9,8,12,11,6,10,9,8,12,11,6,10,9,8,12,11,6,10,204445504,425577088,421635392,495045376,233963200,244055520,91047064,116610192,84698160,109641576,57832184,70508848,
sp|Q7T356|143BB_DANRE,Q7T356,143BB_DANRE,ywhabb,242,Danio rerio,2:Experimental evidence at transcript level,14-3-3 protein beta/alpha-B,1,0.999,19,177,51,177,23,33,26,27,36,32,8,7,8,8,11,9,23,33,26,27,36,32,6012681200,6647759900,6379420200,5657964500,6352530400,5288413200,1910583940,2212525310,2650233600,1997726850,2243966980,1888403070,
sp|Q7T385|VTC1A_DANRE,Q7T385,VTC1A_DANRE,atp6v1c1a,383,Danio rerio,2:Experimental evidence at transcript level,V-type proton ATPase subunit C 1-A,1,0.999,10,29,25,29,4,5,5,5,6,4,4,5,4,4,5,3,4,5,5,5,6,4,44115824,72762896,78363216,48354880,68485512,45650524,14031050,48432080,42291460,32629452,30502926,48622548,
sp|Q7T394|LIS1A_DANRE,Q7T394,LIS1A_DANRE,pafah1b1a,410,Danio rerio,2:Experimental evidence at transcript level,Lissencephaly-1 homolog A,1,0.999,4,10,4,10,1,1,3,2,1,2,1,0,1,1,0,1,1,1,3,2,1,2,18770132,39689988,68983480,59641548,53275632,47348416,0,39689988,36850888,59641548,53275632,47348416,
sp|Q7T3A4|RAB13_DANRE,Q7T3A4,RAB13_DANRE,rab13,200,Danio rerio,1:Experimental evidence at protein level,Ras-related protein Rab-13,0.9999,0.9988,3,11,11,11,2,1,3,2,2,1,2,1,3,2,2,1,2,1,3,2,2,1,362697888,439212288,260909520,324532352,215660288,348711744,362697888,254842736,260909520,186150448,215660288,186436384,
sp|Q7T3B0|EIF3M_DANRE,Q7T3B0,EIF3M_DANRE,eif3m,375,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit M,1,0.999,4,22,22,22,3,4,3,3,5,4,3,4,3,3,5,4,3,4,3,3,5,4,79664328,103518640,114632168,100717336,119890336,59886176,18992618,68403152,170109920,149460816,52098660,88868880,
sp|Q7T3C7|RT4I1_DANRE,Q7T3C7,RT4I1_DANRE,rtn4ip1,387,Danio rerio,2:Experimental evidence at transcript level,"Reticulon-4-interacting protein 1 homolog, mitochondrial",1,0.9972,3,7,7,7,2,1,1,1,2,0,2,1,1,1,2,0,2,1,1,1,2,0,12627347,45789328,0,0,0,26253352,12627347,45789328,0,0,0,26253352,
sp|Q7T3D1|ERO1A_DANRE,Q7T3D1,ERO1A_DANRE,ero1a,489,Danio rerio,2:Experimental evidence at transcript level,ERO1-like protein alpha,0.7081,0.9889,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7T3H1|DCTN2_DANRE,Q7T3H1,DCTN2_DANRE,dctn2,405,Danio rerio,2:Experimental evidence at transcript level,Dynactin subunit 2,1,0.999,4,10,10,10,1,2,2,1,3,1,1,2,2,1,3,1,1,2,2,1,3,1,2256640.5,53454812,20565976,12626788,8700488,8285042.5,6540110.5,0,14378551,11634515,8016762,7633964,
sp|Q7ZT42|SND1_DANRE,Q7ZT42,SND1_DANRE,snd1,897,Danio rerio,2:Experimental evidence at transcript level,Staphylococcal nuclease domain-containing protein 1,1,0.999,26,104,104,104,13,17,18,13,22,21,13,17,18,13,22,21,13,17,18,13,22,21,641559100,863175550,759347200,493767424,788584130,1062717700,172843824,216023392,218010800,185092480,192954912,231065408,
sp|Q7ZTS4|K1C18_DANRE,Q7ZTS4,K1C18_DANRE,krt18,431,Danio rerio,1:Experimental evidence at protein level,"Keratin, type I cytoskeletal 18",1,0.999,15,60,54,63,7,10,15,8,10,10,6,9,14,7,9,9,7,11,15,9,10,11,485902848,1540906370,1274155260,1023132160,1221396350,1433401090,464929504,661934340,501127392,539637820,551181310,618651010,
sp|Q7ZTY4|RBBP7_DANRE,Q7ZTY4,RBBP7_DANRE,rbbp7,426,Danio rerio,2:Experimental evidence at transcript level,Histone-binding protein RBBP7,1,0.999,7,24,10,24,3,5,4,3,4,5,2,1,2,1,2,2,3,5,4,3,4,5,130844008,359504768,328994656,435088640,292164512,273637664,91305992,167122608,145869872,183284432,123742632,155267808,
sp|Q7ZU29|NUP93_DANRE,Q7ZU29,NUP93_DANRE,dye,820,Danio rerio,2:Experimental evidence at transcript level,Nuclear pore complex protein Nup93,1,0.999,6,28,28,28,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,93990280,146523616,129163856,149919920,191507952,144478240,45113048,48702048,53697840,54103520,47801536,58142844,
sp|Q7ZU42|OLA1_DANRE,Q7ZU42,OLA1_DANRE,ola1,396,Danio rerio,2:Experimental evidence at transcript level,Obg-like ATPase 1,1,0.999,6,27,27,27,3,4,5,5,5,5,3,4,5,5,5,5,3,4,5,5,5,5,206919264,87760112,107589328,188945584,228055744,294382624,149685296,45648088,53149708,96028536,106440632,87816112,
sp|Q7ZU90|CHD1L_DANRE,Q7ZU90,CHD1L_DANRE,chd1l,1026,Danio rerio,2:Experimental evidence at transcript level,Chromodomain-helicase-DNA-binding protein 1-like,0.8916,0.9886,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZU99|TERA_DANRE,Q7ZU99,TERA_DANRE,vcp,806,Danio rerio,1:Experimental evidence at protein level,Transitional endoplasmic reticulum ATPase,1,0.999,51,466,466,466,72,75,80,72,77,90,72,75,80,72,77,90,72,75,80,72,77,90,6471241700,6828617700,6967196700,5702704100,7287483900,9018723300,567089980,613254780,651856830,574905020,581726720,754215170,
sp|Q7ZUC7|PGES2_DANRE,Q7ZUC7,PGES2_DANRE,ptges2,377,Danio rerio,2:Experimental evidence at transcript level,Prostaglandin E synthase 2,1,0.999,2,5,5,5,1,2,0,0,2,0,1,2,0,0,2,0,1,2,0,0,2,0,0,11008837,0,0,30931152,0,0,11008837,0,0,18874596,0,
sp|Q7ZUG0|RUXE_DANRE,Q7ZUG0,RUXE_DANRE,snrpe,92,Danio rerio,3:Protein inferred from homology,Small nuclear ribonucleoprotein E,0.7482,0.991,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZUP0|AN32A_DANRE,Q7ZUP0,AN32A_DANRE,anp32a,254,Danio rerio,2:Experimental evidence at transcript level,Acidic leucine-rich nuclear phosphoprotein 32 family member A,1,0.999,8,47,47,47,6,8,7,9,7,10,6,8,7,9,7,10,6,8,7,9,7,10,553380930,799236480,990141060,908965630,885329220,754053250,229532784,300233504,405345632,307863296,340769824,283382592,
sp|Q7ZUW2|HYOU1_DANRE,Q7ZUW2,HYOU1_DANRE,hyou1,980,Danio rerio,2:Experimental evidence at transcript level,Hypoxia up-regulated protein 1,1,0.999,8,16,16,16,2,4,2,3,2,3,2,4,2,3,2,3,2,4,2,3,2,3,12891637,56948452,20590700,26870274,0,46575832,12891637,25749508,20590700,26870274,0,26506112,
sp|Q7ZUY3|H2AX_DANRE,Q7ZUY3,H2AX_DANRE,h2ax,142,Danio rerio,2:Experimental evidence at transcript level,Histone H2AX,1,0.999,4,29,23,29,4,5,4,5,6,5,3,4,3,4,5,4,4,5,4,5,6,5,338319552,315877472,449847008,321239872,434355680,297291040,151209872,155987440,228221808,187770544,202586400,154589168,
sp|Q7ZV22|MTAP_DANRE,Q7ZV22,MTAP_DANRE,mtap,280,Danio rerio,2:Experimental evidence at transcript level,S-methyl-5'-thioadenosine phosphorylase,0.9644,0.999,1,3,3,3,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZV34|MCTS1_DANRE,Q7ZV34,MCTS1_DANRE,mcts1,181,Danio rerio,2:Experimental evidence at transcript level,Malignant T-cell-amplified sequence 1,0.9413,0.9761,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZV43|TOLIP_DANRE,Q7ZV43,TOLIP_DANRE,tollip,276,Danio rerio,2:Experimental evidence at transcript level,Toll-interacting protein,1,0.999,4,7,7,7,1,1,3,2,0,0,1,1,3,2,0,0,1,1,3,2,0,0,0,6003788,36378700,26547014,0,0,0,0,25851948,26547014,0,0,
sp|Q7ZV50|MAGT1_DANRE,Q7ZV50,MAGT1_DANRE,magt1,328,Danio rerio,1:Experimental evidence at protein level,Magnesium transporter protein 1,0.9544,0.9788,1,5,5,5,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,63899804,55069944,8527433,29530552,21500532,27975518,63899804,55069944,8527433,29530552,21500532,27975518,
sp|Q7ZV55|EIF3I_DANRE,Q7ZV55,EIF3I_DANRE,eif3i,325,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit I,1,0.999,6,20,20,20,4,2,3,3,5,3,4,2,3,3,5,3,4,2,3,3,5,3,223108048,201801360,166581440,151750816,197951280,163574848,164403936,151374304,142426592,88195528,137154128,116988432,
sp|Q7ZV60|BCS1_DANRE,Q7ZV60,BCS1_DANRE,bcs1l,420,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial chaperone BCS1,0.9984,0.999,1,5,5,5,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,10438363,4802974,0,0,0,6811466.5,10438363,4802974,0,0,0,6811466.5,
sp|Q7ZV68|VPS29_DANRE,Q7ZV68,VPS29_DANRE,vps29,182,Danio rerio,2:Experimental evidence at transcript level,Vacuolar protein sorting-associated protein 29,0.9246,0.9978,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18524816,0,0,25538676,0,0,18524816,0,0,25538676,0,
sp|Q7ZV82|RL27_DANRE,Q7ZV82,RL27_DANRE,rpl27,136,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL27,1,0.9989,5,18,18,18,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2,242634560,250599616,237431888,200926160,294311328,237756624,219398784,195643488,174841760,217614592,225252224,149166720,
sp|Q7ZV96|RL10_DANRE,Q7ZV96,RL10_DANRE,rpl10,215,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL16,1,0.999,6,42,42,42,10,7,8,6,8,3,10,7,8,6,8,3,10,7,8,6,8,3,590268990,449323392,477224320,481730432,529570752,287096064,220019680,174271392,221743584,172342528,214101312,148054912,
sp|Q7ZVA0|SMU1_DANRE,Q7ZVA0,SMU1_DANRE,smu1,513,Danio rerio,2:Experimental evidence at transcript level,WD40 repeat-containing protein SMU1,1,0.9872,3,6,6,6,2,0,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,0,0,3820185.8,63972104,0,0,0,0,0,0,0,0,
sp|Q7ZVA6|IF4A3_DANRE,Q7ZVA6,IF4A3_DANRE,eif4a3,406,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic initiation factor 4A-III,1,0.999,9,43,43,43,6,9,5,8,9,6,6,9,5,8,9,6,6,9,5,8,9,6,592854660,680707200,132348424,824759300,774542660,620889790,262319904,243489232,255352368,301297568,295522688,261228608,
sp|Q7ZVB2|A9A1A_DANRE,Q7ZVB2,A9A1A_DANRE,aldh9a1a,508,Danio rerio,2:Experimental evidence at transcript level,4-trimethylaminobutyraldehyde dehydrogenase A,1,0.999,18,69,63,69,7,13,14,15,10,10,6,12,12,15,9,9,7,13,14,15,10,10,617731390,1005766660,809149310,1168799620,712406340,835538430,165546896,206712912,196505360,247768304,176090544,194972864,
sp|Q7ZVF3|SDHA_DANRE,Q7ZVF3,SDHA_DANRE,sdha,661,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",1,0.999,18,109,109,109,22,13,21,19,15,19,22,13,21,19,15,19,22,13,21,19,15,19,944964860,830061440,935383040,990862210,580968190,655354620,187043952,210259072,169028720,269514464,186542608,204405648,
sp|Q7ZVF9|ACTB2_DANRE,Q7ZVF9,ACTB2_DANRE,actbb,375,Danio rerio,1:Experimental evidence at protein level,"Actin, cytoplasmic 2",1,0.999,35,4,4,846,0,3,0,1,0,0,0,3,0,1,0,0,116,171,151,113,141,154,0,0,0,11174086,0,0,0,0,0,0,0,0,
sp|Q7ZVI7|ACTB1_DANRE,Q7ZVI7,ACTB1_DANRE,actba,375,Danio rerio,1:Experimental evidence at protein level,"Actin, cytoplasmic 1",1,0.999,35,847,5,847,116,170,152,112,142,155,0,2,1,0,1,1,116,170,152,112,142,155,41237348000,54031176000,51905823000,49715880000,50264490000,56708121000,8308341800,9559177200,10488666100,9204847600,9636561900,10416634900,
sp|Q7ZVX6|UBA3_DANRE,Q7ZVX6,UBA3_DANRE,uba3,462,Danio rerio,2:Experimental evidence at transcript level,NEDD8-activating enzyme E1 catalytic subunit,0.9999,0.9987,3,9,9,9,1,1,1,2,1,3,1,1,1,2,1,3,1,1,1,2,1,3,56737176,64728064,64201440,69155384,59415940,105472672,56737176,64728064,64201440,69155384,59415940,90912880,
sp|Q7ZVY5|CISY_DANRE,Q7ZVY5,CISY_DANRE,cs,468,Danio rerio,2:Experimental evidence at transcript level,"Citrate synthase, mitochondrial",1,0.999,19,147,147,147,28,26,22,22,24,25,28,26,22,22,24,25,28,26,22,22,24,25,4753977300,5329756700,4830749200,4900220400,5341713400,5559999500,991576190,1009777470,1000325120,1068009540,1048540160,1084369020,
sp|Q7ZVZ6|PREP_DANRE,Q7ZVZ6,PREP_DANRE,pitrm1,1023,Danio rerio,2:Experimental evidence at transcript level,"Presequence protease, mitochondrial",1,0.999,9,20,20,20,2,4,1,2,6,5,2,4,1,2,6,5,2,4,1,2,6,5,23145616,90759584,16963192,201546880,110611944,230864960,69134088,37055352,123631920,42781864,45566052,55371668,
sp|Q7ZVZ7|AB17C_DANRE,Q7ZVZ7,AB17C_DANRE,abhd17c,294,Danio rerio,2:Experimental evidence at transcript level,Alpha/beta hydrolase domain-containing protein 17C,0.7284,0.99,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZW38|SPS1_DANRE,Q7ZW38,SPS1_DANRE,sephs1,392,Danio rerio,1:Experimental evidence at protein level,"Selenide, water dikinase 1",1,0.999,3,13,13,13,1,1,3,3,3,2,1,1,3,3,3,2,1,1,3,3,3,2,23294270,25624876,101043840,81591952,65239672,55170840,42259732,34129352,59938428,38072804,37847368,15905894,
sp|Q7ZW41|RPB7_DANRE,Q7ZW41,RPB7_DANRE,polr2g,172,Danio rerio,2:Experimental evidence at transcript level,DNA-directed RNA polymerase II subunit RPB7,0.8024,0.9934,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZW47|STAU2_DANRE,Q7ZW47,STAU2_DANRE,stau2,606,Danio rerio,2:Experimental evidence at transcript level,Double-stranded RNA-binding protein Staufen homolog 2,1,0.9989,6,18,18,18,2,3,1,4,3,5,2,3,1,4,3,5,2,3,1,4,3,5,54813024,30065252,7581571,94126344,39965288,32169822,51409784,5814206,27936326,27629710,45932156,12455778,
sp|Q7ZWA3|RBMX_DANRE,Q7ZWA3,RBMX_DANRE,rbmx,379,Danio rerio,2:Experimental evidence at transcript level,"RNA-binding motif protein, X chromosome",1,0.9989,4,18,18,18,4,3,3,3,3,2,4,3,3,3,3,2,4,3,3,3,3,2,40818304,43805320,35718836,30373688,39417260,30461068,26462464,41890424,24459030,26884014,28490580,29278518,
